Name,Gen,Gen2,Description,Note,Japanese Kana,Japanese Romaji,French,German,Italian,Spanish,Korean Hangul,Korean Romanized,Chinese Hànzì,Chinese Romanized,Star
Mega Ring,6,,Allows the player to Mega Evolve a Pokémon holding the appropriate Mega Stone.,,メガリング,Mega Ring,Méga-Anneau,Mega-Ring,Megacerchio,Mega-Aro,메가링,Mega Ring,超級環 / 超级环,Chāojí Huán / Chīukāp Wàahn,0
Favored Mail,5,,Stationary designed for writing about your favorite things. To be held by a Pokémon for delivery.,,だいすきメール,Daisuki Mail,Lettre Fan,Faiblebrief,Mess. TVB,C. Favoritos,애호메일,Aeho Mail,喜愛郵件 / 喜爱邮件,Xǐ'ài Yóujiàn / Héi'oi Yàuhgín,0
Blastoisinite,6,,Allows Blastoise to Mega Evolve into Mega Blastoise.,,カメックスナイト,Kamexnite,Tortankite,Turtoknit,Blastoisite,Blastoisita,거북왕나이트,Geobugwangnite,水箭龜進化石 / 水箭龟进化石,Shuǐjiànguī Jìnhuà Shí / Séuijingwāi Jeunfa Sehk,0
Qualot Berry,3,,"Raises friendship, but lowers Defense EVs.",,タポルのみ,Tapol no Mi,Baie Qualot,Qualotbeere,Baccaloquat,Baya Ispero,파비열매,Pabi Yeolmae,比巴果,Bǐbā Guǒ / Béibā Gwó,0
Fresh Water,1,,Restores 30 HP. (50HP before Gen. VII).,,おいしいみず,Oishii Mizu,Eau Fraiche,Tafelwasser,Acqua Fresca,Agua Fresca,맛있는물,Masinneun Mul,美味之水,Měiwèi-zhī Shuǐ / Méihmeih-jī Séui,0
Old Sea Map,3,,"Event item that gives player access to Faraway Island, where Mew can be caught.",,ふるびたかいず,Furubita Kaizu,Vieille Carte,Alte Karte,Mappa Stinta,Mapa Viejo,,,,,0
Old Charm,4,,Cynthia asks the player to deliver to Celestic Town. Is made of Pokémon bones.,,こだいのおまもり,Kodai no Omamori,Vieux Grigri,Talisman,Arcamuleto,Talismán,고대의부적,Godae-ui Bujeok,古代護符 / 古代护符,Gǔdài Hùfú / Gúdoih Wuhfùh,0
Super Repel,1,,Prevents wild Pokémon with a lower level than the first member of the party from appearing for 200 steps,,シルバースプレー,Silver Spray,Superepousse,Superschutz,Superrepellente,Superrepelente,실버스프레이,Silver Spray,白銀噴霧 / 白银喷雾,Báiyín Pēnwù / Baahkngàhn Panmouh,48
Journal,4,,Keeps track of events and accomplishments of the player.,,ぼうけんノート,Bōken Note,Journal,Tagebuch,Agenda,Diario,모험노트,Moheom Note,冒險筆記 / 冒险笔记,Màoxiǎn Bǐjì / Mouhhím Bātgei,0
Dark Stone,5,,Stone used to summon Zekrom.,,ダークストーン,Dark Stone,Galet Noir,Dunkelstein,Scurolite,Orbe Oscuro,다크스톤,Dark Stone,黑闇石 / 黑暗石,Hēi'àn Shí / Hākam Sehk,0
Shalour Sable,6,,Cures any status condition.,,シャラサブレ,Shala Sable,Sablé Yantreizh,Yantara-Sablé,Yantafrollino,Galleta Yantra,사라사블레,Sara Sable,娑羅沙布蕾 / 娑罗沙布蕾,Suōluó Shābùlěi / Sōlòh Sāboulèuih,0
F-Disk,3,,Moves the UFO in The Under to the Under Colosseum.,,Ｆ－ディスク,F-Disk,Disque-A,V-Disc,Disco Avanti,Disco A,,,,,0
Air Balloon,5,,Gives the holder an immunity to Ground-type moves but is popped when the holder is hit by any non-Ground-type attacks.,,ふうせん,Fūsen,Ballon,Luftballon,Palloncino,Globo Helio,풍선,Pungseon,氣球 / 气球,Qìqiú / Heikàuh,0
Oak's Parcel,1,,Deliver to Professor Oak to receive a Pokédex.,,,,,,,,,,,,0
Sky Plate,4,,Raises the power of Flying-type moves.,,あおぞらプレート,Aozora Purēto,Plaque Ciel,Wolkentafel,Lastracielo,Tabla Cielo,푸른하늘플레이트,Pureun Haneul Plate,藍天石板 / 蓝天石板,Lántiān Shíbǎn / Làahmtīn Sehkbáan,0
Belue Berry,3,,Poffin and Pokéblock ingredient.,,ベリブのみ,Beribu no Mi,Baie Myrte,Myrtilbeere,Baccartillo,Baya Andano,루베열매,Luebe Yeolmae,靛莓果,Diànméi Guǒ / Dihnmùih Gwó,0
Psychium Z,7,,Allows a Pokémon to upgrade their Psychic-type damaging moves to the Z-Move Shattered Psyche or upgrade their Psychic-type status moves into Z-Moves. Makes Arceus a Psychic-type Pokémon.,,エスパーＺ,Esper-Z,Psychézélite,Psium Z,Psichium Z,Psicostal Z,에스퍼Z,Esper-Z,超能力Ｚ,Chāonénglì-Z / Chīunàhnglihk-Z,0
Light Ball,2,,Raises the Attack and Special Attack of Pikachu.,,でんきだま,Denki Dama,Ballelumiere,Kugelblitz,Elettropalla,Bolaluminosa,전기구슬,Jeon-gi Guseul,電氣球 / 电气球,Diàn Qìqiú / Dihn Heikàuh,0
Elevator Key,3,,Unlocks the Prestige Precept Center's elevator.,,"エレベーターキー
エレベーターのキー","Elevator Key
Elevator no Key","Cle Ascens.*
Clé Ascenseur","Liftkarte*
Liftschlüssel","Chiave Asc.
Chiave ascensore","Ll. Ascensor
Llave Ascensor",엘리베이터키,Elevator Key,電梯鑰匙 / 电梯钥匙,Diàntī Yàoshi / Dihntāi Yeuhksìh,192
Sacred Ash,2,,Revives all fainted Pokémon in the party to full HP.,,せいなるはい,Seinaru Hai,Cendres Sacrées,Zauberasche,Magicenere,Ceniza Sagrada,성스러운분말,Seongseureoun Bunmal,聖灰 / 圣灰,Shènghuī / Singfūi,128
X Speed 6,5,,Immensely raises a Pokémon's Speed. Wonder Launcher only.,,,,,,,,,,,,0
Mint Berry,2,,Awakens a sleeping Pokémon.,,はっかのみ,Hakka no Mi,Baie Menthe,Minzbeere,Bacca Menta,Baya Menta,박하열매,Bakha Yeolmae,,,0
Strange Souvenir,6,,Currently has no use.,,ふしぎなおきもの,Fushigina Okimono,Bibelot Bizarre,Skurriloskulptur,Strano ninnolo,Estatuilla Rara,이상한장식품,Isanghae Jangsikpum,神秘擺設 / 神秘摆设,Shénmì Bǎishè / Sàhnbei Báaichit,0
Poké Flute,1,,Awakens sleeping Pokémon.,,ポケモンのふえ,Pokémon no Fue,Pokéflute,Pokéflöte,Pokéflauto,Poké Flauta,포켓몬피리,Pocketmon Piri,寶可夢之笛 / 宝可梦之笛,Bǎokěmèng-zhī Dí / Bóuhómuhng-jī Dehk,0
Yellow Petal,7,,A yellow petal required to complete Mina's Trial.,,きいろのはなびら,Kiiro no Hanabira,Pétale Jaune,Gelbes Blatt,Petalo giallo,Pétalo Amarillo,노랑꽃잎,Norang Kkochip,黃色花瓣 / 黄色花瓣,Huáng-sè Huābàn / Wòhng-sīk Fāfáan,0
Cry Analyzer,3,,Detaches certain translators.,,かいどくそうち,Kaidoku Sōchi,Decodeur Cri,Stimmkenner,Analiz.Verso,Gritolector,,,,,0
Orange Mail,3,,Mail with a Zigzagoon print. To be held by a Pokémon for delivery.,,オレンジメール,Orange Mail,Lettre Oranj,Zigzagbrief,Mess. Agrume,Carta Naranja,,,,,0
Kee Berry,6,,Increases Defense when hit with a physical move.,,アッキのみ,Akki no Mi,Baie Éka,Akibeere,Baccalighia,Baya Biglia,악키열매,Akki Yeolmae,亞開果 / 亚开果,Yàkāi Guǒ / Ahōi Gwó,0
Pink Petal,7,,A pink petal required to complete Mina's Trial.,,ももいろはなびら,Momoiro Hanabira,Pétale Rose,Rosa Blatt,Petalo rosa,Pétalo Rosa,담홍꽃잎,Damhong Kkochip,粉紅花瓣 / 粉红花瓣,Fěnhóng Huābàn / Fánhùhng Fāfáan,0
Wave Mail,3,,Mail with a Wailmer design. To be held by a Pokémon for delivery.,,クロスメール,Cross Mail,Lettre Vague,Wellenbrief,Mess. Onda,Carta Ola,,,,,0
Weakness Policy,6,,Attack and Sp. Atk sharply increase if the holder is hit with a super effective move.,,じゃくてんほけん,Jakuten Hoken,Vulné-Assurance,Schwächenschutz,Vulneropolizza,Seguro Debilidad,약점보험,Yagjeom Boheom,弱點保險 / 弱点保险,Ruòdiǎn Bǎoxiǎn / Yeuhkdím Bóuhím,0
Aggronite,6,,Allows Aggron to Mega Evolve into Mega Aggron.,,ボスゴドラナイト,Bossgodoranite,Galekingite,Stollossnit,Aggronite,Aggronita,보스로라나이트,Bosroranite,波士可多拉進化石 / 波士可多拉进化石,Bōshìkěduōlā Jìnhuà Shí / Bōsihhódōlāai Jeunfa Sehk,0
Ring Target,5,,The holder loses its type immunities.,,ねらいのまと,Nerai no Mato,Point de Mire,Zielscheibe,Facilsaglio,Blanco,겨냥표적,Gyeonyang Pyojeok,標靶 / 标靶,Biāobǎ / Bīubá,128
Latiasite,6,,Allows Latias to Mega Evolve into Mega Latias.,,ラティアスナイト,Latiasnite,Latiasite,Latiasnit,Latiasite,Latiasita,라티아스나이트,Latiasnite,拉帝亞斯進化石 / 拉帝亚斯进化石,Lādìyāsī Jìnhuà Shí / Lāaidai'asī Jeunfa Sehk,0
Iron Plate,4,,Raises the power of Steel-type moves.,,こうてつプレート,Koutetsu Purēto,Plaque Fer,Eisentafel,Lastraferro,Tabla Acero,강철플레이트,Gangcheol Plate,鋼鐵石板 / 钢铁石板,Gāngtiě Shíbǎn / Gongtit Sehkbáan,0
Dragon Fang,2,,Raises the power of Dragon-type moves.,,りゅうのキバ,Ryū no Kiba,Croc Dragon,Drachenzahn,Dentedidrago,Colmillo Dragón,용의이빨,Yong-ui Ippal,龍之牙 / 龙之牙,Lóng-zhī Yá / Lùhng-jī Ngàh,16
Bubble Mail,4,,Stationery with a bubble print. To be held by a Pokémon for delivery.,,ブルーメール,Blue Mail,Lettre Mer,Wasserbrief,Mess. Bolla,Carta Pompas,블루메일,Blue Mail,,,0
Roseli Berry,6,,Reduces damage from a super effective Fairy-type move.,,ロゼルのみ,Rozelle no Mi,Baie Selro,Hibisbeere,Baccarcadè,Baya Hibis,로셀열매,Rosel Yeolmae,洛玫果,Luòméi Guǒ / Lokmùih Gwó,0
Z-Ring,7,,Allows the player to use Z-Moves when a Pokémon is holding an appropriate Z-Crystal. Allows the player to use Mega Evolution after obtaining a Key Stone when a Pokémon is holding the appropriate Mega Stone.,,Ｚリング,Z-Ring,Bracelet Z,Z-Ring,Cerchio Z,Pulsera Z,Z링,Z Ring,Ｚ手環 / Ｚ手环,Z Shǒuhuán / Z Sáuwàahn,0
Mega Charm,,,,,メガチャーム,Mega Charm,Méga-Charme,Megaillon,Megaciondolo,Megacolgante,메가참이,Mega Charm,超級墜飾 / 超级坠饰,Chāojí Zhuìshì / Chīukāp Jeuihsīk,0
Shed Shell,4,,Allows the holder to escape from battle.,,きれいなぬけがら,Kirei-na Nukegara,Carapace Mue,Wechselhülle,Disfoguscio,Muda Concha,아름다운허물,Areumdaun Heomul,美麗空殼 / 美丽空壳,Měilì Kōngké / Méihlaih Hūnghok,0
Splash Plate,4,,Raises the power of Water-type moves.,,しずくプレート,Shizuku Purēto,Plaque Hydro,Wassertafel,Lastraidro,Tabla Linfa,물방울플레이트,Mulbang-ul Plate,水滴石板,Shuǐdī Shíbǎn / Séuidihk Sehkbáan,0
Poké Radar,4,,Allows player to encounter wild Pokémon not usually seen in the area. Obtained after receiving National Pokédex.,,ポケトレ,Poké-Tra,Poké Radar,Pokéradar,Poké Radar,Pokéradar,포켓트레,Poké-Tra,寶可追蹤 / 宝可追踪,Bǎokě Zhuīzōng / Bóuhó Jēuijūng,0
Metal Powder,2,,Raises Ditto's Defense.,,メタルパウダー,Metal Powder,Poudre Metal,Metallstaub,Metalpolvere,Polvo Metálico,금속파우더,Geumsok Powder,金屬粉 / 金属粉,Jīnshǔ Fěn / Gāmsuhk Fán,0
AuroraTicket,3,,Event item that allows player to catch Deoxys.,,オーロラチケット,Aurora Ticket,Ticketaurora,Auroraticket,Biglietto Aurora,Ori-Ticket,,,,,0
Watmel Berry,3,,Pokéblock and Poffin ingredient.,,カイスのみ,Kaisu no Mi,Baie Stekpa,Wasmelbeere,Baccacomero,Baya Sambia,슈박열매,Syubak Yeolmae,瓜西果,Guāxī Guǒ / Gwāsāi Gwó,0
Thanks Mail,5,,Stationary designed for a thank you note. To be held by a Pokémon for delivery.,,かんしゃメール,Kansha Mail,Lettre Merci,Dankesbrief,Mess. Grazie,C. Gracias,감사메일,Gamsa Mail,感謝郵件 / 感谢邮件,Gǎnxiè Yóujiàn / Gámjeh Yàuhgín,0
Running Shoes,3,,Allows the player to run faster.,,,,,,,,,,,,2048
Exp. Share,1,,A held item that allows Pokémon to gain experience without battling.,Named Exp.All prior to Generation II.,がくしゅうそうち,Gakushū Sōchi,Multi Exp,EP-Teiler,Condividi Esp.,Repartir Exp,학습장치,Hakseup Jangchi,學習裝置 / 学习装置,Xuéxí Zhuāngzhì / Hohkjaahp Jōngji,1056
Coupon 2,4,,Used to obtain the Pokétch in Jubilife City.,,ひきかえけん２,Hikikaeken 2,Bon 2,Kupon 2,Coupon 2,Cupón 2,교환권 2,Gyohwangwon 2,兌換券２ / 兑换券２,Duìhuàn Quàn 2 / Deuiwuhn Hyun 2,0
Blue Orb,3,,Used to awaken Kyogre. It also turns Kyogre into Primal Kyogre during battle when holding the item.ORAS,,あいいろのたま,Aiiro no Tama,Gemme Bleue,Blauer Edelstein,Gemma blu,Prisma Azul,쪽빛구슬,Jjokbit Guseul,靛藍色寶珠 / 靛蓝色宝珠,Diànlán-sè Bǎozhū / Dihnlàahm-sīk Bóujyū,240
Ability Capsule,6,,Allows a Pokémon with two Abilities to switch between these Abilities.,,とくせいカプセル,Tokusei Capsule,Pilule Talent,Fähigk.-Kapsel,Capsula Abilità,Cáps. Habilidad,특성캡슐,Teukseong Capsule,特性膠囊 / 特性胶囊,Tèxìng Jiāonáng / Dahksing Gāaunòhng,0
TM Case,3,,Holds TMs.,,わざマシンケース,Waza Machine Case,Boite CT,VM/TM Box,Porta MT-MN,Tubo MT-MO,기술머신케이스,Gisul Machine Case,招式學習器盒 / 招式学习器盒,Zhāoshì Xuéxíqì Hé / Jīusīk Hohkjaahphei Hahp,0
Mewnium Z,7,,Allows Mew to upgrade Psychic to the special Z-Move Genesis Supernova.,,ミュウＺ,Mew-Z,Mewzélite,Mewnium Z,Mewnium Z,Mewstal Z,뮤Z,Mew-Z,夢幻Ｚ / 梦幻Ｚ,Mènghuàn-Z / Muhngwaahn-Z,0
Letter,3,,To be delivered to Steven Stone.,,ダイゴへのてがみ,Daigo e no Tsugami,Lettre à Pierre,Brief an Troy,Lettera,Carta a Máximo,성호에게줄편지,Seongho-e Gejul Pyeonji,給大吾的信 / 给大吾的信,Gěi Dàwú-de Xìn / Kāp Daaihǹgh-dīk Seun,208
Poisonium Z,7,,Allows a Pokémon to upgrade their Poison-type damaging moves to the Z-Move Acid Downpour or upgrade their Poison-type status moves into Z-Moves. Makes Arceus a Poison-type Pokémon.,,ドクＺ,Poison-Z,Toxizélite,Toxium Z,Venenium Z,Toxistal Z,독Z,Dok-Z,毒Ｚ,Dú-Z / Duhk-Z,0
Blazikenite,6,,Allows Blaziken to Mega Evolve into Mega Blaziken.,,バシャーモナイト,Bursyamonite,Braségalite,Lohgocknit,Blazikenite,Blazikenita,번치코나이트,Bunchikonite,火焰雞進化石 / 火焰鸡进化石,Huǒyànjī Jìnhuà Shí / Fóyihmgāi Jeunfa Sehk,0
Ruby,3,,"Give to Celio along with Sapphire to set up the Network Machine of the Pokémon Network Center. It allows the player to trade with Ruby, Sapphire, and Emerald.",,ルビー,Ruby,Rubis,Rubin,Rubino,Rubí,,,,,0
Gram 2,5,,An important letter which Wingull delivers.,,はいたつぶつ２,Haitatsubutsu 2,Courrier 2,Briefpost 2,Missiva 2,Envío 2,배달물2,Baedalmul 2,配送物品２,Pèisòng Wùpǐn 2 / Puisung Mahtbán 2,0
Key Stone,,,,,キーストーン,Key Stone,Gemme Sésame,Schlüssel-Stein,Pietrachiave,Piedra Activadora,키스톤,Key Stone,鑰石 / 钥石,Yàoshí / Yeuhksehk,0
Oval Charm,5,,An oval charm said to increase the chance of Eggs being found at the Day Care.,,まるいおまもり,Round Charm,Charme Ovale,Ovalpin,Ovamuleto,Amuleto Oval,둥근부적,Dunggeun Bujeok,圓形護符 / 圆形护符,Yuánxíng Hùfú / Yùhnyìhng Wuhfùh,0
Float Stone,5,,Halves the weight of the holder.,,かるいし,Karuishi,Pierrallégée,Leichtstein,Pietralieve,Piedra Pómez,가벼운돌,Gabyeoun Dol,輕石 / 轻石,Qīngshí / Hīngsehk,0
PSNCureBerry,2,,Cures poison.,,どくけしのみ,Dokukeshi no Mi,Baie Antidot,Ggngiftbeere,Baccantivel.,Bayantídoto,해독열매,Haedok Yeolmae,,,0
Lucky Egg,2,,Doubles the experience gained during battle.,,しあわせタマゴ,Shiawase Tamago,Œuf Chance,Glücks-Ei,Fortunuovo,Huevo Suerte,행복의알,Haengbogui Al,幸運蛋 / 幸运蛋,Xìngyùn Dàn / Hahngwahn Daahn,0
X Sp. Def,2,,Raises a Pokémon's Special Defense by 2 stages (1 stage before Gen. VII).,,スペシャルガード,Special Guard,Def. Spé. +,X-Spezial-Vert.,Dif. Sp. X,Def. Esp. X,스페셜가드,Special Guard,特防強化 / 特防强化,Tèfáng Qiánghuà / Dahkfòhng Kèuhngfa,0
Pokédex,1,,Stores info about Pokémon that have been seen/caught.,,,,,,,,,,,,2048
Good Rod,1,4,Allows the player to fish for medium-level aquatic Pokémon.,,いいつりざお,Ii Tsurizao,Super Canne,Profiangel,Amo Buono,Caña Buena,좋은낚싯대,Jo-eun Naksitdae,好釣竿 / 好钓竿,Hǎo Diàogān / Hóu Diugōn,0
Potion,1,,Restores 20 HP.,,キズぐすり,Kizu Gusuri,Potion,Trank,Pozione,Poción,상처약,Sangcheo Yak,傷藥 / 伤药,Shāngyào / Sēungyeuhk,0
Elevator Key,6,,Activates the elevator in Lysandre Labs.,,"エレベーターキー
エレベーターのキー","Elevator Key
Elevator no Key","Cle Ascens.*
Clé Ascenseur","Liftkarte*
Liftschlüssel","Chiave Asc.
Chiave ascensore","Ll. Ascensor
Llave Ascensor",엘리베이터키,Elevator Key,電梯鑰匙 / 电梯钥匙,Diàntī Yàoshi / Dihntāi Yeuhksìh,192
Kasib Berry,4,,Lowers effectiveness of a super effective Ghost-type move.,,カシブのみ,Kasib no Mi,Baie Sédra,Zitarzbeere,Baccacitrus,Baya Drasi,수불열매,Subul Yeolmae,佛柑果,Fógān Guǒ / Fahtgām Gwó,0
Gooey Mulch,4,,Increases the number of times new Berry plants can grow where old ones withered.,,ねばねばこやし,Nebaneba Koyashi,Fertiglu,Neumulch,Fertilcolla,Abono Brote,끈적끈적비료,Kkeunjeok-kkeunjeok Biryo,黏黏肥 / 粘粘肥,Niánnián Féi / Nīmnīm Fèih,0
Root Fossil,3,,A Fossil from which a Lileep can be resurrected.,,ねっこのカセキ,Nekko no Kaseki,Fossile Racine,Wurzelfossil,Radifossile,Fósil Raíz,뿌리화석,Ppuri Hwaseok,根狀化石 / 根状化石,Gēnzhuàng Huàshí / Gānjohng Fasehk,128
Everstone,2,,A hold item that prevents the holder from evolving.,,かわらずのいし,Kawarazu no Ishi,Pierre Stase,Ewigstein,Pietrastante,Piedra Eterna,변함없는돌,Byeonhameomneun Dol,不變之石 / 不变之石,Bùbiàn-zhī Shí / Bātbin-jī Sehk,16
Bonsly Card,3,,Allows play of the card in Battle Bingo.,,ウソハチシート,Usohachi Sheet,Carte Manzai,Mobai-Karte,Scheda Bonsly,Cart. Bonsly,,,,,0
S.S. Ticket,1,,"Allows the player to board the S.S. AnneRBYFRLG, S.S. AquaGSCHGSS, or S.S TidalRSEORAS",,ふねのチケット,Fune no Ticket,Passe Bateau,Bootsticket,Biglietto Nave,Ticket Barco,승선티켓,Seungseon Ticket,船票,Chuánpiào / Syùhnpiu,0
Smoke Ball,3,,A held item that allows the user to flee from any wild Pokémon battle. Can be used an unlimited number of times.,,けむりだま,Kemuri Dama,Boule Fumée,Rauchball,Palla Fumo,Bola Humo,연막탄,Yeonmaktan,煙霧球 / 烟雾球,Yānwù Qiú / Yīnmouh Kàuh,128
Flying Memory,7,,Makes Silvally a Flying-type Pokémon and makes Multi-Attack a Flying-type move.,,フライングメモリ,Flying Memory,ROM Vol,Flug-Disc,ROM Volante,Disco Volador,플라잉메모리,Flying Memory,"飛翔記憶碟*
飞翔存储碟","Fēixiáng Jìyìdié / Fēichèuhng Geiyīkdihp*
Fēixiáng Cúnchǔdié",3
Timer Ball,3,,A type of Poké Ball that works better the longer the battle has lasted.,,タイマーボール,Timer Ball,Chrono Ball,Timerball,Timer Ball,Turno Ball,타이마볼,Timer Ball,計時球 / 计时球,Jìshí Qiú / Gaisìh Kàuh,0
Protein,1,,Raises the Attack of a Pokémon.,,タウリン,Taurine,Proteine,Protein,Proteina,Proteína,타우린,Taurine,攻擊增強劑 / 攻击增强剂,Gōngjí Zēngqiángjì / Gūnggīk Jāngkèuhngjaih,16
Key to Room 4,6,,Opens Room 4 of the Abandoned ShipRSE/Sea MauvilleORAS.,Called Rm. 4 Key in Generation III.,よんごうしつのカギ,Yon-gō Shitsu no Kagi,Clé Salle 4,R4-Schlüssel,Chiave stanza 4,Ll. Habitación 4,사호실열쇠,Sa-hosil Yeolsoe,"４號客房的鑰匙 /
４号客房的钥匙",4 Hào Kèfáng-de Yàoshi / 4 Houh Haakfóng-dīk Yeuhksìh,1616
Balm Mushroom,5,,Can be sold for 25000.,Formatted as BalmMushroom in Generation V.,かおるキノコ,Kaoru Kinoko,Champi Suave,Duftpilz,Profumfungo,Seta Aroma,향기버섯,Hyanggi Beoseot,芳香蘑菇,Fāngxiāng Mógū / Fōnghēung Mòhgū,1024
Decidium Z,7,,Allows Decidueye to upgrade Spirit Shackle to the special Z-Move Sinister Arrow Raid.,,ジュナイパーＺ,Junaiper-Z,Archézélite,Silvarronium Z,Deciduenium Z,Dueyestal Z,모크나이퍼Z,Mokeunaipeo-Z,狙射樹梟Ｚ / 狙射树枭Ｚ,Jūshèshùxiāo-Z / Jēuisehsyuhhīu-Z,0
Quick Powder,4,,Raises Ditto's speed.,,スピードパウダー,Speed Powder,Poudre Vite,Flottstaub,Velopolvere,Polvo Veloz,스피드파우더,Speed Powder,速度粉,Sùdù Fěn / Chūkdouh Fán,0
Azure Flute,4,,Key Item used to access the Hall of Origin and face Arceus.,,てんかいのふえ,Tenkai no Fue,Flûte Azur,Azurflöte,Flauto Cielo,Flauta Azur,천계의 피리,Cheongye-ui Piri,天界之笛,Tiānjiè-zhī Dí / Tīngaai-jī Dehk,0
Muscle Wing,5,,Raises the Attack of a Pokémon.,,きんりょくのハネ,Kinryoku no Hane,Aile Force,Kraftfeder,Piumpotenza,Pluma Músculo,근력날개,Geunryeok Nalgae,肌力之羽,Jīlì-zhī Yǔ / Gēilihk-jī Yúh,16
Item Drop,5,,Causes an ally to drop its held item. Wonder Launcher only.,,アイテムドロップ,Item Drop,Jette Objet,Itemabwurf,Lascioggetto,Tiraobjeto,아이템드롭,Item Drop,,,0
Berry Pots,4,,Allows Berry growth while traveling.,,きのみプランター,Kinomi Planter,Plante Baies,Pflanzset,Piantabacche,Plantabayas,나무열매플랜터,Namu Yeolmae Planter,樹果種植盆 / 树果种植盆,Shùguǒ Zhòngzhí Pén / Syuhgwó Júngjihk Pùhn,0
