ID,English,Japanese_Kana,Japanese_Hepburn,Japanese_Trademarked,German,French,Korean_Hangul,Korean_Revised,Korean_McCune_Reischauer,Korean_Official,Chinese_Traditional,Chinese_Simplified,Chinese_Pinyin,Chinese_Yale,Chinese_Former_Names
616,Shelmet,チョボマキ,Chobomaki,Chobomaki,Schnuthelm,Escargaume,쪼마리,Jjomari,Tchomari,Jjomari,小嘴蝸,小嘴蜗,"Xiǎozuǐguā
Xiǎozuǐwō",Síujéuiwō,-
617,Accelgor,アギルダー,Agirudā,Agilder,Hydragil,Limaspeed,어지리더,Eojirideo,Ŏjiridŏ,Eojirideo,敏捷蟲,敏捷虫,Mǐnjiéchóng,Máhnjihtchùhng,-
618,Stunfisk,マッギョ,Maggyo,Maggyo,Flunschlik,Limonde,메더,Medeo,Medŏ,Medeo,泥巴魚,泥巴鱼,Níbāyú,Nàihbāyú,-
619,Mienfoo,コジョフー,Kojofū,Kojofu,Lin-Fu,Kungfouine,비조푸,Bijopu,Pijop'u,Bizofu,功夫鼬,功夫鼬,Gōngfuyòu,Gūngfùhyauh,-
620,Mienshao,コジョンド,Kojondo,Kojondo,Wie-Shu,Shaofouine,비조도,Bijodo,Pijodo,Bizodo,師父鼬,师父鼬,Shīfuyòu,Sīfúyauh,-
621,Druddigon,クリムガン,Kurimugan,Crimgan,Shardrago,Drakkarmin,크리만,Keuriman,K'ŭriman,Criman,赤面龍,赤面龙,Chìmiànlóng,Chekmihnlùhng,-
622,Golett,ゴビット,Gobitto,Gobit,Golbit,Gringolem,골비람,Golbiram,Kolbiram,Golbiram,泥偶小人,泥偶小人,Ní'ǒuxiǎorén,Nàihngáuhsíuyàhn,-
623,Golurk,ゴルーグ,Gorūgu,Goloog,Golgantes,Golemastoc,골루그,Gollugeu,Kollugŭ,Goloog,泥偶巨人,泥偶巨人,Ní'ǒujùrén,Nàingáuhgeuihyàhn,-
624,Pawniard,コマタナ,Komatana,Komatana,Gladiantri,Scalpion,자망칼,Jamangkal,Chamangk'al,Jamangkal,駒刀小兵,驹刀小兵,Jūdāoxiǎobīng,Kēuidōusíubīng,-
625,Bisharp,キリキザン,Kirikizan,Kirikizan,Caesurio,Scalproie,절각참,Jeolgakcham,Chŏlgakch'am,Jeolgakcham,劈斬司令,劈斩司令,Pīzhǎnsīlìng,Pekjáamsīlihng,-
626,Bouffalant,バッフロン,Baffuron,Buffron,Bisofank,Frison,버프론,Beopeuron,Pŏp'ŭron,Buffron,爆炸頭水牛,爆炸头水牛,Bàozhàtóushuǐniú,Baaujatàuhséuingàuh,"爆爆頭水牛 / 爆爆头水牛 Bàobàotóushuǐniú (TW/CN)
爆爆頭水牛 Baaubaautàuhséuingàuh (HK)"
627,Rufflet,ワシボン,Washibon,Washibon,Geronimatz,Furaiglon,수리둥보,Suridungbo,Suridungbo,Suridungbo,毛頭小鷹,毛头小鹰,Máotóuxiǎoyīng,Mòuhtàuhsíuyīng,-
628,Braviary,ウォーグル,Wōguru,Warrgle,Washakwil,Gueriaigle,워글,Wogeul,Wŏgŭl,Warrgle,勇士雄鷹,勇士雄鹰,Yǒngshìxióngyīng,Yúhngsihhùhngyīng,"勇士鷹 / 勇士鹰 Yǒngshìyīng (TW/CN)
勇士鷹 Yúhngsihyīng (HK)"
629,Vullaby,バルチャイ,Baruchai,Valchai,Skallyk,Vostourno,벌차이,Beolchai,Pŏlch'ai,Beolchai,禿鷹丫頭,秃鹰丫头,Tūyīngyātou,Tūkyīng'ātàuh,"禿鷹小子 / 秃鹰小子 Tūyīngxiǎozi (TW/CN)
禿鷹小子 Tūkyīngsíují (HK)"
630,Mandibuzz,バルジーナ,Barujīna,Vulgina,Grypheldis,Vaututrice,버랜지나,Beoraenjina,Pŏraenjina,Beorenjina,禿鷹娜,秃鹰娜,Tūyīngnà,Tūkyīngnàh,-
631,Heatmor,クイタラン,Kuitaran,Kuitaran,Furnifraß,Aflamanoir,앤티골,Aentigol,Aent'igol,Antigol,熔蟻獸,熔蚁兽,Róngyǐshòu,Yùhngngáihsau,"食蟻爐 / 食蚁炉 Shíyǐlú (TW/CN)
食蟻爐 Sihkngáihlòuh (HK)"
632,Durant,アイアント,Aianto,Aiant,Fermicula,Fermite,아이앤트,Aiaenteu,Aiaent'ŭ,Aiant,鐵蟻,铁蚁,Tiěyǐ,Titngáih,-
633,Deino,モノズ,Monozu,Monozu,Kapuno,Solochi,모노두,Monodu,Monodu,Monodoo,單首龍,单首龙,Dānshǒulóng,Dāansáulùhng,-
634,Zweilous,ジヘッド,Jiheddo,Dihead,Duodino,Diamat,디헤드,Dihedeu,Tihedŭ,Dihead,雙首暴龍,双首暴龙,Shuāng​shǒubàolóng,Sēungsáubouhlùhng,"雙頭龍 / 双头龙 Shuāng​tóulóng (TW/CN)
雙頭龍 Sēungtàuhlùhng (HK)"
635,Hydreigon,サザンドラ,Sazandora,Sazandora,Trikephalo,Trioxhydre,삼삼드래,Samsamdeurae,Samsamdŭrae,Samsamdrae,三首惡龍,三首恶龙,Sānshǒu'èlóng,Sāamsáu'oklùhng,"三頭龍 / 三头龙 Sāntóulóng (TW/CN)
三頭龍 Sāamtàuhlùhng (HK)"
636,Larvesta,メラルバ,Meraruba,Merlarva,Ignivor,Pyronille,활화르바,Hwalhwareuba,Hwalhwarŭba,Hwalhwaruba,燃燒蟲,燃烧虫,Rán​shāo​chóng​,Yìhnsīuchùhng,-
637,Volcarona,ウルガモス,Urugamosu,Ulgamoth,Ramoth,Pyrax,불카모스,Bulkamoseu,Pulk'amosŭ,Bulkamos,火神蛾,火神蛾,Huǒshén​'é​,Fósàhnngòh,"火神蟲 / 火神虫 Huǒshén​chóng (TW/CN)
火神蟲 Fósàhnchùhng (HK)"
638,Cobalion,コバルオン,Kobaruon,Cobalon,Kobalium,Cobaltium,코바르온,Kobareuon,K'obarŭon,Cobalon,勾帕路翁,勾帕路翁,Gōupàlùwēng,Ngāupaaklouh'yūng,-
639,Terrakion,テラキオン,Terakion,Terrakion,Terrakium,Terrakium,테라키온,Terakion,T'erak'ion,Terrakion,代拉基翁,代拉基翁,Dàilājīwēng,Doihlāaigēiyūng,-
640,Virizion,ビリジオン,Birijion,Virizion,Viridium,Viridium,비리디온,Biridion,Piridion,Virizion,畢力吉翁,毕力吉翁,Bìlìjíwēng,Bātlihkgāt'yūng,-
641,Tornadus,トルネロス,Torunerosu,Tornelos,Boreos,Boréas,토네로스,Toneroseu,T'onerosŭ,Tornelos,龍捲雲,龙卷云,Lóngjuǎnyún,Lùhnggyúnwàhn,-
642,Thundurus,ボルトロス,Borutorosu,Voltolos,Voltolos,Fulguris,볼트로스,Bolteuroseu,Polt'ŭrosŭ,Voltolos,雷電雲,雷电云,Léidiànyún,Lèuihdihnwàhn,-
643,Reshiram,レシラム,Reshiramu,Reshiram,Reshiram,Reshiram,레시라무,Resiramu,Resiramu,Reshiram,萊希拉姆,莱希拉姆,Láixīlāmǔ,Lòihhēilāaimóuh,"雷希拉姆 Léixīlāmǔ (TW/CN)
雷希拉姆 Lèuihhēilāaimóuh (HK)"
644,Zekrom,ゼクロム,Zekuromu,Zekrom,Zekrom,Zekrom,제크로무,Jekeuromu,Chek'ŭromu,Zekrom,捷克羅姆,捷克罗姆,Jiékèluómǔ,Jihthāklòhmóuh,-
645,Landorus,ランドロス,Randorosu,Landlos,Demeteros,Démétéros,랜드로스,Raendeuroseu,Raendŭrosŭ,Landlos,土地雲,土地云,Tǔdìyún,Tóudeihwàhn,-
646,Kyurem,キュレム,Kyuremu,Kyurem,Kyurem,Kyurem,큐레무,Kyuremu,K'yuremu,Kyurem,酋雷姆,酋雷姆,Qiúléimǔ,Yàuhlèuihmóuh,-
647,Keldeo,ケルディオ,Kerudio,Keldeo,Keldeo,Keldeo,케르디오,Kereudio,K'erŭdio,Keldeo,凱路迪歐,凯路迪欧,Kǎilùdí'ōu,Hóilouhdihk'āu,-
648,Meloetta,メロエッタ,Meroetta,Meloetta,Meloetta,Meloetta,메로엣타,Meroetta,Meroëtt'a,,美洛耶塔,美洛耶塔,Měiluòyétǎ,Méihlok'yèhtaap,-
649,Genesect,ゲノセクト,Genosekuto,Genesect,Genesect,Genesect,게노세크트,Genosekeuteu,Kenosek'ŭt'ŭ,,蓋諾賽克特,盖诺赛克特,Gàinuòsàikètè,Koinohkchoihākdahk,-
650,Chespin,ハリマロン,Harimaron,Harimaron,Igamaro,Marisson,도치마론,Dochimaron,Toch'imaron,Dochimaron,哈力栗,哈力栗,Hālìlì,Hālihkleuht,哈力馬龍 Hālihkmáhlùhng (HK)
651,Quilladin,ハリボーグ,Haribōgu,Hariborg,Igastarnish,Boguérisse,도치보구,Dochibogu,Toch'ibogu,,胖胖哈力,胖胖哈力,Pàngpànghālì,Buhnbuhnhālihk,肥仔哈力 Fèihjáihālihk (HK)
652,Chesnaught,ブリガロン,Burigaron,Brigarron,Brigaron,Blindépique,브리가론,Beurigaron,Pŭrigaron,Brigarron,布里卡隆,布里卡隆,Bùlǐkǎlóng,Bouléihkālùhng,-
653,Fennekin,フォッコ,Fokko,Fokko,Fynx,Feunnec,푸호꼬,Puhokko,P'uhokko,Puhoko,火狐狸,火狐狸,Huǒhúlí,Fówùhléi,-
654,Braixen,テールナー,Tērunā,Tairenar,Rutena,Roussil,테르나,Tereuna,T'erŭna,,長尾火狐,长尾火狐,Chángwěihuǒhú,Chèuhngméihfówùh,-
655,Delphox,マフォクシー,Mafokushī,Mahoxy,Fennexis,Goupelin,마폭시,Mapoksi,Map'oksi,,妖火紅狐,妖火红狐,Yāohuǒhónghú,Yíufóhùhngwùh,-
656,Froakie,ケロマツ,Keromatsu,Keromatsu,Froxy,Grenousse,개구마르,Gaegumareu,Kaegumarŭ,Gegumaru,呱呱泡蛙,呱呱泡蛙,Guāguāpàowā,Gwāgwāpóuhwā,-
657,Frogadier,ゲコガシラ,Gekogashira,Gekogashira,Amphizel,Croâporal,개굴반장,Gaegulbanjang,Kaegulbanjang,,呱頭蛙,呱头蛙,Gūtóuwā,Gwātàuhwā,
658,Greninja,ゲッコウガ,Gekkōga,Gekkouga,Quajutsu,Amphinobi,개굴닌자,Gaegullinja,Kaegullinja,,甲賀忍蛙,甲贺忍蛙,Jiǎhèrěnwā,Gaaphohyánwā,-
659,Bunnelby,ホルビー,Horubī,Horubee,Scoppel,Sapereau,파르빗,Pareubit,P'arŭbit,,掘掘兔,掘掘兔,Juéjuétù,Gwahtgwahttou,-
660,Diggersby,ホルード,Horūdo,Horudo,Grebbit,Excavarenne,파르토,Pareuto,P'arŭto,,掘地兔,掘地兔,Juédìtù,Gwahtdeihtou,"攉土兔 Huōtǔtù (TW)
攉地兔 Fokdeihtou (HK)"
661,Fletchling,ヤヤコマ,Yayakoma,Yayakoma,Dartiri,Passerouge,화살꼬빈,Hwasalkkobin,Hwasalkkobin,,小箭雀,小箭雀,Xiǎojiànquè,Síujinjéuk,-
662,Fletchinder,ヒノヤコマ,Hinoyakoma,Hinoyakoma,Dartignis,Braisillon,불화살빈,Bulhwasalbin,Purhwasalbin,,火箭雀,火箭雀,Huǒjiànquè,Fójinjéuk,-
663,Talonflame,ファイアロー,Faiarō,Fiarrow,Fiaro,Flambusard,파이어로,Paieoro,P'aiŏro,,烈箭鷹,烈箭鹰,Lièjiànyīng,Lihtjinyīng,烈箭鶲 Lièjiànwēng (TW)
664,Scatterbug,コフキムシ,Kofukimushi,Kofukimushi,Purmel,Lépidonille,분이벌레,Bunibeolle,Punibŏlle,,粉蝶蟲,粉蝶虫,Fěndiéchóng,Fándihpchùhng,"粉蛹 Fěnyǒng (TW)
粉蛹 Fányúng (HK)"
665,Spewpa,コフーライ,Kofūrai,Kofuurai,Puponcho,Pérégrain,분떠도리,Buntteodori,Punttŏdori,,粉蝶蛹,粉蝶蛹,Fěndiéyǒng,Fándihpyúng,-
666,Vivillon,ビビヨン,Bibiyon,Viviyon,Vivillon,Prismillon,비비용,Bibiyong,Pipiyong,,彩粉蝶,彩粉蝶,Cǎifěndié,Chóifándihp,"碧粉蝶 Bìfěndié (TW)
碧粉蝶 Bīkfándihp (HK)"
667,Litleo,シシコ,Shishiko,Shishiko,Leufeo,Hélionceau,레오꼬,Reokko,Reokko,,小獅獅,小狮狮,Xiǎoshīshī,Síusīsī,-
668,Pyroar,カエンジシ,Kaenjishi,Kaenjishi,Pyroleo,Némélios,화염레오,Hwayeomneo,Hwayŏmneo,,火炎獅,火炎狮,Huǒyánshī,Fóyìhmsī,-
669,Flabébé,フラベベ,Furabebe,Flabebe,Flabébé,Flabébé,플라베베,Peullabebe,P’ŭllabebe,,花蓓蓓,花蓓蓓,Huābèibèi,Fāpúihpúih,-
670,Floette,フラエッテ,Furaette,Floette,Floette,Floette,플라엣테,Peullaette,P'ŭllaëtt'e,,花葉蒂,花叶蒂,Huāyèdì,Fāyihpdai,-
671,Florges,フラージェス,Furājesu,Florges,Florges,Florges,플라제스,Peullajeseu,P'ŭllajesŭ,,花潔夫人,花洁夫人,Huājiéfūrén,Fāgitfùhyàhn,-
672,Skiddo,メェークル,Mēkuru,Meecle,Mähikel,Cabriolaine,메이클,Meikeul,Meik'ŭl,,坐騎小羊,坐骑小羊,Zuòqíxiǎoyáng,Johkèihsíuyèuhng,"咩咩羊 Miēmiēyáng (TW)
咩咩羊 Mēmēyèuhng (HK)"
673,Gogoat,ゴーゴート,Gōgōto,Gogoat,Chevrumm,Chevroum,고고트,Gogoteu,Kogot'ŭ,,坐騎山羊,坐骑山羊,Zuòqíshānyáng,Johkèihsāanyèuhng,指路羊 Jílouh'yèuhng (HK)
674,Pancham,ヤンチャム,Yanchamu,Yancham,Pam-Pam,Pandespiègle,판짱,Panjjang,P'antchang,,頑皮熊貓,顽皮熊猫,Wánpíxióngmāo,Wàahnpèihhùhngmāau,-
675,Pangoro,ゴロンダ,Goronda,Goronda,Pandagro,Pandarbare,부란다,Buranda,Puranda,,流氓熊貓,流氓熊猫,Liúmángxióngmāo,Làuhmàhnhùhngmāau,-
676,Furfrou,トリミアン,Torimian,Trimmien,Coiffwaff,Couafarel,트리미앙,Teurimiang,T'ŭrimiang,,多麗米亞,多丽米亚,"Duōlìmǐyǎ
Duōlìmǐyà",Dōlaihmáih'a,-
677,Espurr,ニャスパー,Nyasupā,Nyasper,Psiau,Psystigri,냐스퍼,Nyaseupeo,Nyasŭp'ŏ,,妙喵,妙喵,Miàomiāo,Miuhmīu,-
678,Meowstic,ニャオニクス,Nyaonikusu,Nyaonix,Psiaugon,Mistigrix,냐오닉스,Nyaonikseu,Nyaoniksŭ,,超能妙喵,超能妙喵,Chāonéngmiàomiāo,Chīunàhngmiuhmīu,-
679,Honedge,ヒトツキ,Hitotsuki,Hitotsuki,Gramokles,Monorpale,단칼빙,Dankalbing,Tank'albing,,獨劍鞘,独剑鞘,Dújiànqiào,Duhkgimchiu,-
680,Doublade,ニダンギル,Nidangiru,Nidangill,Duokles,Dimoclès,쌍검킬,Ssanggeomkil,Ssanggŏmk'il,,雙劍鞘,双剑鞘,Shuāngjiànqiào,Sēunggimchiu,-
681,Aegislash,ギルガルド,Girugarudo,Gillgard,Durengard,Exagide,킬가르도,Kilgareudo,K'ilgarŭdo,,堅盾劍怪,坚盾剑怪,Jiāndùnjiànguài,Gīntéuhngimgwaai,-
682,Spritzee,シュシュプ,Shushupu,Shushupu,Parfi,Fluvetin,슈쁘,Syuppeu,Syuppŭ,,粉香香,粉香香,Fěnxiāngxiāng,Fánhēunghēung,-
683,Aromatisse,フレフワン,Furefuwan,Frefuwan,Parfinesse,Cocotine,프레프티르,Peurepeutireu,P'ŭrep'ŭt'irŭ,,芳香精,芳香精,Fāngxiāngjīng,Fōnghēungjīng,-
684,Swirlix,ペロッパフ,Peroppafu,Peroppafu,Flauschling,Sucroquin,나룸퍼프,Narumpeopeu,Narump'ŏp’ŭ,,綿綿泡芙,绵绵泡芙,Miánmiánpàofú,Mìhnmìhnpaaufùh,-
685,Slurpuff,ペロリーム,Perorīmu,Peroream,Sabbaione,Cupcanaille,나루림,Narurim,Narurim,,胖甜妮,胖甜妮,"Pàngtiánní
Pàngtiánnī",Buhntìhmnèih,-
686,Inkay,マーイーカ,Māīka,Maaiika,Iscalar,Sepiatop,오케이징,Okeijing,Ok'eijing,Okijing,好啦魷,好啦鱿,Hǎolayóu,Hóulāyàuh,"豪喇花枝 Háolǎhuāzhī (TW)
毫喇魷 Hòuhlāyàuh (HK)"
687,Malamar,カラマネロ,Karamanero,Calamanero,Calamanero,Sepiatroce,칼라마네로,Kallamanero,K'allamanero,,烏賊王,乌贼王,Wūzéiwáng,Wūchaahkwòhng,-
688,Binacle,カメテテ,Kametete,Kametete,Bithora,Opermine,거북손손,Geobuksonson,Kŏbuksonson,,龜腳腳,龟脚脚,Guījiǎojiǎo,Gwāigeukgeuk,-
689,Barbaracle,ガメノデス,Gamenodesu,Gamenodes,Thanathora,Golgopathe,거북손데스,Geobuksondeseu,Kŏbuksondesŭ,,龜足巨鎧,龟足巨铠,Guīzújùkǎi,Gwāijūkgeuihhói,-
690,Skrelp,クズモー,Kuzumō,Kuzumo,Algitt,Venalgue,수레기,Suregi,Suregi,,垃垃藻,垃垃藻,"Lèlèzǎo
Lālāzǎo",Laahplaahpjóu,-
691,Dragalge,ドラミドロ,Doramidoro,Dramidoro,Tandrak,Kravarech,드래캄,Deuraekam,Tŭraek'am,,毒藻龍,毒藻龙,Dúzǎolóng,Duhkjóulùhng,"毒拉蜜妮 Dúlāmìní (TW)
毒拉蜜妮 Duhklāaimahtnèih (HK)"
692,Clauncher,ウデッポウ,Udeppō,Udeppou,Scampisto,Flingouste,완철포,Wancheolpo,Wanch'ŏlp'o,,鐵臂槍蝦,铁臂枪虾,Tiěbìqiāngxiā,Titbeichēunghàh,-
693,Clawitzer,ブロスター,Burosutā,Bloster,Wummer,Gamblast,블로스터,Beulloseuteo,Pŭllosŭt'ŏ,,鋼炮臂蝦,钢炮臂虾,Gāngpàobìxiā,Gōngpaaubeihàh,-
694,Helioptile,エリキテル,Erikiteru,Erikiteru,Eguana,Galvaran,목도리키텔,Mokdorikitel,Moktorik'it'el,,傘電蜥,伞电蜥,Sǎndiànxī,Saandihnsīk,發電蜥 Faatdihnsīk (HK)
695,Heliolisk,エレザード,Erezādo,Elezard,Elezard,Iguolta,일레도리자드,Illedorijadeu,Illedorijadŭ,,光電傘蜥,光电伞蜥,Guāngdiànsǎnxī,Gwōngdihnsaansīk,"電傘查特 Diànsǎnchátè (TW)
電傘查特 Dihnsaanchàhdahk (HK)"
696,Tyrunt,チゴラス,Chigorasu,Chigoras,Balgoras,Ptyranidur,티고라스,Tigoraseu,T'igorasŭ,,寶寶暴龍,宝宝暴龙,Bǎobǎobàolóng,Bóubóubouhlùhng,暴龍仔 Bouhlùhngjái (HK)
697,Tyrantrum,ガチゴラス,Gachigorasu,Gachigoras,Monargoras,Rexillius,견고라스,Gyeongoraseu,Kyŏn'gorasŭ,,怪顎龍,怪颚龙,Guài'èlóng,Gwaaingohklùhng,-
698,Amaura,アマルス,Amarusu,Amarus,Amarino,Amagara,아마루스,Amaruseu,Amarusŭ,,冰雪龍,冰雪龙,Bīngxuělóng,Bīngsyutlùhng,-
699,Aurorus,アマルルガ,Amaruruga,Amaruruga,Amagarga,Dragmara,아마루르가,Amarureuga,Amarurŭga,,冰雪巨龍,冰雪巨龙,Bīngxuějùlóng,Bīngsyutgeuihlùhng,-
700,Sylveon,ニンフィア,Ninfia,Nymphia,Feelinara,Nymphali,님피아,Nimpia,Nimp'ia,Nymphia,仙子伊布,仙子伊布,Xiānzǐyībù,Sīnjíyìhbou,"仙子精靈 / 仙子精灵 Xiānzǐjīnglíng (TW/CN)
仙子伊貝 Sīnjíyìhbui (HK) *
仙子精靈 Sīnjíjīnglīng (HK) *"
701,Hawlucha,ルチャブル,Ruchaburu,Luchabull,Resladero,Brutalibré,루차불,Ruchabul,Ruch'abul,,摔角鷹人,摔角鹰人,Shuāijiǎoyīngrén,Sēutgokyīngyàhn,"戰鬥飛鳥 Zhàndòufēiniǎo (TW)
戰鬥飛鳥 Jindaufēiníuh (HK)"
702,Dedenne,デデンネ,Dedenne,Dedenne,Dedenne,Dedenne,데덴네,Dedenne,Tedenne,,咚咚鼠,咚咚鼠,Dōngdōngshǔ,Dūngdūngsyú,-
703,Carbink,メレシー,Mereshī,Melecie,Rocara,Strassie,멜리시,Mellisi,Mellisi,,小碎鑽,小碎钻,Xiǎosuìzuàn,Síuseuijyūn,-
704,Goomy,ヌメラ,Numera,Numera,Viscora,Mucuscule,미끄메라,Mikkeumera,Mikkŭmera,,黏黏寶,黏黏宝,Niánniánbǎo,Nìhmnìhmbóu,-
705,Sliggoo,ヌメイル,Numeiru,Numeil,Viscargot,Colimucus,미끄네일,Mikkeuneil,Mikkŭneil,,黏美兒,黏美儿,Niánměi'er,Nìhmméihyìh,黏美伊兒 Niánměiyī'er (TW)
706,Goodra,ヌメルゴン,Numerugon,Numelgon,Viscogon,Muplodocus,미끄래곤,Mikkeuraegon,Mikkŭraegon,,黏美龍,黏美龙,Niánměilóng,Nìhmméihlùhng,黏美露龍 Niánměilùlóng (TW)
707,Klefki,クレッフィ,Kureffi,Cleffy,Clavion,Trousselin,클레피,Keullepi,K'ŭllep'i,,鑰圈兒,钥圈儿,Yàoquān'ér,Yeuhkhyūnyìh,鎖圈兒 Sóhyūnyìh (HK)
708,Phantump,ボクレー,Bokurē,Bokurei,Paragoni,Brocélôme,나목령,Namongnyeong,Namongnyŏng,,小木靈,小木灵,Xiǎomùlíng,Síumuhklìhng,-
709,Trevenant,オーロット,Ōrotto,Ohrot,Trombork,Desséliande,대로트,Daeroteu,Taerot'ŭ,,朽木妖,朽木妖,Xiǔmùyāo,Náumuhkyíu,-
710,Pumpkaboo,バケッチャ,Baketcha,Bakeccha,Irrbis,Pitrouille,호바귀,Hobagwi,Hobagwi,,南瓜精,南瓜精,Nánguājīng,Nàahmgwājīng,-
711,Gourgeist,パンプジン,Panpujin,Pumpjin,Pumpdjinn,Banshitrouye,펌킨인,Peomkinin,P'ŏmk'inin,,南瓜怪人,南瓜怪人,Nánguāguàirén,Nàahmgwāgwaaiyàhn,-
712,Bergmite,カチコール,Kachikōru,Kachikohru,Arktip,Grelaçon,꽁어름,Kkongeoreum,Kkongŏrŭm,,冰寶,冰宝,Bīngbǎo,Bīngbóu,-
713,Avalugg,クレベース,Kurebēsu,Crebase,Arktilas,Séracrawl,크레베이스,Keurebeisu,K'ŭrebeisŭ,,冰岩怪,冰岩怪,Bīngyánguài,Bīngngàahmgwaai,-
714,Noibat,オンバット,Onbatto,Onbat,eF-eM,Sonistrelle,음뱃,Eumbaet,Ŭmbaet,,嗡蝠,嗡蝠,Wēngfú,Yūngfūk,-
715,Noivern,オンバーン,Onbān,Onvern,UHaFnir,Bruyverne,음번,Eumbeon,Ŭmbŏn,,音波龍,音波龙,Yīnbōlóng,Yāmbōlùhng,音波飛龍 Yāmbōfēilùhng (HK)
716,Xerneas,ゼルネアス,Zeruneasu,Xerneas,Xerneas,Xerneas,제르네아스,Jereuneaseu,Cherŭneasŭ,Xerneas,哲爾尼亞斯,哲尔尼亚斯,"Zhé'ěrníyǎsī
Zhé'ěrníyàsī",Jityíhnèih'asī,-
717,Yveltal,イベルタル,Iberutaru,Yveltal,Yveltal,Yveltal,이벨타르,Ibeltareu,Ibelt'arŭ,Yveltal,伊裴爾塔爾,伊裴尔塔尔,Yīpéi'ěrtǎ'ěr,Yīpùihyíhtaapyíh,伊秘魯塔路 Yībeilóuhtaaplouh (HK)
718,Zygarde,ジガルデ,Jigarude,Zygarde,Zygarde,Zygarde,지가르데,Jigareude,Chigarŭde,Zygarde,基格爾德,基格尔德,Jīgé'ěrdé,Gēigaakyíhdāk,-
719,Diancie,ディアンシー,Dianshī,Diancie,Diancie,Diancie,디안시,Diansi,Tiansi,,蒂安希,蒂安希,Dì'ānxī,Dai'ōnhēi,-
720,Hoopa,フーパ,Fūpa,Hoopa,Hoopa,Hoopa,후파,Hupa,Hup'a,Hoopa,胡帕,胡帕,Húpà,Wùhpaak,-
721,Volcanion,ボルケニオン,Borukenion,Volcanion,Volcanion,Volcanion,볼케니온,Bolkenion,Polk'enion,,波爾凱尼恩,波尔凯尼恩,Bō'ěrkǎiní'ēn,Bōyíhhóinèihyān,-
722,Rowlet,モクロー,Mokurō,Mokuroh,Bauz,Brindibou,나몰빼미,Namolppaemi,Namolppaemi,Namolppaemi,木木梟,木木枭,Mùmùxiāo,Muhkmuhkhīu,-
723,Dartrix,フクスロー,Fukusurō,Fukuthrow,Arboretoss,Efflèche,빼미스로우,Ppaemiseurou,Ppaemisŭrou,,投羽梟,投羽枭,Tóuyǔxiāo,Tàuhyúhhīu,-
724,Decidueye,ジュナイパー,Junaipā,Junaiper,Silvarro,Archéduc,모크나이퍼,Mokeunaipeo,Mok'ŭnaip'ŏ,,狙射樹梟,狙射树枭,Jūshèshùxiāo,Jēuisehsyuhhīu,-
725,Litten,ニャビー,Nyabī,Nyabby,Flamiau,Flamiaou,냐오불,Nyaobul,Nyaobul,,火斑喵,火斑喵,Huǒbānmiāo,Fóbāanmēu,-
726,Torracat,ニャヒート,Nyahīto,Nyaheat,Miezunder,Matoufeu,냐오히트,Nyaohiteu,Nyaohit'ŭ,,炎熱喵,炎热喵,Yánrèmiāo,Yìhmyihtmēu,-
727,Incineroar,ガオガエン,Gaogaen,Gaogaen,Fuegro,Félinferno,어흥염,Eoheungyeom,Ŏhŭngyŏm,,熾焰咆哮虎,炽焰咆哮虎,Chìyànpáoxiāohǔ,Chiyihmpàauhhāaufú,-
728,Popplio,アシマリ,Ashimari,Ashimari,Robball,Otaquin,누리공,Nurigong,Nurigong,,球球海獅,球球海狮,Qiúqiúhǎishī,Kàuhkàuhhóisī,-
729,Brionne,オシャマリ,Oshamari,Osyamari,Marikeck,Otarlette,키요공,Kiyogong,K'iyogong,,花漾海獅,花漾海狮,Huāyànghǎishī,Fāyeuhnghóisī,-
730,Primarina,アシレーヌ,Ashirēnu,Ashirene,Primarene,Oratoria,누리레느,Nurireneu,Nurirenŭ,,西獅海壬,西狮海壬,Xīshīhǎirén,Sāisīhóiyàhm,-
731,Pikipek,ツツケラ,Tsutsukera,Tsutsukera,Peppeck,Picassaut,콕코구리,Kokkoguri,K'okk'oguri,,小篤兒,小笃儿,Xiǎodǔ'ér,Síudūk'yìh,-
732,Trumbeak,ケララッパ,Kerarappa,Kerarappa,Trompeck,Piclairon,크라파,Keurapa,K'ŭrap'a,,喇叭啄鳥,喇叭啄鸟,Lǎbāzhuóniǎo,Lābādeukníuh,-
733,Toucannon,ドデカバシ,Dodekabashi,Dodekabashi,Tukanon,Bazoucan,왕큰부리,Wangkeunburi,Wangk'ŭnburi,,銃嘴大鳥,铳嘴大鸟,Chòngzuǐdàniǎo,Chungjéuidaaihníuh,-
734,Yungoos,ヤングース,Yangūsu,Youngoose,Mangunior,Manglouton,영구스,Yeongguseu,Yŏnggusŭ,,貓鼬少,猫鼬少,Māoyòushào,Māauyauhsiu,-
735,Gumshoos,デカグース,Dekagūsu,Dekagoose,Manguspektor,Argouste,형사구스,Hyeongsaguseu,Hyŏngsagusŭ,,貓鼬探長,猫鼬探长,Māoyòutànzhǎng,Māauyauhtaamjéung,-
736,Grubbin,アゴジムシ,Agojimushi,Agojimushi,Mabula,Larvibule,턱지충이,Teokjichungi,T'ŏkchich'ungi,,強顎雞母蟲,强颚鸡母虫,Qiáng'èjīmǔchóng,Kèuhngngohkgāimóuhchùhng,-
737,Charjabug,デンヂムシ,Denjimushi,Dendimushi,Akkup,Chrysapile,전지충이,Jeonjichungi,Chŏnjich'ungi,,蟲電寶,虫电宝,Chóngdiànbǎo,Chùhngdihnbóu,-
