ID,ID_EXT,Name,Class,Base_HP,Base_Attack,Base_Defense,Base_Sp_Attack,Base_Sp_Defense,Base_Speed,Base_Total,Base_Average,GEN,GEN2
481,,Mesprit,,80,105,105,105,105,80,580,96.67,6,
59,,Arcanine,,90,110,80,100,80,95,555,92.5,6,
582,,Vanillite,,36,50,50,65,60,44,305,50.83,2,5
98,,Krabby,,30,105,90,25,25,50,300,60,1,
389,,Torterra,,95,109,105,75,85,56,525,87.5,6,
29,,Nidoran♀,,55,47,52,40,40,41,275,45.83,6,
553,,Krookodile,,95,117,80,65,70,92,519,86.5,7,
798,,Kartana,,59,181,131,59,31,109,570,95,7,
304,,Aron,,50,70,100,40,40,30,330,55,7,
54,,Psyduck,,50,52,48,50,50,55,255,51,1,
33,,Nidorino,,61,72,57,55,55,65,310,62,1,
264,,Linoone,,78,70,61,50,61,100,420,70,2,5
559,,Scraggy,,50,75,70,35,70,48,348,58,6,
173,,Cleffa,,50,25,28,45,55,15,218,36.33,6,
207,,Gligar,,65,75,105,35,65,85,430,71.67,6,
79,,Slowpoke,,90,65,65,40,40,15,275,55,1,
532,,Timburr,,75,80,55,25,35,35,305,50.83,6,
674,,Pancham,,67,82,62,46,48,43,348,58,7,
134,,Vaporeon,,130,65,60,110,110,65,430,86,1,
420,,Cherubi,,45,35,45,62,53,35,275,45.83,2,5
361,,Snorunt,,50,50,50,50,50,50,300,50,6,
707,,Klefki,,57,80,91,80,87,75,470,78.33,6,
292,,Shedinja,,1,90,45,30,30,40,236,39.33,7,
448,,Lucario,,70,110,70,115,70,90,525,87.5,7,
15,M,Beedrill ,Mega Beedrill,65,150,40,15,80,145,495,82.5,6,
518,,Musharna,,116,55,85,107,95,29,487,81.17,6,
531,,Audino,,103,60,86,60,86,50,445,74.17,6,
141,,Kabutops,,60,115,105,65,70,80,495,82.5,2,5
162,,Furret,,85,76,64,45,55,90,415,69.17,6,
243,,Raikou,,90,85,75,115,100,115,580,96.67,6,
26,,Raichu,,60,90,55,90,80,110,485,80.83,7,
452,,Drapion,,70,90,110,60,75,95,500,83.33,6,
763,,Tsareena,,72,120,98,50,98,72,510,85,7,
153,,Bayleef,,60,62,80,63,80,60,405,67.5,7,
130,,Gyarados,,95,125,79,100,100,81,480,96,1,
69,,Bellsprout,,50,75,35,70,30,40,300,50,6,
438,,Bonsly,,50,80,95,10,45,10,290,48.33,7,
363,,Spheal,,70,40,50,55,50,25,290,48.33,7,
481,,Mesprit,,80,105,105,105,105,80,580,96.67,7,
20,,Raticate,,55,81,60,50,70,97,413,68.83,2,5
358,,Chimecho,,75,50,80,95,90,65,455,75.83,7,
217,,Ursaring,,90,130,75,75,75,55,500,83.33,7,
37,,Vulpix,,38,41,40,50,65,65,299,49.83,6,
799,,Guzzlord,,223,101,53,97,53,43,570,95,7,
448,,Lucario,,70,110,70,115,70,90,525,87.5,2,5
327,,Spinda,,60,60,60,60,60,60,360,60,6,
107,,Hitmonchan,,50,105,79,35,110,76,455,75.83,2,5
304,,Aron,,50,70,100,40,40,30,330,55,6,
364,,Sealeo,,90,60,70,75,70,45,410,68.33,2,5
46,,Paras,,35,70,55,45,55,25,285,47.5,2,5
428,M,Lopunny ,Mega Lopunny,65,136,94,54,96,135,580,96.67,7,
84,,Doduo,,35,85,45,35,35,75,275,55,1,
207,,Gligar,,65,75,105,35,65,85,430,71.67,7,
443,,Gible,,58,70,45,40,45,42,300,50,2,5
532,,Timburr,,75,80,55,25,35,35,305,50.83,7,
691,,Dragalge,,65,75,90,97,123,44,494,82.33,7,
6,MX,Charizard ,Mega Charizard X,78,130,111,130,85,100,634,105.67,7,
452,,Drapion,,70,90,110,60,75,95,500,83.33,2,5
448,,Lucario,,70,110,70,115,70,90,525,87.5,6,
420,,Cherubi,,45,35,45,62,53,35,275,45.83,7,
671,,Florges,,78,65,68,112,154,75,552,92,7,
162,,Furret,,85,76,64,45,55,90,415,69.17,7,
234,,Stantler,,73,95,62,85,65,85,465,77.5,2,5
531,,Audino,,103,60,86,60,86,50,445,74.17,7,
255,,Torchic,,45,60,40,70,50,45,310,51.67,2,5
38,,Ninetales,,73,76,75,100,100,100,424,84.8,1,
243,,Raikou,,90,85,75,115,100,115,580,96.67,7,
89,,Muk,,105,105,75,65,100,50,500,83.33,6,
487,,Giratina ,Altered Forme,150,100,120,100,120,90,680,113.33,6,
153,,Bayleef,,60,62,80,63,80,60,405,67.5,6,
455,,Carnivine,,74,100,72,90,72,46,454,75.67,2,5
349,,Feebas,,20,15,20,10,55,80,200,33.33,7,
377,,Regirock,,80,100,200,50,100,50,580,96.67,7,
121,,Starmie,,60,75,85,100,85,115,520,86.67,2,5
254,,Sceptile,,70,85,65,105,85,120,530,88.33,6,
363,,Spheal,,70,40,50,55,50,25,290,48.33,6,
255,,Torchic,,45,60,40,70,50,45,310,51.67,6,
198,,Murkrow,,60,85,42,85,42,91,405,67.5,6,
269,,Dustox,,60,50,70,50,90,65,385,64.17,2,5
135,,Jolteon,,65,65,60,110,95,130,525,87.5,6,
724,,Decidueye,,78,107,75,100,100,70,530,88.33,7,
219,,Magcargo,,60,50,120,90,80,30,430,71.67,7,
793,,Nihilego,,109,53,47,127,131,103,570,95,7,
642,,Thundurus ,Incarnate Forme,79,115,70,125,80,111,580,96.67,2,5
545,,Scolipede,,60,100,89,55,69,112,485,80.83,7,
428,M,Lopunny ,Mega Lopunny,65,136,94,54,96,135,580,96.67,6,
171,,Lanturn,,125,58,58,76,76,67,460,76.67,2,5
615,,Cryogonal,,80,50,50,95,135,105,515,85.83,7,
285,,Shroomish,,60,40,60,40,60,35,295,49.17,7,
479,,Rotom ,Fan Rotom,50,65,107,105,107,86,520,86.67,2,5
501,,Oshawott,,55,55,45,63,45,45,308,51.33,2,5
342,,Crawdaunt,,63,120,85,90,55,55,468,78,2,5
619,,Mienfoo,,45,85,50,55,50,65,350,58.33,2,5
420,,Cherubi,,45,35,45,62,53,35,275,45.83,6,
300,,Skitty,,50,45,45,35,35,50,260,43.33,7,
485,,Heatran,,91,90,106,130,106,77,600,100,7,
639,,Terrakion,,91,129,90,72,90,108,580,96.67,6,
382,P,Kyogre ,Primal Kyogre,100,150,90,180,160,90,770,128.33,6,
377,,Regirock,,80,100,200,50,100,50,580,96.67,6,
354,M,Banette ,Mega Banette,64,165,75,93,83,75,555,92.5,7,
254,,Sceptile,,70,85,65,105,85,120,530,88.33,7,
255,,Torchic,,45,60,40,70,50,45,310,51.67,7,
736,,Grubbin,,47,62,45,55,45,46,300,50,7,
37,,Vulpix,,38,41,40,65,65,65,249,49.8,1,
135,,Jolteon,,65,65,60,110,95,130,525,87.5,7,
148,,Dragonair,,61,84,65,70,70,70,420,70,6,
561,,Sigilyph,,72,58,80,103,80,97,490,81.67,6,
562,,Yamask,,38,30,85,55,65,30,303,50.5,7,
327,,Spinda,,60,60,60,60,60,60,360,60,2,5
647,,Keldeo,,91,72,90,129,90,108,580,96.67,7,
27,A,Sandshrew ,Alolan Sandshrew,50,75,90,10,35,40,300,50,7,
16,,Pidgey,,40,45,40,35,35,56,251,41.83,2,5
403,,Shinx,,45,65,34,40,34,45,263,43.83,2,5
260,M,Swampert ,Mega Swampert,100,150,110,95,110,70,635,105.83,6,
398,,Staraptor,,85,120,70,50,60,100,485,80.83,7,
465,,Tangrowth,,100,100,125,110,50,50,535,89.17,2,5
285,,Shroomish,,60,40,60,40,60,35,295,49.17,6,
457,,Lumineon,,69,69,76,69,86,91,460,76.67,2,5
70,,Weepinbell,,65,90,50,85,45,55,390,65,2,5
519,,Pidove,,50,55,50,36,30,43,264,44,6,
83,,Farfetch'd,,52,90,55,58,62,60,377,62.83,7,
774,R,Minior ,Core Form,60,100,60,100,60,120,500,83.33,7,
114,,Tangela,,65,55,115,100,100,60,395,79,1,
501,,Oshawott,,55,55,45,63,45,45,308,51.33,6,
100,,Voltorb,,40,30,50,55,55,100,330,55,6,
64,,Kadabra,,40,35,30,120,120,105,330,66,1,
488,,Cresselia,,120,70,120,75,130,85,600,100,2,5
296,,Makuhita,,72,60,30,20,30,25,237,39.5,2,5
484,,Palkia,,90,120,100,150,120,100,680,113.33,6,
639,,Terrakion,,91,129,90,72,90,108,580,96.67,7,
110,,Weezing,,65,90,120,85,70,60,490,81.67,7,
646,,Kyurem ,Normal Kyurem,125,130,90,130,90,95,660,110,7,
195,,Quagsire,,95,85,85,65,65,35,430,71.67,2,5
600,,Klang,,60,80,95,70,85,50,440,73.33,2,5
27,,Sandshrew,,50,75,85,20,30,40,300,50,7,
154,,Meganium,,80,82,100,83,100,80,525,87.5,2,5
80,M,Slowbro ,Mega Slowbro,95,75,180,130,80,30,590,98.33,7,
254,M,Sceptile ,Mega Sceptile,70,110,75,145,85,145,630,105,7,
91,,Cloyster,,50,95,180,85,45,70,525,87.5,6,
278,,Wingull,,40,30,30,55,30,85,270,45,7,
291,,Ninjask,,61,90,45,50,50,160,456,76,7,
767,,Wimpod,,25,35,40,20,30,80,230,38.33,7,
91,,Cloyster,,50,95,180,85,85,70,480,96,1,
327,,Spinda,,60,60,60,60,60,60,360,60,7,
561,,Sigilyph,,72,58,80,103,80,97,490,81.67,7,
353,,Shuppet,,44,75,35,63,33,45,295,49.17,6,
755,,Morelull,,40,35,55,65,75,15,285,47.5,7,
717,,Yveltal,,126,131,95,131,98,99,680,113.33,6,
260,M,Swampert ,Mega Swampert,100,150,110,95,110,70,635,105.83,7,
99,,Kingler,,55,130,115,50,50,75,425,85,1,
519,,Pidove,,50,55,50,36,30,43,264,44,7,
25,Pa,Pikachu ,Partner Pikachu,45,80,50,75,60,120,430,71.67,7,
333,,Swablu,,45,40,60,40,75,50,310,51.67,6,
153,,Bayleef,,60,62,80,63,80,60,405,67.5,2,5
27,,Sandshrew,,50,75,85,20,30,40,300,50,2,5
80,,Slowbro,,95,75,110,100,80,30,490,81.67,6,
667,,Litleo,,62,50,58,73,54,72,369,61.5,6,
809,,Melmetal,,135,143,143,80,65,34,600,100,7,
6,MX,Charizard ,Mega Charizard X,78,130,111,130,85,100,634,105.67,6,
229,M,Houndoom ,Mega Houndoom,75,90,90,140,90,115,600,100,6,
631,,Heatmor,,85,97,66,105,66,65,484,80.67,2,5
110,,Weezing,,65,90,120,85,70,60,490,81.67,6,
632,,Durant,,58,109,112,48,48,109,484,80.67,6,
27,,Sandshrew,,50,75,85,20,30,40,300,50,6,
527,,Woobat,,65,45,43,55,43,72,323,53.83,7,
708,,Phantump,,43,70,48,50,60,38,309,51.5,7,
549,,Lilligant,,70,60,75,110,75,90,480,80,6,
566,,Archen,,55,112,45,74,45,70,401,66.83,2,5
356,,Dusclops,,40,70,130,60,130,25,455,75.83,2,5
213,,Shuckle,,20,10,230,10,230,5,505,84.17,7,
278,,Wingull,,40,30,30,55,30,85,270,45,6,
587,,Emolga,,55,75,60,75,60,103,428,71.33,7,
622,,Golett,,59,74,50,35,50,35,303,50.5,2,5
91,,Cloyster,,50,95,180,85,45,70,525,87.5,7,
391,,Monferno,,64,78,52,78,52,81,405,67.5,2,5
389,,Torterra,,95,109,105,75,85,56,525,87.5,7,
254,M,Sceptile ,Mega Sceptile,70,110,75,145,85,145,630,105,6,
469,,Yanmega,,86,76,86,116,56,95,515,85.83,2,5
282,M,Gardevoir ,Mega Gardevoir,68,85,65,165,135,100,618,103,7,
97,,Hypno,,85,73,70,73,115,67,483,80.5,2,5
240,,Magby,,45,75,37,70,55,83,365,60.83,7,
717,,Yveltal,,126,131,95,131,98,99,680,113.33,7,
786,,Tapu Lele,,70,85,75,130,115,95,570,95,7,
515,,Panpour,,50,53,48,53,48,64,316,52.67,2,5
219,,Magcargo,,50,50,120,80,80,30,410,68.33,6,
294,,Loudred,,84,71,43,71,43,48,360,60,7,
333,,Swablu,,45,40,60,40,75,50,310,51.67,7,
503,,Samurott,,95,100,85,108,70,70,528,88,7,
109,,Koffing,,40,65,95,60,45,35,340,56.67,2,5
427,,Buneary,,55,66,44,44,56,85,350,58.33,2,5
648,,Meloetta ,Pirouette Forme,100,128,90,77,77,128,600,100,2,5
292,,Shedinja,,1,90,45,30,30,40,236,39.33,6,
463,,Lickilicky,,110,85,95,80,95,50,515,85.83,7,
318,,Carvanha,,45,90,20,65,20,65,305,50.83,2,5
485,,Heatran,,91,90,106,130,106,77,600,100,6,
549,,Lilligant,,70,60,75,110,75,90,480,80,2,5
710,,Pumpkaboo ,Average Size,49,66,70,44,55,51,335,55.83,6,
278,,Wingull,,40,30,30,55,30,85,270,45,2,5
94,,Gengar,,60,65,60,130,75,110,500,83.33,7,
451,,Skorupi,,40,50,90,30,55,65,330,55,2,5
367,,Huntail,,55,104,105,94,75,52,485,80.83,7,
89,,Muk,,105,105,75,65,65,50,400,80,1,
531,M,Audino ,Mega Audino,103,60,126,80,126,50,545,90.83,6,
69,,Bellsprout,,50,75,35,70,30,40,300,50,7,
325,,Spoink,,60,25,35,70,80,60,330,55,6,
217,,Ursaring,,90,130,75,75,75,55,500,83.33,6,
462,,Magnezone,,70,70,115,130,90,60,535,89.17,6,
497,,Serperior,,75,75,95,75,95,113,528,88,6,
213,,Shuckle,,20,10,230,10,230,5,505,84.17,6,
417,,Pachirisu,,60,45,70,45,90,95,405,67.5,7,
431,,Glameow,,49,55,42,42,37,85,310,51.67,7,
471,,Glaceon,,65,60,110,130,95,65,525,87.5,2,5
462,,Magnezone,,70,70,115,130,90,60,535,89.17,2,5
136,,Flareon,,65,130,60,95,110,65,525,87.5,2,5
749,,Mudbray,,70,100,70,45,55,45,385,64.17,7,
164,,Noctowl,,100,50,50,76,96,70,442,73.67,2,5
506,,Lillipup,,45,60,45,25,45,55,275,45.83,7,
240,,Magby,,45,75,37,70,55,83,365,60.83,6,
458,,Mantyke,,45,20,50,60,120,50,345,57.5,7,
318,,Carvanha,,45,90,20,65,20,65,305,50.83,6,
313,,Volbeat,,65,73,75,47,85,85,430,71.67,7,
110,,Weezing,,65,90,120,85,85,60,420,84,1,
398,,Staraptor,,85,120,70,50,60,100,485,80.83,6,
574,,Gothita,,45,30,50,55,65,45,290,48.33,2,5
501,,Oshawott,,55,55,45,63,45,45,308,51.33,7,
206,,Dunsparce,,100,70,70,65,65,45,415,69.17,2,5
180,,Flaaffy,,70,55,55,80,60,45,365,60.83,6,
671,,Florges,,78,65,68,112,154,75,552,92,6,
123,,Scyther,,70,110,80,55,55,105,420,84,1,
426,,Drifblim,,150,80,44,90,54,80,498,83,2,5
691,,Dragalge,,65,75,90,97,123,44,494,82.33,6,
156,,Quilava,,58,64,58,80,65,80,405,67.5,7,
710,,Pumpkaboo ,Average Size,49,66,70,44,55,51,335,55.83,7,
563,,Cofagrigus,,58,50,145,95,105,30,483,80.5,7,
22,,Fearow,,65,90,65,61,61,100,442,73.67,6,
458,,Mantyke,,45,20,50,60,120,50,345,57.5,6,
97,,Hypno,,85,73,70,73,115,67,483,80.5,7,
641,,Tornadus ,Incarnate Forme,79,115,70,125,80,111,580,96.67,7,
308,M,Medicham ,Mega Medicham,60,100,85,80,85,100,510,85,7,
462,,Magnezone,,70,70,115,130,90,60,535,89.17,7,
497,,Serperior,,75,75,95,75,95,113,528,88,7,
244,,Entei,,115,115,85,90,75,100,580,96.67,2,5
362,M,Glalie ,Mega Glalie,80,120,80,120,80,100,580,96.67,7,
339,,Barboach,,50,48,43,46,41,60,288,48,6,
232,,Donphan,,90,120,120,60,60,50,500,83.33,7,
116,,Horsea,,30,40,70,70,25,60,295,49.17,6,
506,,Lillipup,,45,60,45,25,45,55,275,45.83,6,
235,,Smeargle,,55,20,35,20,45,75,250,41.67,2,5
279,,Pelipper,,60,50,100,95,70,65,440,73.33,7,
57,,Primeape,,65,105,60,60,70,95,455,75.83,6,
441,,Chatot,,76,65,45,92,42,91,411,68.5,6,
318,,Carvanha,,45,90,20,65,20,65,305,50.83,7,
300,,Skitty,,50,45,45,35,35,50,260,43.33,2,5
583,,Vanillish,,51,65,65,80,75,59,395,65.83,6,
650,,Chespin,,56,61,65,48,45,38,313,52.17,7,
85,,Dodrio,,60,110,70,60,60,100,460,76.67,2,5
364,,Sealeo,,90,60,70,75,70,45,410,68.33,7,
510,,Liepard,,64,88,50,88,50,106,446,74.33,7,
486,,Regigigas,,110,160,110,80,110,100,670,111.67,2,5
93,,Haunter,,45,50,45,115,115,95,350,70,1,
667,,Litleo,,62,50,58,73,54,72,369,61.5,7,
727,,Incineroar,,95,115,90,80,90,60,530,88.33,7,
459,,Snover,,60,62,50,62,60,40,334,55.67,2,5
645,,Landorus ,Therian Forme,89,145,90,105,80,91,600,100,2,5
248,M,Tyranitar ,Mega Tyranitar,100,164,150,95,120,71,700,116.67,7,
555,,Darmanitan ,Standard Mode,105,140,55,30,55,95,480,80,7,
382,P,Kyogre ,Primal Kyogre,100,150,90,180,160,90,770,128.33,7,
563,,Cofagrigus,,58,50,145,95,105,30,483,80.5,6,
533,,Gurdurr,,85,105,85,40,50,40,405,67.5,7,
22,,Fearow,,65,90,65,61,61,100,442,73.67,7,
418,,Buizel,,55,65,35,60,30,85,330,55,2,5
761,,Bounsweet,,42,30,38,30,38,32,210,35,7,
708,,Phantump,,43,70,48,50,60,38,309,51.5,6,
127,,Pinsir,,65,125,100,55,70,85,500,83.33,2,5
308,M,Medicham ,Mega Medicham,60,100,85,80,85,100,510,85,6,
362,M,Glalie ,Mega Glalie,80,120,80,120,80,100,580,96.67,6,
116,,Horsea,,30,40,70,70,25,60,295,49.17,7,
80,M,Slowbro ,Mega Slowbro,95,75,180,130,80,30,590,98.33,6,
50,A,Diglett ,Alolan Diglett,10,55,30,35,45,90,265,44.17,7,
225,,Delibird,,45,55,45,65,45,75,330,55,6,
306,M,Aggron ,Mega Aggron,70,140,230,60,80,50,630,105,6,
4,,Charmander,,39,52,43,50,50,65,249,49.8,1,
103,A,Exeggutor ,Alolan Exeggutor,95,105,85,125,75,45,530,88.33,7,
387,,Turtwig,,55,68,64,45,55,31,318,53,2,5
275,,Shiftry,,90,100,60,90,60,80,480,80,6,
419,,Floatzel,,85,105,55,85,50,115,495,82.5,7,
406,,Budew,,40,30,35,50,70,55,280,46.67,2,5
109,,Koffing,,40,65,95,60,60,35,295,59,1,
126,,Magmar,,65,95,57,85,85,93,395,79,1,
613,,Cubchoo,,55,70,40,60,40,40,305,50.83,7,
121,,Starmie,,60,75,85,100,85,115,520,86.67,7,
345,,Lileep,,66,41,77,61,87,23,355,59.17,6,
429,,Mismagius,,60,60,60,105,105,105,495,82.5,2,5
510,,Liepard,,64,88,50,88,50,106,446,74.33,6,
364,,Sealeo,,90,60,70,75,70,45,410,68.33,6,
439,,Mime Jr.,,20,25,45,70,90,60,310,51.67,2,5
208,,Steelix,,75,85,200,55,65,30,510,85,7,
386,D,Deoxys ,Defense Forme,50,70,160,70,160,90,600,100,7,
710,,Pumpkaboo ,Small Size,44,66,70,44,55,56,335,55.83,6,
282,M,Gardevoir ,Mega Gardevoir,68,85,65,165,135,100,618,103,6,
682,,Spritzee,,78,52,60,63,65,23,341,56.83,7,
627,,Rufflet,,70,83,50,37,50,60,350,58.33,7,
621,,Druddigon,,77,120,90,60,90,48,485,80.83,2,5
555,,Darmanitan ,Standard Mode,105,140,55,30,55,95,480,80,6,
159,,Croconaw,,65,80,80,59,63,58,405,67.5,6,
367,,Huntail,,55,104,105,94,75,52,485,80.83,6,
498,,Tepig,,65,63,45,45,45,45,308,51.33,7,
325,,Spoink,,60,25,35,70,80,60,330,55,7,
583,,Vanillish,,51,65,65,80,75,59,395,65.83,2,5
9,,Blastoise,,79,83,100,85,105,78,530,88.33,7,
