Ldex,ID,ID_Ext,Name,Type,Type2,Female,Male,ID,Name,Unbreedable,ID,Name,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,ID_Ext,Name,WeightLbs,WeightKg,ID,Name,Experience type,Body,ID,ID_Ext,Name,Type1,Type2,Color,Name,ID,ID,ID_Ext,Name,Ability 1,Ability 2,Hidden,EvolutionLevel,ID,Name,ID,Name,Base friendship,ID,Name,Call_Rate_SM,Call_Rate_USUM,Habitat,Page,Ndex,Name,Type,Type2,Group,ID,Name,Type,Type2
#176,#170,170,Chinchou,Water,Electric,1,1,53,Persian,,157,Typhlosion,Field,—,20,5120,5376,5355,5140,5120,116,Horsea,17.6 lbs.,8.0 kg,207,Gligar,Medium Slow, Pokémon with a quadruped body,#300,300,Skitty,Normal,,Blue,Glaceon,471,130,130M,Mega Gyarados,Mold Breaker,,,35,#580,Ducklett,189,Jumpluff,70,458,Mantyke,—,15, Water's-edge Pokémon,Page 13,#008,Wartortle,Water,,Group D,#018,Pidgeot,Normal,Flying
#177,#171,171,Lanturn,Water,Electric,1,1,54,Psyduck,,158,Totodile,Monster,Water 1,20,5120,5376,5355,5140,5120,578,Duosion,17.6 lbs.,8.0 kg,208,Steelix,Medium Fast, Pokémon with a quadruped body,#301,301,Delcatty,Normal,,Blue,Azelf,482,131,131,Lapras,Water Absorb,Shell Armor,Hydration,35,#582,Vanillite,190,Aipom,70,506,Lillipup,9,9, Water's-edge Pokémon,Page 13,#009,Blastoise,Water,,Group D,#021,Spearow,Normal,Flying
#021,#172,172,Pichu,Electric,,1,1,55,Golduck,,159,Croconaw,Monster,Water 1,20,5120,5376,5355,5140,5120,674,Pancham,17.6 lbs.,8.0 kg,209,Snubbull,Fast, Pokémon with a quadruped body,#304,304,Aron,Steel,Rock,Blue,Phione,489,132,132,Ditto,Limber,,Imposter,35,#662,Fletchinder,191,Sunkern,70,507,Herdier,6,6, Water's-edge Pokémon,Page 14,#158,Totodile,Water,,Group D,#022,Fearow,Normal,Flying
#040,#173,173,Cleffa,Fairy,,1,1,56,Mankey,,160,Feraligatr,Monster,Water 1,20,5120,5376,5355,5140,5120,714,Noibat,17.6 lbs.,8.0 kg,210,Granbull,Fast, Pokémon with a quadruped body,#305,305,Lairon,Steel,Rock,Blue,Manaphy,490,133,133,Eevee,Run Away,Adaptability*,Anticipation,35,#667,Litleo,192,Sunflora,70,524,Roggenrola,9,9, Water's-edge Pokémon,Page 14,#159,Croconaw,Water,,Group D,#025,Pikachu,Electric,
#044,#174,174,Igglybuff,Normal,Fairy,1,1,57,Primeape,,161,Sentret,Field,—,15,3840,4096,4080,3855,3840,747,Mareanie,17.6 lbs.,8.0 kg,211,Qwilfish,Medium Fast, Pokémon with a quadruped body,#309,309,Electrike,Electric,,Blue,Oshawott,501,134,134,Vaporeon,Water Absorb,,Hydration,35,#679,Honedge,193,Yanma,70,525,Boldore,6,6, Water's-edge Pokémon,Page 14,#160,Feraligatr,Water,,Group D,#026,Raichu,Electric,
#046,#175,175,Togepi,Fairy,,1,1,60,Poliwag,,162,Furret,Field,—,15,3840,4096,4080,3855,3840,808,Meltan,17.6 lbs.,8.0 kg,212,Scizor,Medium Fast, Pokémon with a quadruped body,#310,310,Manectric,Electric,,Blue,Dewott,502,135,135,Jolteon,Volt Absorb,,Quick Feet,35,#782,Jangmo-o,194,Wooper,70,546,Cottonee,9,9, Water's-edge Pokémon,Page 15,#258,Mudkip,Water,,Group D,#027,Sandshrew,Ground,
#047,#176,176,Togetic,Fairy,Flying,1,1,61,Poliwhirl,,163,Hoothoot,Flying,—,15,3840,4096,4080,3855,3840,495,Snivy,17.9 lbs.,8.1 kg,213,Shuckle,Medium Slow, Pokémon with a quadruped body,#322,322,Numel,Fire,Ground,Blue,Samurott,503,136,136,Flareon,Flash Fire,,Guts,36,#005,Charmeleon,195,Quagsire,70,548,Petilil,9,9, Water's-edge Pokémon,Page 15,#259,Marshtomp,Water,Ground,Group D,#028,Sandslash,Ground,
#161,#177,177,Natu,Psychic,Flying,1,1,62,Poliwrath,,164,Noctowl,Flying,—,15,3840,4096,4080,3855,3840,762,Steenee,18.1 lbs.,8.2 kg,214,Heracross,Slow, Pokémon with a quadruped body,#323,323,Camerupt,Fire,Ground,Blue,Panpour,515,196,196,Espeon,Synchronize,,Magic Bounce,36,#008,Wartortle,196,Espeon,70,550,Basculin,—,9, Water's-edge Pokémon,Page 15,#260,Swampert,Water,Ground,Group D,#041,Zubat,Poison,Flying
#162,#178,178,Xatu,Psychic,Flying,1,1,69,Bellsprout,,165,Ledyba,Bug,—,15,3840,4096,4080,3855,3840,692,Clauncher,18.3 lbs.,8.3 kg,215,Sneasel,Medium Slow, Pokémon with a quadruped body,#324,324,Torkoal,Fire,,Blue,Simipour,516,197,197,Umbreon,Synchronize,,Inner Focus,36,#017,Pidgeotto,197,Umbreon,35,550,Basculin,—,0, Water's-edge Pokémon,Page 16,#380,Latias,Dragon,Psychic,Group D,#042,Golbat,Poison,Flying
#053,#179,179,Mareep,Electric,,1,1,70,Weepinbell,,166,Ledian,Bug,—,15,3840,4096,4080,3855,3840,665,Spewpa,18.5 lbs.,8.4 kg,216,Teddiursa,Medium Fast, Pokémon with a quadruped body,#357,357,Tropius,Grass,Flying,Blue,Roggenrola,524,470,470,Leafeon,Leaf Guard,,Chlorophyll,36,#156,Quilava,198,Murkrow,35,551,Sandile,9,9, Water's-edge Pokémon,Page 16,#381,Latios,Dragon,Psychic,Group D,#066,Machop,Fighting,
#054,#180,180,Flaaffy,Electric,,1,1,71,Victreebel,,167,Spinarak,Bug,—,15,3840,4096,4080,3855,3840,4,Charmander,18.7 lbs.,8.5 kg,217,Ursaring,Medium Fast, Pokémon with a quadruped body,#359,359,Absol,Dark,,Blue,Boldore,525,471,471,Glaceon,Snow Cloak,,Ice Body,36,#253,Grovyle,199,Slowking,70,552,Krokorok,6,6, Sea Pokémon,Page 1,#072,Tentacool,Water,Poison,Group D,#067,Machoke,Fighting,
#055,#181,181,Ampharos,Electric,,1,1,72,Tentacool,,168,Ariados,Bug,—,15,3840,4096,4080,3855,3840,167,Spinarak,18.7 lbs.,8.5 kg,218,Slugma,Medium Fast, Pokémon with a quadruped body,#365,365,Walrein,Ice,Water,Blue,Gigalith,526,700,700,Sylveon,Cute Charm,,Pixilate,36,#256,Combusken,200,Misdreavus,35,559,Scraggy,—,9, Sea Pokémon,Page 1,#073,Tentacruel,Water,Poison,Group D,#068,Machamp,Fighting,
#086,#182,182,Bellossom,Grass,,1,1,73,Tentacruel,,170,Chinchou,Water 2,—,20,5120,5376,5355,5140,5120,183,Marill,18.7 lbs.,8.5 kg,219,Magcargo,Medium Fast, Pokémon with a quadruped body,#372,372,Shelgon,Dragon,,Blue,Woobat,527,137,137,Porygon,Trace,Download*,Analytic,36,#259,Marshtomp,201,Unown,70,560,Scrafty,—,6, Sea Pokémon,Page 2,#278,Wingull,Water,Flying,Group D,#077,Ponyta,Fire,
#132,#183,183,Marill,Water,Fairy,1,1,74,Geodude,,171,Lanturn,Water 2,—,20,5120,5376,5355,5140,5120,192,Sunflora,18.7 lbs.,8.5 kg,220,Swinub,Slow, Pokémon with a quadruped body,#373,373,Salamence,Dragon,Flying,Blue,Swoobat,528,233,233,Porygon2,Trace,Download*,Analytic,36,#288,Vigoroth,202,Wobbuffet,70,568,Trubbish,9,9, Sea Pokémon,Page 2,#279,Pelipper,Water,Flying,Group D,#078,Rapidash,Fire,
#133,#184,184,Azumarill,Water,Fairy,1,1,75,Graveler,,175,Togepi,Undiscovered,—,10,2560,2816,2805,2570,2560,194,Wooper,18.7 lbs.,8.5 kg,221,Piloswine,Slow, Pokémon with a quadruped body,#387,387,Turtwig,Grass,,Blue,Tympole,535,474,474,Porygon-Z,Adaptability,Download,Analytic,36,#343,Baltoy,203,Girafarig,70,569,Garbodor,6,6, Sea Pokémon,Page 3,#120,Staryu,Water,,Group D,#084,Doduo,Normal,Flying
#107,#185,185,Sudowoodo,Rock,,1,1,76,Golem,,176,Togetic,Flying,Fairy,10,2560,2816,2805,2570,2560,529,Drilbur,18.7 lbs.,8.5 kg,222,Corsola,Fast, Pokémon with a quadruped body,#388,388,Grotle,Grass,,Blue,Palpitoad,536,138,138,Omanyte,Swift Swim,Shell Armor,Weak Armor,36,#391,Monferno,204,Pineco,70,570,Zorua,—,9, Sea Pokémon,Page 3,#121,Starmie,Water,Psychic,Group D,#085,Dodrio,Normal,Flying
#075,#186,186,Politoed,Water,,1,1,77,Ponyta,,468,Togekiss,Flying,Fairy,10,—,—,2805,2570,2560,613,Cubchoo,18.7 lbs.,8.5 kg,223,Remoraid,Medium Fast, Pokémon with a quadruped body,#389,389,Torterra,Grass,Ground,Blue,Seismitoad,537,139,139,Omastar,Swift Swim,Shell Armor,Weak Armor,36,#394,Prinplup,205,Forretress,70,571,Zoroark,—,6, Sea Pokémon,Page 4,#170,Chinchou,Water,Electric,Group D,#123,Scyther,Bug,Flying
#067,#187,187,Hoppip,Grass,Flying,1,1,78,Rapidash,,177,Natu,Flying,—,20,5120,5376,5355,5140,5120,678,Meowstic,18.7 lbs.,8.5 kg,224,Octillery,Medium Fast, Pokémon with a quadruped body,#399,399,Bidoof,Normal,,Blue,Sawk,539,140,140,Kabuto,Swift Swim,Battle Armor,Weak Armor,36,#496,Servine,206,Dunsparce,70,572,Minccino,—,9, Sea Pokémon,Page 4,#171,Lanturn,Water,Electric,Group D,#142,Aerodactyl,Rock,Flying
#068,#188,188,Skiploom,Grass,Flying,1,1,79,Slowpoke,,178,Xatu,Flying,—,20,5120,5376,5355,5140,5120,44,Gloom,19.0 lbs.,8.6 kg,225,Delibird,Fast, Pokémon with a quadruped body,#403,403,Shinx,Electric,,Blue,"Darmanitan
Zen Mode",555Z,141,141,Kabutops,Swift Swim,Battle Armor,Weak Armor,36,#499,Pignite,207,Gligar,70,582,Vanillite,0,0, Sea Pokémon,Page 4,#223,Remoraid,Water,,Group D,#147,Dratini,Dragon,
#069,#189,189,Jumpluff,Grass,Flying,1,1,80,Slowbro,,179,Mareep,Monster,Field,20,5120,5376,5355,5140,5120,370,Luvdisc,19.2 lbs.,8.7 kg,226,Mantine,Slow, Pokémon with a quadruped body,#404,404,Luxio,Electric,,Blue,Tirtouga,564,142,142,Aerodactyl,Rock Head,Pressure,Unnerve,36,#502,Dewott,208,Steelix,70,583,Vanillish,0,0, Sea Pokémon,Page 4,#224,Octillery,Water,,Group D,#148,Dragonair,Dragon,
#123,#190,190,Aipom,Normal,,1,1,83,Farfetch'd,,180,Flaaffy,Monster,Field,20,5120,5376,5355,5140,5120,216,Teddiursa,19.4 lbs.,8.8 kg,228,Houndour,Slow, Pokémon with a quadruped body,#405,405,Luxray,Electric,,Blue,Carracosta,565,142,142M,Mega Aerodactyl,Tough Claws,,,36,#536,Palpitoad,209,Snubbull,70,584,Vanilluxe,—,0, Sea Pokémon,Page 5,#090,Shellder,Water,,Group D,#149,Dragonite,Dragon,Flying
#103,#191,191,Sunkern,Grass,,1,1,84,Doduo,,181,Ampharos,Monster,Field,20,5120,5376,5355,5140,5120,719,Diancie,19.4 lbs.,8.8 kg,229,Houndoom,Slow, Pokémon with a quadruped body,#410,410,Shieldon,Rock,Steel,Blue,Ducklett,580,446,446,Munchlax,Pickup,Thick Fat,Gluttony,36,#568,Trubbish,210,Granbull,70,587,Emolga,9,9, Sea Pokémon,Page 5,#091,Cloyster,Water,Ice,Group D,#161,Sentret,Normal,
#104,#192,192,Sunflora,Grass,,1,1,85,Dodrio,,298,Azurill,Undiscovered,—,10,—,2816,2805,2570,2560,7,Squirtle,19.8 lbs.,9.0 kg,230,Kingdra,Medium Fast, Pokémon with a quadruped body,#411,411,Bastiodon,Rock,Steel,Blue,Karrablast,588,143,143,Snorlax,Immunity,Thick Fat,Gluttony,36,#595,Joltik,211,Qwilfish,70,592,Frillish,—,9, Sea Pokémon,Page 6,#366,Clamperl,Water,,Group D,#162,Furret,Normal,
#101,#193,193,Yanma,Bug,Flying,1,1,86,Seel,,183,Marill,Water 1,Fairy,10,2560,2816,2805,2570,2560,32,Nidoran♂,19.8 lbs.,9.0 kg,231,Phanpy,Medium Fast, Pokémon with a quadruped body,#417,417,Pachirisu,Electric,,Blue,Eelektrik,603,144,144,Articuno,Pressure,,Snow Cloak,36,#651,Quilladin,212,Scizor,70,593,Jellicent,—,6, Sea Pokémon,Page 6,#367,Huntail,Water,,Group D,#169,Crobat,Poison,Flying
#056,#194,194,Wooper,Water,Ground,1,1,87,Dewgong,,184,Azumarill,Water 1,Fairy,10,2560,2816,2805,2570,2560,605,Elgyem,19.8 lbs.,9.0 kg,233,Porygon2,Medium Fast, Pokémon with a quadruped body,#418,418,Buizel,Water,,Blue,Eelektross,604,145,145,Zapdos*,Pressure,,Static*,36,#654,Braixen,213,Shuckle,70,594,Alomomola,6,6, Sea Pokémon,Page 6,#368,Gorebyss,Water,,Group D,#172,Pichu,Electric,
#057,#195,195,Quagsire,Water,Ground,1,1,88,Grimer,,438,Bonsly,Undiscovered,—,20,—,—,5355,5140,5120,629,Vullaby,19.8 lbs.,9.0 kg,234,Stantler,Slow, Pokémon with a quadruped body,#419,419,Floatzel,Water,,Blue,Elgyem,605,146,146,Moltres,Pressure,,Flame Body,36,#657,Frogadier,214,Heracross,70,605,Elgyem,—,15, Sea Pokémon,Page 7,#211,Qwilfish,Water,Poison,Group D,#183,Marill,Water,
#188,#196,196,Espeon,Psychic,,1,1,89,Muk,,185,Sudowoodo,Mineral,—,20,5120,5376,5355,5140,5120,650,Chespin,19.8 lbs.,9.0 kg,236,Tyrogue,Medium Fast, Pokémon with a quadruped body,#431,431,Glameow,Normal,,Blue,Cryogonal,615,147,147,Dratini,Shed Skin,,Marvel Scale,37,#079,Slowpoke,215,Sneasel,35,606,Beheeyem,—,15, Sea Pokémon,Page 7,#222,Corsola,Water,Rock,Group D,#184,Azumarill,Water,
#189,#197,197,Umbreon,Dark,,1,1,90,Shellder,,187,Hoppip,Fairy,Grass,20,5120,5376,5355,5140,5120,720,Hoopa Confined,19.8 lbs.,9.0 kg,237,Hitmontop,Medium Fast, Pokémon with a quadruped body,#432,432,Purugly,Normal,,Blue,Deino,633,148,148,Dragonair,Shed Skin,,Marvel Scale,37,#307,Meditite,216,Teddiursa,70,619,Mienfoo,—,6, Sea Pokémon,Page 7,#226,Mantine,Water,Flying,Group D,#193,Yanma,Bug,Flying
#213,#198,198,Murkrow,Dark,Flying,1,1,91,Cloyster,,188,Skiploom,Fairy,Grass,20,5120,5376,5355,5140,5120,744,Rockruff,20.3 lbs.,9.2 kg,238,Smoochum,Medium Fast, Pokémon with a quadruped body,#434,434,Stunky,Poison,Dark,Blue,Zweilous,634,149,149,Dragonite,Inner Focus,,Multiscale,37,#353,Shuppet,217,Ursaring,70,620,Mienshao,—,3, Sea Pokémon,Page 7,#370,Luvdisc,Water,,Group D,#198,Murkrow,Dark,Flying
#082,#199,199,Slowking,Water,Psychic,1,1,92,Gastly,,189,Jumpluff,Fairy,Grass,20,5120,5376,5355,5140,5120,421S,Cherrim,20.5 lbs.,9.3 kg,239,Elekid,Medium Fast, Pokémon with a quadruped body,#435,435,Skuntank,Poison,Dark,Blue,Hydreigon,635,150,150,Mewtwo,Pressure,,Unnerve,37,#355,Duskull,218,Slugma,70,621,Druddigon,—,3, Sea Pokémon,Page 8,#086,Seel,Water,,Group D,#212,Scizor,Bug,Steel
#219,#200,200,Misdreavus,Ghost,,1,1,93,Haunter,,190,Aipom,Field,—,20,5120,5376,5355,5140,5120,653,Fennekin,20.7 lbs.,9.4 kg,240,Magby,Medium Fast, Pokémon with a quadruped body,#449,449,Hippopotas,Ground,,Blue,Cobalion,638,150,150MX,Mega Mewtwo X,Steadfast,,,37,#453,Croagunk,219,Magcargo,70,622,Golett,—,15, Sea Pokémon,Page 8,#087,Dewgong,Water,Ice,Group D,#243,Raikou,Electric,
#061,#201,201,Unown,Psychic,,1,1,94,Gengar,,424,Ambipom,Field,—,20,—,—,5355,5140,5120,110,Weezing,20.9 lbs.,9.5 kg,241,Miltank,Slow, Pokémon with a quadruped body,#450,450,Hippowdon,Ground,,Blue,"Thundurus
All forms",642,150,150MY,Mega Mewtwo Y,Insomnia,,,37,#564,Tirtouga,220,Swinub,70,623,Golurk,—,15, Sea Pokémon,Page 9,#363,Spheal,Ice,Water,Group D,#244,Entei,Fire,
#108,#202,202,Wobbuffet,Psychic,,1,1,95,Onix,,191,Sunkern,Grass,—,20,5120,5376,5355,5140,5120,158,Totodile,20.9 lbs.,9.5 kg,242,Blissey,Fast, Pokémon with a quadruped body,#470,470,Leafeon,Grass,,Blue,Froakie,656,151,151,Mew,Synchronize,,,37,#566,Archen,221,Piloswine,70,624,Pawniard,—,0, Sea Pokémon,Page 9,#364,Sealeo,Ice,Water,Group D,#245,Suicune,Water,
#149,#203,203,Girafarig,Normal,Psychic,1,1,96,Drowzee,,192,Sunflora,Grass,—,20,5120,5376,5355,5140,5120,278,Wingull,20.9 lbs.,9.5 kg,243,Raikou,Slow, Pokémon with a quadruped body,#471,471,Glaceon,Ice,,Blue,Frogadier,657,,,,,,,37,#613,Cubchoo,222,Corsola,70,625,Bisharp,—,15, Sea Pokémon,Page 9,#365,Walrein,Ice,Water,Group D,#250,Ho-Oh,Fire,Flying
#093,#204,204,Pineco,Bug,,1,1,97,Hypno,,193,Yanma,Bug,—,20,5120,5376,5355,5140,5120,403,Shinx,20.9 lbs.,9.5 kg,244,Entei,Slow, Pokémon with a quadruped body,#473,473,Mamoswine,Ice,Ground,Blue,"Greninja
All forms",658,152,152,Chikorita,Overgrow,,Leaf Guard,37,#692,Clauncher,223,Remoraid,70,627,Rufflet,9,9, Sea Pokémon,Page 10,#318,Carvanha,Water,Dark,Group D,#252,Treecko,Grass,
#094,#205,205,Forretress,Bug,Steel,1,1,98,Krabby,,469,Yanmega,Bug,—,20,—,—,5355,5140,5120,566,Archen,20.9 lbs.,9.5 kg,245,Suicune,Slow, Pokémon with a quadruped body,#483,483,Dialga,Steel,Dragon,Blue,"Meowstic
Male",678,153,153,Bayleef,Overgrow,,Leaf Guard,37,#712,Bergmite,224,Octillery,70,628,Braviary,6,6, Sea Pokémon,Page 10,#319,Sharpedo,Water,Dark,Group D,#253,Grovyle,Grass,
#052,#206,206,Dunsparce,Normal,,1,1,99,Kingler,,194,Wooper,Water 1,Field,20,5120,5376,5355,5140,5120,711,Small Size Gourgeist,20.9 lbs.,9.5 kg,246,Larvitar,Slow, Pokémon with a quadruped body,#485,485,Heatran,Fire,Steel,Blue,Inkay,686,154,154,Meganium,Overgrow,,Leaf Guard,38,#088,Grimer,225,Delibird,70,629,Vullaby,9,9, Sea Pokémon,Page 10,#320,Wailmer,Water,,Group D,#254,Sceptile,Grass,
#193,#207,207,Gligar,Ground,Flying,1,1,102,Exeggcute,,195,Quagsire,Water 1,Field,20,5120,5376,5355,5140,5120,11,Metapod,21.8 lbs.,9.9 kg,247,Pupitar,Slow, Pokémon with a quadruped body,#492,492,Shaymin,Grass,,Blue,Malamar,687,155,155,Cyndaquil,Blaze,,Flash Fire,38,#218,Slugma,226,Mantine,70,630,Mandibuzz,6,6, Sea Pokémon,Page 10,#321,Wailord,Water,,Group D,#261,Poochyena,Dark,
#063,#208,208,Steelix,Steel,Ground,1,1,103,Exeggutor,,198,Murkrow,Flying,—,20,5120,5376,5355,5140,5120,37,Vulpix,21.8 lbs.,9.9 kg,248,Tyranitar,Slow, Pokémon with a quadruped body,#493,493,Arceus,Normal,,Blue,Clauncher,692,156,156,Quilava,Blaze,,Flash Fire,38,#431,Glameow,227,Skarmory,70,636,Larvesta,—,3, Sea Pokémon,Page 11,#116,Horsea,Water,,Group D,#262,Mightyena,Dark,
#125,#209,209,Snubbull,Fairy,,1,1,104,Cubone,,430,Honchkrow,Flying,—,20,—,—,5355,5140,5120,037A,Alolan Vulpix,21.8 lbs.,9.9 kg,249,Lugia,Slow, Pokémon with a quadruped body,#498,498,Tepig,Fire,,Blue,Clawitzer,693,157,157,Typhlosion,Blaze,,Flash Fire,38,#599,Klink,228,Houndour,35,637,Volcarona,—,0, Sea Pokémon,Page 11,#117,Seadra,Water,,Group D,#263,Zigzagoon,Normal,
#126,#210,210,Granbull,Fairy,,1,1,105,Marowak,,200,Misdreavus,Amorphous,—,25,6400,6656,6630,6425,6400,498,Tepig,21.8 lbs.,9.9 kg,250,Ho-Oh,Slow, Pokémon with a quadruped body,#503,503,Samurott,Water,,Blue,Amaura,698,158,158,Totodile,Torrent,,Sheer Force,38,#610,Axew,229,Houndoom,35,661,Fletchling,9,9, Sea Pokémon,Page 11,#230,Kingdra,Water,Dragon,Group D,#264,Linoone,Normal,
#163,#211,211,Qwilfish,Water,Poison,1,1,108,Lickitung,,429,Mismagius,Amorphous,—,25,—,—,6630,6425,6400,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",252,Treecko,Medium Slow, Pokémon with a quadruped body,#504,504,Patrat,Normal,,Blue,Aurorus,699,159,159,Croconaw,Torrent,,Sheer Force,38,#747,Mareanie,230,Kingdra,70,662,Fletchinder,6,6, Sea Pokémon,Page 12,#369,Relicanth,Water,Rock,Group D,#276,Taillow,Normal,Flying
#112,#212,212,Scizor,Bug,Steel,1,1,109,Koffing,,201,Unown,Undiscovered,—,40,10240,10496,10455,10280,10240,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",253,Grovyle,Medium Slow, Pokémon with a quadruped body,#506,506,Lillipup,Normal,,Blue,Bergmite,712,160,160,Feraligatr,Torrent,,Sheer Force,39,#559,Scraggy,231,Phanpy,70,667,Litleo,—,9, Sea Pokémon,Page 13,#131,Lapras,Water,Ice,Group D,#277,Swellow,Normal,Flying
#168,#213,213,Shuckle,Bug,Rock,1,1,110,Weezing,,360,Wynaut,Undiscovered,—,20,—,5376,5355,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",254,Sceptile,Medium Slow, Pokémon with a quadruped body,#507,507,Herdier,Normal,,Blue,Avalugg,713,161,161,Sentret,Run Away,Keen Eye,Frisk,39,#590,Foongus,232,Donphan,70,668,Pyroar,—,6, Sea Pokémon,Page 14,#138,Omanyte,Rock,Water,Group D,#278,Wingull,Water,Flying
#114,#214,214,Heracross,Bug,Fighting,1,1,111,Rhyhorn,,202,Wobbuffet,Amorphous,—,20,5120,5376,5355,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",255,Torchic,Medium Slow, Pokémon with a quadruped body,#508,508,Stoutland,Normal,,Blue,"Xerneas
All forms",716,162,162,Furret,Run Away,Keen Eye,Frisk,39,#602,Tynamo,233,Porygon2,70,669,Flabébé,—,15, Sea Pokémon,Page 14,#139,Omastar,Rock,Water,Group D,#279,Pelipper,Water,Flying
#218,#215,215,Sneasel,Dark,Ice,1,1,112,Rhydon,,203,Girafarig,Field,—,20,5120,5376,5355,5140,5120,1," Bulbasaur
"," 0.0 lbs.
"," 0.0 kg
",256,Combusken,Medium Slow, Pokémon with a quadruped body,#509,509,Purrloin,Dark,,Blue,Popplio,728,163,163,Hoothoot,Insomnia,Keen Eye,Tinted Lens,39,#688,Binacle,234,Stantler,70,669,Flabébé,—,15, Sea Pokémon,Page 14,#140,Kabuto,Rock,Water,Group D,#283,Surskit,Bug,Water
#198,#216,216,Teddiursa,Normal,,1,1,114,Tangela,,204,Pineco,Bug,—,20,5120,5376,5355,5140,5120,14,Kakuna,22.0 lbs.,10.0 kg,257,Blaziken,Medium Slow, Pokémon with a quadruped body,#510,510,Liepard,Dark,,Blue,Brionne,729,164,164,Noctowl,Insomnia,Keen Eye,Tinted Lens,39,#696,Tyrunt,235,Smeargle,70,669,Flabébé,—,15, Sea Pokémon,Page 14,#141,Kabutops,Rock,Water,Group D,#284,Masquerain,Bug,Flying
#199,#217,217,Ursaring,Normal,,1,1,116,Horsea,,205,Forretress,Bug,—,20,5120,5376,5355,5140,5120,129,Magikarp,22.0 lbs.,10.0 kg,258,Mudkip,Medium Slow, Pokémon with a quadruped body,#517,517,Munna,Psychic,,Blue,Primarina,730,165,165,Ledyba,Swarm,Early Bird,Rattled,39,#698,Amaura,236,Tyrogue,70,669,Flabébé,—,15, Sea Pokémon,Page 15,#345,Lileep,Rock,Grass,Group D,#290,Nincada,Bug,Ground
#216,#218,218,Slugma,Fire,,1,1,117,Seadra,,206,Dunsparce,Field,—,20,5120,5376,5355,5140,5120,266,Silcoon,22.0 lbs.,10.0 kg,259,Marshtomp,Medium Slow, Pokémon with a quadruped body,#522,522,Blitzle,Electric,,Blue,Vikavolt,738,166,166,Ledian,Swarm,Early Bird,Iron Fist,40,#077,Ponyta,237,Hitmontop,70,669,Flabébé,—,15, Sea Pokémon,Page 15,#346,Cradily,Rock,Grass,Group D,#291,Ninjask,Bug,Flying
#217,#219,219,Magcargo,Fire,Rock,1,1,118,Goldeen,,207,Gligar,Bug,—,20,5120,5376,5355,5140,5120,671,Florges,22.0 lbs.,10.0 kg,260,Swampert,Medium Slow, Pokémon with a quadruped body,#523,523,Zebstrika,Electric,,Blue,"Wishiwashi
All forms",746,167,167,Spinarak,Swarm,Insomnia,Sniper,40,#138,Omanyte,238,Smoochum,70,670,Floette,—,9, Sea Pokémon,Page 16,#382,Kyogre,Water,,Group D,#292,Shedinja,Bug,Ghost
#195,#220,220,Swinub,Ice,Ground,1,1,119,Seaking,,472,Gliscor,Bug,—,20,—,—,5355,5140,5120,509,Purrloin,22.3 lbs.,10.1 kg,261,Poochyena,Medium Fast, Pokémon with a quadruped body,#551,551,Sandile,Ground,Dark,Blue,Mareanie,747,168,168,Ariados,Swarm,Insomnia,Sniper,40,#140,Kabuto,239,Elekid,70,670,Floette,—,0, Cave Pokémon,Page 1,#041,Zubat,Poison,Flying,Group D,#298,Azurill,Normal,
#196,#221,221,Piloswine,Ice,Ground,1,1,122,Mr. Mime,,209,Snubbull,Field,Fairy,20,5120,5376,5355,5140,5120,387,Turtwig,22.5 lbs.,10.2 kg,262,Mightyena,Medium Fast, Pokémon with a quadruped body,#552,552,Krokorok,Ground,Dark,Blue,Toxapex,748,170,170,Chinchou,Volt Absorb,Illuminate,Water Absorb,40,#294,Loudred,240,Magby,70,670,Floette,—,0, Cave Pokémon,Page 1,#042,Golbat,Poison,Flying,Group D,#328,Trapinch,Ground,
#173,#222,222,Corsola,Water,Rock,1,1,123,Scyther,,210,Granbull,Field,Fairy,20,5120,5376,5355,5140,5120,624,Pawniard,22.5 lbs.,10.2 kg,263,Zigzagoon,Medium Fast, Pokémon with a quadruped body,#555,555,Darmanitan,Fire,,Blue,"Minior
Blue Core",774B,171,171,Lanturn,Volt Absorb,Illuminate,Water Absorb,40,#320,Wailmer,241,Miltank,70,670,Floette,—,0, Cave Pokémon,Page 1,#169,Crobat,Poison,Flying,Group D,#329,Vibrava,Ground,Dragon
#174,#223,223,Remoraid,Water,,1,1,127,Pinsir,,211,Qwilfish,Water 2,—,20,5120,5376,5355,5140,5120,316,Gulpin,22.7 lbs.,10.3 kg,264,Linoone,Medium Fast, Pokémon with a quadruped body,#564,564,Tirtouga,Water,Rock,Blue,"Minior
Indigo Core",774I,175,175,Togepi,Hustle,Serene Grace,Super Luck,40,#345,Lileep,242,Blissey,140,674,Pancham,9,9, Cave Pokémon,Page 2,#050,Diglett,Ground,,Group D,#330,Flygon,Ground,Dragon
