Name,Gen,Description,English,Japanese Kana,Japanese Rōmaji,French,German,Italian,Spanish,Korean Hangul,Korean Romanized,Chinese Hànzì,Chinese Romanized
Green Petal,VII,A green petal required to complete Mina's Trial.,Cameruptite,バクーダナイト,Bakuudanite,Caméruptite,Cameruptnit,Cameruptite,Cameruptita,폭타나이트,Poktanite,噴火駝進化石 / 喷火驼进化石,Pēnhuǒtuó Jìnhuà Shí / Panfótòh Jeunfa Sehk
Green Scarf,III,Raises the Clever condition.,Lopunnite,ミミロップナイト,Mimilopnite,Lockpinite,Schlapornit,Lopunnite,Lopunnita,이어롭나이트,Ieoropnite,長耳兔進化石 / 长耳兔进化石,Cháng'ěrtù Jìnhuà Shí / Chèuhngyíhtou Jeunfa Sehk
Green Shard,III,Exchangeable for a variety of services.,Salamencite,ボーマンダナイト,Bohmandanite,Drattakite,Brutalandanit,Salamencite,Salamencita,보만다나이트,Bomandanite,暴飛龍進化石 / 暴飞龙进化石,Bàofēilóng Jìnhuà Shí / Bouhfēilùhng Jeunfa Sehk
Greet Mail,V,Stationary for introductory greetings. To be held by a Pokémon for delivery.,Beedrillite,スピアナイト,Speanite,Dardargnite,Bibornit,Beedrillite,Beedrillita,독침붕나이트,Tokchimbungnite,大針蜂進化石 / 大针蜂进化石,Dàzhēnfēng Jìnhuà Shí / Daaihjāmfūng Jeunfa Sehk
Grepa Berry,III,"Raises friendship, but lowers Special Defense EVs.",,,,,,,,,,,
Grip Claw,IV,"Causes trapping moves (e.g. Bind, Wrap) to last for five turns.",Normalium Z,ノーマルＺ,Normal-Z,Normazélite,Normium Z,Normium Z,Normastal Z,노말Z,Normal-Z,一般Ｚ,Yī​bān-Z / Yātbūn-Z
Griseous Orb,IV,"Raises the power of Giratina's Ghost- and Dragon-type moves, and causes it to take on its Origin Forme.",Firium Z,ホノオＺ,Flame-Z,Pyrozélite,Pyrium Z,Pirium Z,Pirostal Z,불꽃Z,Bulkkot-Z,火Ｚ,Huǒ-Z / Fó-Z
Grn ID Badge,III,One of four keys needed to unlock the north door of Realgam Tower.,Waterium Z,ミズＺ,Water-Z,Aquazélite,Aquium Z,Idrium Z,Hidrostal Z,물Z,Mul-Z,水Ｚ,Shuǐ-Z / Séui-Z
Ground Gem,V,"Increases the power of the holder's first Ground-type move by 50%, and is consumed after use.",Electrium Z,デンキＺ,Electric-Z,Voltazélite,Voltium Z,Electrium Z,Electrostal Z,전기Z,Jeon-gi-Z,電Ｚ / 电Ｚ,Diàn-Z / Dihn-Z
Ground Memory,VII,Makes Silvally a Ground-type Pokémon and makes Multi-Attack a Ground-type move.,Grassium Z,クサＺ,Grass-Z,Florazélite,Botanium Z,Herbium Z,Fitostal Z,풀Z,Pul-Z,草Ｚ,Cǎo-Z / Chóu-Z
Groundium Z,VII,Allows a Pokémon to upgrade their Ground-type damaging moves to the Z-Move Tectonic Rage or upgrade their Ground-type status moves into Z-Moves. Makes Arceus a Ground-type Pokémon.,Icium Z,コオリＺ,Ice-Z,Cryozélite,Glacium Z,Glacium Z,Criostal Z,얼음Z,Eol-eum-Z,冰Ｚ,Bīng-Z / Bīng-Z
Growth Mulch,IV,"Causes Berries to grow faster, but makes the soil dry faster.",Fightinium Z,カクトウＺ,Fighting-Z,Combazélite,Battalium Z,Luctium Z,Lizastal Z,격투Z,Gyeoktu-Z,格鬥Ｚ / 格斗Ｚ,Gédòu-Z / Gaakdau-Z
Grubby Hanky,V,Can be exchanged for a Fluffy Tail at Café Warehouse.,Poisonium Z,ドクＺ,Poison-Z,Toxizélite,Toxium Z,Venenium Z,Toxistal Z,독Z,Dok-Z,毒Ｚ,Dú-Z / Duhk-Z
GS Ball,II,Allows Celebi to be caught in Pokémon Crystal.,Groundium Z,ジメンＺ,Ground-Z,Terrazélite,Terrium Z,Terrium Z,Geostal Z,땅Z,Ttang-Z,地面Ｚ,Dìmiàn-Z / Deihmín-Z
Guard Spec.,I,Temporarily prevents stat reduction.,Flyinium Z,ヒコウＺ,Flying-Z,Aérozélite,Aerium Z,Volantium Z,Aerostal Z,비행Z,Bihaeng-Z,飛行Ｚ / 飞行Ｚ,Fēixíng-Z / Fēihàhng-Z
Gyaradosite,VI,Allows Gyarados to Mega Evolve into Mega Gyarados.,Psychium Z,エスパーＺ,Esper-Z,Psychézélite,Psium Z,Psichium Z,Psicostal Z,에스퍼Z,Esper-Z,超能力Ｚ,Chāonénglì-Z / Chīunàhnglihk-Z
,,,Buginium Z,ムシＺ,Bug-Z,Insectozélite,Insectium Z,Insectium Z,Insectostal Z,벌레Z,Beolle-Z,蟲Ｚ / 虫Ｚ,Chóng-Z / Chùhng-Z
,,,Rockium Z,イワＺ,Rock-Z,Rocazélite,Petrium Z,Petrium Z,Litostal Z,바위Z,Bawi-Z,岩石Ｚ,Yánshí-Z / Ngàahmsehk-Z
Haban Berry,IV,Halves the power of super effective Dragon-type moves.,Ghostium Z,ゴーストＺ,Ghost-Z,Spectrozélite,Phantomium Z,Spectrium Z,Espectrostal Z,고스트Z,Ghost-Z,幽靈Ｚ / 幽灵Ｚ,Yōulíng-Z / Yāulìhng-Z
Harbor Mail,III,Mail with a nautical design. To be held by a Pokémon for delivery.,Dragonium Z,ドラゴンＺ,Dragon-Z,Dracozélite,Dracium Z,Draconium Z,Dracostal Z,드개곤Z,Dragon-Z,龍Ｚ / 龙Ｚ,Lóng-Z / Lùhng-Z
Hard Stone,II,Raises the power of Rock-type moves.,Darkinium Z,アクＺ,Evil-Z,Ténébrozélite,Noctium Z,Obscurium Z,Nictostal Z,악Z,Ak-Z,惡Ｚ / 恶Ｚ,È-Z / Ok-Z
Heal Ball,IV,"A type of Poké Ball that heals the captured Pokémon before it is put in the player's party. If the player's party is full, it will be transferred to the Box, where it would have been healed anyway.",Steelium Z,ハガネＺ,Steel-Z,Métallozélite,Metallium Z,Metallium Z,Metalostal Z,강철Z,Gangcheol-Z,鋼Ｚ / 钢Ｚ,Gāng-Z / Gong-Z
Heal Powder,II,"Heals any status condition, but lowers friendship.",Fairium Z,フェアリーＺ,Fairy-Z,Nymphézélite,Sylphium Z,Follectium Z,Feeristal Z,페어리Z,Fairy-Z,妖精Ｚ,Yāojing-Z / Yíujīng-Z
Health Wing,V,Raises the HP of a Pokémon.,Pikanium Z,ピカチュウＺ,Pikachu-Z,Pikazélite,Pikachium Z,Pikacium Z,Pikastal Z,피카츄Z,Pikachu-Z,皮卡丘Ｚ,Píkǎqiū-Z / Pèihkāyāu-Z
Heart Mail,IV,Mail with a heart pattern. To be held by a Pokémon for delivery.,Decidium Z,ジュナイパーＺ,Junaiper-Z,Archézélite,Silvarronium Z,Deciduenium Z,Dueyestal Z,모크나이퍼Z,Mokeunaipeo-Z,狙射樹梟Ｚ / 狙射树枭Ｚ,Jūshèshùxiāo-Z / Jēuisehsyuhhīu-Z
Heart Scale,III,Exchangeable for a variety of services.,Incinium Z,ガオガエンＺ,Gaogaen-Z,Félinozélite,Fuegronium Z,Incineronium Z,Incinostal Z,어흥염Z,Eoheungyeom-Z,熾焰咆哮虎Ｚ / 炽焰咆哮虎Ｚ,Chìyànpáoxiāohǔ-Z / Chiyihmpàauhhāaufú-Z
Heat Rock,IV,Extends the duration of harsh sunlight.,Primarium Z,アシレーヌＺ,Ashirene-Z,Oratozélite,Primarenium Z,Primarinium Z,Primastal Z,누리레느Z,Nurireneu-Z,西獅海壬Ｚ / 西狮海壬Ｚ,Xīshīhǎirén-Z / Sāisīhóiyàhm-Z
Heavy Ball,II,A type of Poké Ball that works better on heavier Pokémon.,Tapunium Z,カプＺ,Kapu-Z,Tokozélite,Kapium Z,Tapium Z,Tapistal Z,카푸Z,Kapu-Z,卡璞Ｚ,Kǎpú-Z / Kāpok-Z
Helix Fossil,I,A Fossil from which an Omanyte can be resurrected.,Marshadium Z,マーシャドーＺ,Marshadow-Z,Marshadozélite,Marshadownium Z,Marshadium Z,Marshastal Z,마샤도Z,Masyado-Z,瑪夏多Ｚ / 玛夏多Ｚ,Mǎxiàduō-Z / Máhahdō-Z
Heracronite,VI,Allows Heracross to Mega Evolve into Mega Heracross.,Aloraichium Z,アロライＺ,Alorai-Z,Aloraïzélite,A-Raichunium Z,Aloraicium Z,Alo-Raistal Z,알로라이Z,Allorai-Z,阿羅雷Ｚ / 阿罗雷Ｚ,Āluóléi-Z / Alòhlèuih-Z
HMs,I,Can be used to teach a field move to a Pokémon. HMs will not break up after use and as such can be used over and over again.,Snorlium Z,カビゴンＺ,Kabigon-Z,Ronflézélite,Relaxonium Z,Snorlactium Z,Snorlastal Z,잠만보Z,Jammanbo-Z,卡比獸Ｚ / 卡比兽Ｚ,Kǎbǐshòu-Z / Kábeihsau-Z
Holo Caster,VI,Allows the player to view hologram clips and communicate with others.,Eevium Z,イーブイＺ,Eievui-Z,Évolizélite,Evolium Z,Eevium Z,Eeveestal Z,이브이Z,Eevee-Z,伊布Ｚ,Yībù-Z / Yībou-Z
Hondew Berry,III,"Lowers Special Attack EV, but raises friendship.",Mewnium Z,ミュウＺ,Mew-Z,Mewzélite,Mewnium Z,Mewnium Z,Mewstal Z,뮤Z,Mew-Z,夢幻Ｚ / 梦幻Ｚ,Mènghuàn-Z / Muhngwaahn-Z
Honey,IV,Can be slathered on orange trees to attract rare Pokémon; or used in grass to attract wild Pokémon the same way Sweet Scent does.,Pikashunium Z,サトピカＺ,Satopika-Z,Pikachazélite,Ash-Pikachium Z,Ashpikacium Z,Ash-Pikastal Z,지우피카Z,Jiupika-Z,智皮卡Ｚ,Zhìpíkǎ-Z / Jipèihkā-Z
Honor of Kalos,VI,Proof of defeating Team Flare and becoming Champion of the Kalos Pokémon League.,Adrenaline Orb,ビビリだま,Bibiri Dama,Orbe Frousse,Zitterorb,Fifasfera,Nerviosfera,주눅구슬,Junuk Guseul,膽怯球 / 胆怯球,Dǎnqiè Qiú / Dáamhip Kàuh
Houndoominite,VI,Allows Houndoom to Mega Evolve into Mega Houndoom.,Terrain Extender,グランドコート,Ground Coat,Champ'Duit,Feldbeschichtung,Fissacampo,Cubresuelos,그라운드코트,Ground Coat,大地膜,Dàdì Mó / Daaihdeih Mohk
HP Up,I,Raises the HP of a Pokémon.,Protective Pads,ぼうごパット,Bōgo Pad,Pare-Effet,Schutzpolster,Smorzaurti,Paracontacto,방호패드,Bangho Pad,部位護具 / 部位护具,Bùwèi Hùjù / Bouhwaih Wuhgeuih
Hyper Potion,I,Restores 120 HP. (200HP before Gen. VII).,Electric Seed,エレキシード,Electric Seed,Graine Électrik,Elektro-Samen,Elettroseme,Semilla Electro,일렉트릭시드,Electric Seed,電氣種子 / 电气种子,Diànqì Zhǒngzi / Dihnhei Júngjí
,,,Psychic Seed,サイコシード,Psycho Seed,Graine Psychique,Psycho-Samen,Psicoseme,Semilla Psique,사이코시드,Psycho Seed,精神種子 / 精神种子,Jīngshén Zhǒngzi / Jīngsàhn Júngjí
,,,Misty Seed,ミストシード,Mist Seed,Graine Brume,Nebel-Samen,Nebbiaseme,Semilla Bruma,미스트시드,Mist Seed,薄霧種子 / 薄雾种子,Bówù Zhǒngzi / Báowù Zhǒngzi / Bohkmouh Júngjí
Iapapa Berry,III,"When HP falls below 25%, restores 50% HP, but confuses Pokémon that dislike sour food (12.5% when below 50% before Gen. VII).",Grassy Seed,グラスシード,Grass Seed,Graine Herbe,Gras-Samen,Erbaseme,Semilla Hierba,그래스시드,Grass Seed,青草種子 / 青草种子,Qīngcǎo Zhǒngzi / Chēngchóu Júngjí
Ice Berry,II,Heals a burn.,Fighting Memory,ファイトメモリ,Fight Memory,ROM Combat,Kampf-Disc,ROM Lotta,Disco Lucha,파이팅메모리,Fighting Memory,"戰鬥記憶碟*
战斗存储碟*","Zhàndòu Jìyìdié / Jindau Geiyīkdihp*
Zhàndòu Cúnchǔdié*"
Ice Gem,V,"Increases the power of the holder's first Ice-type move by 50%, and is consumed after use.",Flying Memory,フライングメモリ,Flying Memory,ROM Vol,Flug-Disc,ROM Volante,Disco Volador,플라잉메모리,Flying Memory,"飛翔記憶碟*
飞翔存储碟*","Fēixiáng Jìyìdié / Fēichèuhng Geiyīkdihp*
Fēixiáng Cúnchǔdié*"
Ice Heal,I,Thaws out a frozen Pokémon.,Poison Memory,ポイズンメモリ,Poison Memory,ROM Poison,Gift-Disc,ROM Veleno,Disco Veneno,포이즌메모리,Poison Memory,"毒記憶碟*
毒存储碟*","Dú Jìyìdié / Duhk Geiyīkdihp*
Dú Cúnchǔdié*"
Ice Memory,VII,Makes Silvally a Ice-type Pokémon and makes Multi-Attack a Ice-type move.,Ground Memory,グラウンドメモリ,Ground Memory,ROM Sol,Boden-Disc,ROM Terra,Disco Tierra,그라운드메모리,Ground Memory,"大地記憶碟*
大地存储碟*","Dàdì Jìyìdié / Daaihdeih Geiyīkdihp*
Dàdì Cúnchǔdié*"
Ice Stone,VII,Can be used to evolve Alolan Sandshrew and Alolan Vulpix.,Rock Memory,ロックメモリ,Rock Memory,ROM Roche,Gesteins-Disc,ROM Roccia,Disco Roca,락메모리,Rock Memory,"岩石記憶碟*
岩石存储碟*","Yánshí Jìyìdié / Ngàahmsehk Geiyīkdihp*
Yánshí Cúnchǔdié*"
Icicle Plate,IV,Raises the power of Ice-type moves.,Bug Memory,バグメモリ,Bug Memory,ROM Insecte,Käfer-Disc,ROM Coleottero,Disco Bicho,버그메모리,Bug Memory,"蟲子記憶碟*
虫子存储碟*","Chóngzǐ Jìyìdié / Chùhngjí Geiyīkdihp*
Chóngzǐ Cúnchúdié*"
Icium Z,VII,Allows a Pokémon to upgrade their Ice-type damaging moves to the Z-Move Subzero Slammer or upgrade their Ice-type status moves into Z-Moves. Makes Arceus an Ice-type Pokémon.,Ghost Memory,ゴーストメモリ,Ghost Memory,ROM Spectre,Geister-Disc,ROM Spettro,Disco Fantasma,고스트메모리,Ghost Memory,"幽靈記憶碟*
幽灵存储碟*","Yōulíng Jìyìdié / Yāulìhng Geiyīkdihp*
Yōulíng Cúnchǔdié*"
Icy Rock,IV,Extends the duration of hail.,Steel Memory,スチールメモリ,Steel Memory,ROM Acier,Stahl-Disc,ROM Acciaio,Disco Acero,스틸메모리,Steel Memory,"鋼鐵記憶碟*
钢铁存储碟*","Gāngtiě Jìyìdié / Gōngtit Geiyīkdihp*
Gāngtiě Cúnchǔdié*"
ID Card,III,Permits access to a restricted elevator at the Cipher Lab.,Fire Memory,ファイヤーメモリ,Fire Memory,ROM Feu,Feuer-Disc,ROM Fuoco,Disco Fuego,파이어메모리,Fire Memory,"火焰記憶碟*
火焰存储碟*","Huǒyàn Jìyìdié / Fóyihm Geiyīkdihp*
Huǒyàn Cúnchǔdié*"
Incinium Z,VII,Allows Incineroar to upgrade Darkest Lariat to the special Z-Move Malicious Moonsault.,Water Memory,ウオーターメモリ,Water Memory,ROM Eau,Wasser-Disc,ROM Acqua,Disco Agua,워터메모리,Water Memory,"清水記憶碟*
清水存储碟*","Qīngshuǐ Jìyìdié / Chīngséui Geiyīkdihp*
Qīngshuǐ Cúnchǔdié*"
Inquiry Mail,V,Stationary for writing questions. To be held by a Pokémon for delivery.,Grass Memory,グラスメモリ,Grass Memory,ROM Plante,Pflanzen-Disc,ROM Erba,Disco Planta,그래스메모리,Grass Memory,"青草記憶碟*
青草存储碟*","Qīngcǎo Jìyìdié / Chīngchóu Geiyīkdihp*
Qīngcǎo Cúnchǔdié*"
Insect Plate,IV,Raises the power of Bug-type moves.,Electric Memory,エレクトロメモリ,Electro Memory,ROM Électrik,Elektro-Disc,ROM Elettro,Disco Eléctrico,일렉트릭메모리,Electric Memory,"電子記憶碟*
电子存储碟*","Diànzǐ Jìyìdié / Dihnjí Geiyīkdihp*
Diànzǐ Cúnchǔdié*"
Intriguing Stone,VI,Can be exchanged for a Sun StoneXY/PidgeotiteORAS.,Psychic Memory,サイキックメモリ,Psychic Memory,ROM Psy,Psycho-Disc,ROM Psico,Disco Psíquico,사이킥메모리,Psychic Memory,"精神記憶碟*
精神存储碟*","Jīngshén Jìyìdié / Jīngsàhn Geiyīkdihp*
Jīngshén Cúnchǔdié*"
Iron,I,Raises the Defense of a Pokémon.,Ice Memory,アイスメモリ,Ice Memory,ROM Glace,Eis-Disc,ROM Ghiaccio,Disco Hielo,아이스메모리,Ice Memory,"冰雪記憶碟*
冰雪存储碟*","Bīngxuě Jìyìdié / Bīngsyut Geiyīkdihp*
Bīngxuě Cúnchǔdié*"
Iron Ball,IV,Cuts a Pokémon's Speed and makes it susceptible to Ground-type moves.,Dragon Memory,ドラゴンメモリ,Dragon Memory,ROM Dragon,Drachen-Disc,ROM Drago,Disco Dragón,드래곤메모리,Dragon Memory,"龍記憶碟*
龙存储碟*","Lóng Jìyìdié / Lùhng Geiyīkdihp*
Lóng Cúnchǔdié*"
Iron Plate,IV,Raises the power of Steel-type moves.,Dark Memory,ダークメモリ,Dark Memory,ROM Ténèbres,Unlicht-Disc,ROM Buio,Disco Siniestro,다크메모리,Dark Memory,"黑暗記憶碟*
黑暗存储碟*","Hēi'àn Jìyìdié / Hāk'am Geiyīkdihp*
Hēi'àn Cúnchǔdié*"
Item Drop,V,Causes an ally to drop its held item. Wonder Launcher only.,Fairy Memory,フェアリーメモリ,Fairy Memory,ROM Fée,Feen-Disc,ROM Folletto,Disco Hada,페어리메모리,Fairy Memory,"妖精記憶碟*
妖精存储碟*","Yāojing Jìyìdié / Yíujīng Geiyīkdihp*
Yāojīng Cúnchǔdié*"
Item Urge,V,Causes an ally to use its held item. Wonder Launcher only.,Solganium Z,ソルガレオＺ,Solgaleo-Z,Solgazélite,Solgalium Z,Solgaleium Z,Solgaleostal Z,솔가레오Z,Solgaleo-Z,索爾迦雷歐Ｚ / 索尔迦雷欧Ｚ,Suǒ'ěrjiāléiōu-Z / Sokyíhgālèuihāu-Z
,,,Lunalium Z,ルナアーラＺ,Lunala-Z,Lunazélite,Lunalium Z,Lunalium Z,Lunalastal Z,루나아라Z,Lunala-Z,露奈雅拉Ｚ,Lùnàiyǎlā-Z / Louhnoihngáhlāai-Z
,,,Ultranecrozium Z,ウルトラネクロＺ,Ultranecro-Z,Ultranécrozélite,Ultranecrozium Z,Ultranecrozium Z,Ultranecrostal Z,울트라네크로Z,Ultranecro-Z,究極奈克洛Ｚ / 究极奈克洛Ｚ,Jiūjí Nàikèluò-Z / Gaugihk Noihhāklok-Z
Jaboca Berry,IV,"If the foe's physical move hits, then the foe will also take damage.",Mimikium Z,ミミッキュＺ,Mimikkyu-Z,Mimiquizélite,Mimigmium Z,Mimikyum Z,Mimikyustal Z,따라큐Z,Ttarakyu-Z,謎擬ＱＺ / 谜拟ＱＺ,Mínǐ-Q-Z / Màihyìh-Q-Z
Jade Orb,IV,Allows the player to encounter Rayquaza in the Embedded Tower.,Lycanium Z,ルガルガンＺ,Lugarugan-Z,Lougarozélite,Wolwerockium Z,Lycanrochium Z,Lycanrostal Z,루가루암Z,Rugaruam-Z,鬃岩狼人Ｚ,Zōngyánlángrén-Z / Jūngngàahmlòhngyàhn-Z
Jail Key,III,The key to jail cells in Pyrite Town.,Kommonium Z,ジャラランガＺ,Jararanga-Z,Ékaïzélite,Grandirasium Z,Kommonium Z,Kommostal Z,짜랑고우거Z,Jjaranggougeo-Z,杖尾鱗甲龍Ｚ / 杖尾鳞甲龙Ｚ,Zhàngwěilínjiǎlóng-Z / Jeuhngméihlèuhngaaplùhng-Z
Jaw Fossil,VI,A Fossil from which a Tyrunt can be resurrected.,Roto Hatch,タマゴふかポン,Tamago fuka Pon,Moti-Couveuse,Brutbon,Cova'n'roll,Cupón Eclosión, ???, ???,孵蛋碰碰,Fūdàn Pèngpèng / Fūdaahn Pungpung
Journal,IV,Keeps track of events and accomplishments of the player.,Roto Bargain,やすうりポン,Yasu'uri Pon,Moti-Promo,Schnäppchenbon,Sconto'n'roll,Cupón Rebaja, ???, ???,優惠碰碰 / 优惠碰碰,Yōuhuì Pèngpèng / Yāuwaih Pungpung
Joy Scent,III,"Reduces heart gauge by a small amount, but increases friendship.",Roto Prize Money,おこづかいポン,Okozukai Pon,Moti-Magot,Preisgeldbon,Soldi'n'roll,Cupón Botín, ???, ???,零花錢碰碰 / 零花钱碰碰,Líng Huāqián Pèngpèng / Lìhng Fāchín Pungpung
,,,Roto Exp. Points,けいけんポン,Keiken Pon,Molti-Exp,EP-Bon,Esp'n'roll,Cupón Exp, ???, ???,經驗碰碰 / 经验碰碰,Jīngyàn Pèngpèng / Gīngyihm Pungpung
,,,Roto Friendship,なつきポン,Natsuki Pon,Moti-Cœur,Freundschaftsbon,Affetto'n'roll,Cupón Amistad, ???, ???,親密碰碰 / 亲密碰碰,Qīnmì Pèngpèng / Chānmaht Pungpung
Kangaskhanite,VI,Allows Kangaskhan to Mega Evolve into Mega Kangaskhan.,Roto Encounter,みっけポン,Mikke Pon,Moti-Appât,Lockbon,Incontra'n'roll,Cupón Reclamo, ???, ???,相遇碰碰,Xiāngyù Pèngpèng / Sēungyuh Pungpung
Kebia Berry,IV,Lowers effectiveness of a super effective Poison-type move.,Roto Stealth,かくれポン,Kakure Pon,Moti-Camouflage,Schutzbon,Repelle'n'roll,Cupón Sigilo, ???, ???,隱身碰碰 / 隐身碰碰,Yǐnshēn Pèngpèng / Yánsān Pungpung
Kee Berry,VI,Increases Defense when hit with a physical move.,Roto HP Restore,ＨＰかいふくポン,HP Kaifuku Pon,Moti-Récup' PV,KP-Bon,PS'n'roll,Cupón PS, ???, ???,"ＨＰ回復碰碰 /
ＨＰ回复碰碰",HP Huífù Pèngpèng / HP Wùihfuhk Pungpung
Kasib Berry,IV,Lowers effectiveness of a super effective Ghost-type move.,Roto PP Restore,ＰＰかいふくポン,PP Kaifuku Pon,Moti-Récup' PP,AP-Bon,PP'n'roll,Cupón PP, ???, ???,"ＰＰ回復碰碰 /
ＰＰ回复碰碰",PP Huífù Pèngpèng / PP Wùihfuhk Pungpung
Kelpsy Berry,III,"Raises friendship, but lowers Attack EV.",Roto Boost,おうえんポン,Ōen Pon,Moti-Soutien,Statuswertebon,Stat'n'roll,Cupón Refuerzo, ???, ???,加油碰碰,Jiāyóu Pèngpèng / Gāyáu Pungpung
Key to Room 1,VI,"Opens Room 1 of the Abandoned ShipRSE/Sea MauvilleORAS.
Note: Called Rm. 1 Key in Generation III.",Roto Catch,つかまえポン,Tsukamae Pon,Moti-Capture,Fangbon,Acchiappa'n'roll,Cupón Captura, ???, ???,捕捉碰碰,Bǔzhuō Pèngpèng / Bouhjūk Pungpung
Key to Room 2,VI,"Opens Room 2 of the Abandoned ShipRSE/Sea MauvilleORAS.
Note: Called Rm. 2 Key in Generation III.",,,,,,,,,,,
Key to Room 4,VI,"Opens Room 4 of the Abandoned ShipRSE/Sea MauvilleORAS.
Note: Called Rm. 4 Key in Generation III.",Poké Ball,モンスターボール,Monster Ball,Poké Ball,Pokéball,Poké Ball,Poké Ball,몬스터볼,Monster Ball,精靈球 / 精灵球,Jīnglíng Qiú / Jīnglìhng Kàuh
Key to Room 6,VI,"Opens Room 6 of the Abandoned ShipRSE/Sea MauvilleORAS.
Note: Called Rm. 6 Key in Generation III.",Great Ball,スーパーボール,Super Ball,Super Ball,Superball,Mega Ball,Superball*,수퍼볼,Super Ball,超級球 / 超级球,Chāojí Qiú / Chīukāp Kàuh
King's Rock,II,Slightly increases the chances of inflicting the Flinch condition on the opponent. Allows Slowpoke and Poliwhirl to evolve when traded.,Ultra Ball,ハイパーボール,Hyper Ball,Hyper Ball,Hyperball,Ultra Ball,Ultraball*,하이퍼볼,Hyper Ball,高級球 / 高级球,Gāojí Qiú / Gōukāp Kàuh
Kommonium Z,VII,Allows Kommo-o to upgrade Clanging Scales to the special Z-Move Clangorous Soulblaze.,Master Ball,マスターボール,Master Ball,Master Ball,Meisterball,Master Ball,Master Ball,마스터볼,Master Ball,大師球 / 大师球,Dàshī Qiú / Daaihsī Kàuh
