ID_1,HEX_1,Name_1,Pokcet_1,Translation_1,Type_1,ID_2,HEX_2,Name_2,Pokcet_2,ID_3,HEX_3,Name_3,Pokcet_3,ID_3Colo,HEX_3Colo,Name_3Colo,Pokcet_3Colo,ID_3XD,HEX_3XD,Name_3XD,Pokcet_3XD,ID_4,HEX_4,Name_4,Pokcet_4,ID_5,HEX_5,Name_5,Pokcet_5,ID_6,HEX_6,Name_6,Pokcet_6,ID_7,HEX_7,Name_7,Pokcet_7,ID_7LG,HEX_7LG,Name_7LG,Pokcet_7LG
,,,,,,219,0xDB,TM28,TMs and HMs pocket,219,0x00DB,Shell Bell,Items pocket,219,0x00DB,Shell Bell,Items pocket,219,0x00DB,Shell Bell,Items pocket,219,0x00DB,Mental Herb,Items pocket,219,0x00DB,Mental Herb,Items pocket,219,0x00DB,Mental Herb,Items pocket,219,0x00DB,Mental Herb,Items pocket,219,0x00DB,Mental Herb,Unknown pocket
,,,,,,220,0xDC,TM28,Items pocket,220,0x00DC,Sea Incense,Items pocket,220,0x00DC,Sea Incense,Items pocket,220,0x00DC,Sea Incense,Items pocket,220,0x00DC,Choice Band,Items pocket,220,0x00DC,Choice Band,Items pocket,220,0x00DC,Choice Band,Items pocket,220,0x00DC,Choice Band,Items pocket,220,0x00DC,Choice Band,Unknown pocket
,,,,,,221,0xDD,TM29,TMs and HMs pocket,221,0x00DD,Lax Incense,Items pocket,221,0x00DD,Lax Incense,Items pocket,221,0x00DD,Lax Incense,Items pocket,221,0x00DD,King's Rock,Items pocket,221,0x00DD,King's Rock,Items pocket,221,0x00DD,King's Rock,Items pocket,221,0x00DD,King's Rock,Items pocket,221,0x00DD,King's Rock,Unknown pocket
,,,,,,222,0xDE,TM30,TMs and HMs pocket,222,0x00DE,Lucky Punch,Items pocket,222,0x00DE,Lucky Punch,Items pocket,222,0x00DE,Lucky Punch,Items pocket,222,0x00DE,SilverPowder,Items pocket,222,0x00DE,SilverPowder,Items pocket,222,0x00DE,Silver Powder,Items pocket,222,0x00DE,Silver Powder,Items pocket,222,0x00DE,Silver Powder,Unknown pocket
,,,,,,223,0xDF,TM31,TMs and HMs pocket,223,0x00DF,Metal Powder,Items pocket,223,0x00DF,Metal Powder,Items pocket,223,0x00DF,Metal Powder,Items pocket,223,0x00DF,Amulet Coin,Items pocket,223,0x00DF,Amulet Coin,Items pocket,223,0x00DF,Amulet Coin,Items pocket,223,0x00DF,Amulet Coin,Items pocket,223,0x00DF,Amulet Coin,Unknown pocket
,,,,,,224,0xE0,TM32,TMs and HMs pocket,224,0x00E0,Thick Club,Items pocket,224,0x00E0,Thick Club,Items pocket,224,0x00E0,Thick Club,Items pocket,224,0x00E0,Cleanse Tag,Items pocket,224,0x00E0,Cleanse Tag,Items pocket,224,0x00E0,Cleanse Tag,Items pocket,224,0x00E0,Cleanse Tag,Items pocket,224,0x00E0,Cleanse Tag,Unknown pocket
,,,,,,225,0xE1,TM33,TMs and HMs pocket,225,0x00E1,Stick,Items pocket,225,0x00E1,Stick,Items pocket,225,0x00E1,Stick,Items pocket,225,0x00E1,Soul Dew,Items pocket,225,0x00E1,Soul Dew,Items pocket,225,0x00E1,Soul Dew,Items pocket,225,0x00E1,Soul Dew,Items pocket,225,0x00E1,Soul Dew,Unknown pocket
,,,,,,226,0xE2,TM34,TMs and HMs pocket,226,0x00E2,unknown,Unknown pocket,226,0x00E2,unknown,Unknown pocket,226,0x00E2,unknown,Unknown pocket,226,0x00E2,DeepSeaTooth,Items pocket,226,0x00E2,DeepSeaTooth,Items pocket,226,0x00E2,Deep Sea Tooth,Items pocket,226,0x00E2,Deep Sea Tooth,Items pocket,226,0x00E2,Deep Sea Tooth,Unknown pocket
,,,,,,227,0xE3,TM35,TMs and HMs pocket,227,0x00E3,unknown,Unknown pocket,227,0x00E3,unknown,Unknown pocket,227,0x00E3,unknown,Unknown pocket,227,0x00E3,DeepSeaScale,Items pocket,227,0x00E3,DeepSeaScale,Items pocket,227,0x00E3,Deep Sea Scale,Items pocket,227,0x00E3,Deep Sea Scale,Items pocket,227,0x00E3,Deep Sea Scale,Unknown pocket
,,,,,,228,0xE4,TM36,TMs and HMs pocket,228,0x00E4,unknown,Unknown pocket,228,0x00E4,unknown,Unknown pocket,228,0x00E4,unknown,Unknown pocket,228,0x00E4,Smoke Ball,Items pocket,228,0x00E4,Smoke Ball,Items pocket,228,0x00E4,Smoke Ball,Items pocket,228,0x00E4,Smoke Ball,Items pocket,228,0x00E4,Smoke Ball,Unknown pocket
,,,,,,229,0xE5,TM37,TMs and HMs pocket,229,0x00E5,unknown,Unknown pocket,229,0x00E5,unknown,Unknown pocket,229,0x00E5,unknown,Unknown pocket,229,0x00E5,Everstone,Items pocket,229,0x00E5,Everstone,Items pocket,229,0x00E5,Everstone,Items pocket,229,0x00E5,Everstone,Items pocket,229,0x00E5,Everstone,Unknown pocket
,,,,,,230,0xE6,TM38,TMs and HMs pocket,230,0x00E6,unknown,Unknown pocket,230,0x00E6,unknown,Unknown pocket,230,0x00E6,unknown,Unknown pocket,230,0x00E6,Focus Band,Items pocket,230,0x00E6,Focus Band,Items pocket,230,0x00E6,Focus Band,Items pocket,230,0x00E6,Focus Band,Items pocket,230,0x00E6,Focus Band,Unknown pocket
,,,,,,231,0xE7,TM39,TMs and HMs pocket,231,0x00E7,unknown,Unknown pocket,231,0x00E7,unknown,Unknown pocket,231,0x00E7,unknown,Unknown pocket,231,0x00E7,Lucky Egg,Items pocket,231,0x00E7,Lucky Egg,Items pocket,231,0x00E7,Lucky Egg,Items pocket,231,0x00E7,Lucky Egg,Items pocket,231,0x00E7,Lucky Egg,Unknown pocket
,,,,,,232,0xE8,TM40,TMs and HMs pocket,232,0x00E8,unknown,Unknown pocket,232,0x00E8,unknown,Unknown pocket,232,0x00E8,unknown,Unknown pocket,232,0x00E8,Scope Lens,Items pocket,232,0x00E8,Scope Lens,Items pocket,232,0x00E8,Scope Lens,Items pocket,232,0x00E8,Scope Lens,Items pocket,232,0x00E8,Scope Lens,Unknown pocket
,,,,,,233,0xE9,TM41,TMs and HMs pocket,233,0x00E9,unknown,Unknown pocket,233,0x00E9,unknown,Unknown pocket,233,0x00E9,unknown,Unknown pocket,233,0x00E9,Metal Coat,Items pocket,233,0x00E9,Metal Coat,Items pocket,233,0x00E9,Metal Coat,Items pocket,233,0x00E9,Metal Coat,Items pocket,233,0x00E9,Metal Coat,Unknown pocket
,,,,,,234,0xEA,TM42,TMs and HMs pocket,234,0x00EA,unknown,Unknown pocket,234,0x00EA,unknown,Unknown pocket,234,0x00EA,unknown,Unknown pocket,234,0x00EA,Leftovers,Items pocket,234,0x00EA,Leftovers,Items pocket,234,0x00EA,Leftovers,Items pocket,234,0x00EA,Leftovers,Items pocket,234,0x00EA,Leftovers,Unknown pocket
,,,,,,235,0xEB,TM43,TMs and HMs pocket,235,0x00EB,unknown,Unknown pocket,235,0x00EB,unknown,Unknown pocket,235,0x00EB,unknown,Unknown pocket,235,0x00EB,Dragon Scale,Items pocket,235,0x00EB,Dragon Scale,Items pocket,235,0x00EB,Dragon Scale,Items pocket,235,0x00EB,Dragon Scale,Items pocket,235,0x00EB,Dragon Scale,Unknown pocket
,,,,,,236,0xEC,TM44,TMs and HMs pocket,236,0x00EC,unknown,Unknown pocket,236,0x00EC,unknown,Unknown pocket,236,0x00EC,unknown,Unknown pocket,236,0x00EC,Light Ball,Items pocket,236,0x00EC,Light Ball,Items pocket,236,0x00EC,Light Ball,Items pocket,236,0x00EC,Light Ball,Items pocket,236,0x00EC,Light Ball,Unknown pocket
,,,,,,237,0xED,TM45,TMs and HMs pocket,237,0x00ED,unknown,Unknown pocket,237,0x00ED,unknown,Unknown pocket,237,0x00ED,unknown,Unknown pocket,237,0x00ED,Soft Sand,Items pocket,237,0x00ED,Soft Sand,Items pocket,237,0x00ED,Soft Sand,Items pocket,237,0x00ED,Soft Sand,Items pocket,237,0x00ED,Soft Sand,Unknown pocket
,,,,,,238,0xEE,TM46,TMs and HMs pocket,238,0x00EE,unknown,Unknown pocket,238,0x00EE,unknown,Unknown pocket,238,0x00EE,unknown,Unknown pocket,238,0x00EE,Hard Stone,Items pocket,238,0x00EE,Hard Stone,Items pocket,238,0x00EE,Hard Stone,Items pocket,238,0x00EE,Hard Stone,Items pocket,238,0x00EE,Hard Stone,Unknown pocket
,,,,,,239,0xEF,TM47,TMs and HMs pocket,239,0x00EF,unknown,Unknown pocket,239,0x00EF,unknown,Unknown pocket,239,0x00EF,unknown,Unknown pocket,239,0x00EF,Miracle Seed,Items pocket,239,0x00EF,Miracle Seed,Items pocket,239,0x00EF,Miracle Seed,Items pocket,239,0x00EF,Miracle Seed,Items pocket,239,0x00EF,Miracle Seed,Unknown pocket
,,,,,,240,0xF0,TM48,TMs and HMs pocket,240,0x00F0,unknown,Unknown pocket,240,0x00F0,unknown,Unknown pocket,240,0x00F0,unknown,Unknown pocket,240,0x00F0,BlackGlasses,Items pocket,240,0x00F0,BlackGlasses,Items pocket,240,0x00F0,Black Glasses,Items pocket,240,0x00F0,Black Glasses,Items pocket,240,0x00F0,Black Glasses,Unknown pocket
,,,,,,241,0xF1,TM49,TMs and HMs pocket,241,0x00F1,unknown,Unknown pocket,241,0x00F1,unknown,Unknown pocket,241,0x00F1,unknown,Unknown pocket,241,0x00F1,Black Belt,Items pocket,241,0x00F1,Black Belt,Items pocket,241,0x00F1,Black Belt,Items pocket,241,0x00F1,Black Belt,Items pocket,241,0x00F1,Black Belt,Unknown pocket
,,,,,,242,0xF2,TM50,TMs and HMs pocket,242,0x00F2,unknown,Unknown pocket,242,0x00F2,unknown,Unknown pocket,242,0x00F2,unknown,Unknown pocket,242,0x00F2,Magnet,Items pocket,242,0x00F2,Magnet,Items pocket,242,0x00F2,Magnet,Items pocket,242,0x00F2,Magnet,Items pocket,242,0x00F2,Magnet,Unknown pocket
,,,,,,243,0xF3,HM01,TMs and HMs pocket,243,0x00F3,unknown,Unknown pocket,243,0x00F3,unknown,Unknown pocket,243,0x00F3,unknown,Unknown pocket,243,0x00F3,Mystic Water,Items pocket,243,0x00F3,Mystic Water,Items pocket,243,0x00F3,Mystic Water,Items pocket,243,0x00F3,Mystic Water,Items pocket,243,0x00F3,Mystic Water,Unknown pocket
,,,,,,244,0xF4,HM02,TMs and HMs pocket,244,0x00F4,unknown,Unknown pocket,244,0x00F4,unknown,Unknown pocket,244,0x00F4,unknown,Unknown pocket,244,0x00F4,Sharp Beak,Items pocket,244,0x00F4,Sharp Beak,Items pocket,244,0x00F4,Sharp Beak,Items pocket,244,0x00F4,Sharp Beak,Items pocket,244,0x00F4,Sharp Beak,Unknown pocket
,,,,,,245,0xF5,HM03,TMs and HMs pocket,245,0x00F5,unknown,Unknown pocket,245,0x00F5,unknown,Unknown pocket,245,0x00F5,unknown,Unknown pocket,245,0x00F5,Poison Barb,Items pocket,245,0x00F5,Poison Barb,Items pocket,245,0x00F5,Poison Barb,Items pocket,245,0x00F5,Poison Barb,Items pocket,245,0x00F5,Poison Barb,Unknown pocket
,,,,,,246,0xF6,HM04,TMs and HMs pocket,246,0x00F6,unknown,Unknown pocket,246,0x00F6,unknown,Unknown pocket,246,0x00F6,unknown,Unknown pocket,246,0x00F6,NeverMeltIce,Items pocket,246,0x00F6,NeverMeltIce,Items pocket,246,0x00F6,Never-Melt Ice,Items pocket,246,0x00F6,Never-Melt Ice,Items pocket,246,0x00F6,Never-Melt Ice,Unknown pocket
,,,,,,247,0xF7,HM05,TMs and HMs pocket,247,0x00F7,unknown,Unknown pocket,247,0x00F7,unknown,Unknown pocket,247,0x00F7,unknown,Unknown pocket,247,0x00F7,Spell Tag,Items pocket,247,0x00F7,Spell Tag,Items pocket,247,0x00F7,Spell Tag,Items pocket,247,0x00F7,Spell Tag,Items pocket,247,0x00F7,Spell Tag,Unknown pocket
,,,,,,248,0xF8,HM06,TMs and HMs pocket,248,0x00F8,unknown,Unknown pocket,248,0x00F8,unknown,Unknown pocket,248,0x00F8,unknown,Unknown pocket,248,0x00F8,TwistedSpoon,Items pocket,248,0x00F8,TwistedSpoon,Items pocket,248,0x00F8,Twisted Spoon,Items pocket,248,0x00F8,Twisted Spoon,Items pocket,248,0x00F8,Twisted Spoon,Unknown pocket
,,,,,,249,0xF9,HM07,TMs and HMs pocket,249,0x00F9,unknown,Unknown pocket,249,0x00F9,unknown,Unknown pocket,249,0x00F9,unknown,Unknown pocket,249,0x00F9,Charcoal,Items pocket,249,0x00F9,Charcoal,Items pocket,249,0x00F9,Charcoal,Items pocket,249,0x00F9,Charcoal,Items pocket,249,0x00F9,Charcoal,Unknown pocket
,,,,,,250,0xFA,HM08,Items pocket,250,0x00FA,unknown,Unknown pocket,250,0x00FA,unknown,Unknown pocket,250,0x00FA,unknown,Unknown pocket,250,0x00FA,Dragon Fang,Items pocket,250,0x00FA,Dragon Fang,Items pocket,250,0x00FA,Dragon Fang,Items pocket,250,0x00FA,Dragon Fang,Items pocket,250,0x00FA,Dragon Fang,Unknown pocket
,,,,,,251,0xFB,HM09,Items pocket,251,0x00FB,unknown,Unknown pocket,251,0x00FB,unknown,Unknown pocket,251,0x00FB,unknown,Unknown pocket,251,0x00FB,Silk Scarf,Items pocket,251,0x00FB,Silk Scarf,Items pocket,251,0x00FB,Silk Scarf,Items pocket,251,0x00FB,Silk Scarf,Items pocket,251,0x00FB,Silk Scarf,Unknown pocket
,,,,,,252,0xFC,HM10,Items pocket,252,0x00FC,unknown,Unknown pocket,252,0x00FC,unknown,Unknown pocket,252,0x00FC,unknown,Unknown pocket,252,0x00FC,Up-Grade,Items pocket,252,0x00FC,Up-Grade,Items pocket,252,0x00FC,Up-Grade,Items pocket,252,0x00FC,Up-Grade,Items pocket,252,0x00FC,Up-Grade,Unknown pocket
,,,,,,253,0xFD,HM11,Items pocket,253,0x00FD,unknown,Unknown pocket,253,0x00FD,unknown,Unknown pocket,253,0x00FD,unknown,Unknown pocket,253,0x00FD,Shell Bell,Items pocket,253,0x00FD,Shell Bell,Items pocket,253,0x00FD,Shell Bell,Items pocket,253,0x00FD,Shell Bell,Items pocket,253,0x00FD,Shell Bell,Unknown pocket
,,,,,,254,0xFE,HM12,Items pocket,254,0x00FE,Red Scarf,Items pocket,254,0x00FE,Red Scarf,Items pocket,254,0x00FE,Red Scarf,Items pocket,254,0x00FE,Sea Incense,Items pocket,254,0x00FE,Sea Incense,Items pocket,254,0x00FE,Sea Incense,Items pocket,254,0x00FE,Sea Incense,Items pocket,254,0x00FE,Sea Incense,Unknown pocket
,,,,,,255,0xFF,Cancel,Unknown pocket,255,0x00FF,Blue Scarf,Items pocket,255,0x00FF,Blue Scarf,Items pocket,255,0x00FF,Blue Scarf,Items pocket,255,0x00FF,Lax Incense,Items pocket,255,0x00FF,Lax Incense,Items pocket,255,0x00FF,Lax Incense,Items pocket,255,0x00FF,Lax Incense,Items pocket,255,0x00FF,Lax Incense,Unknown pocket
,,,,,,,,,,256,0x0100,Pink Scarf,Items pocket,256,0x0100,Pink Scarf,Items pocket,256,0x0100,Pink Scarf,Items pocket,256,0x0100,Lucky Punch,Items pocket,256,0x0100,Lucky Punch,Items pocket,256,0x0100,Lucky Punch,Items pocket,256,0x0100,Lucky Punch,Items pocket,256,0x0100,Lucky Punch,Unknown pocket
,,,,,,,,,,257,0x0101,Green Scarf,Items pocket,257,0x0101,Green Scarf,Items pocket,257,0x0101,Green Scarf,Items pocket,257,0x0101,Metal Powder,Items pocket,257,0x0101,Metal Powder,Items pocket,257,0x0101,Metal Powder,Items pocket,257,0x0101,Metal Powder,Items pocket,257,0x0101,Metal Powder,Unknown pocket
,,,,,,,,,,258,0x0102,Yellow Scarf,Items pocket,258,0x0102,Yellow Scarf,Items pocket,258,0x0102,Yellow Scarf,Items pocket,258,0x0102,Thick Club,Items pocket,258,0x0102,Thick Club,Items pocket,258,0x0102,Thick Club,Items pocket,258,0x0102,Thick Club,Items pocket,258,0x0102,Thick Club,Unknown pocket
,,,,,,,,,,259,0x0103,Mach Bike,Key items pocket,259,0x0103,unknown,Unknown pocket,259,0x0103,unknown,Unknown pocket,259,0x0103,Stick,Items pocket,259,0x0103,Stick,Items pocket,259,0x0103,Stick,Items pocket,259,0x0103,Stick,Items pocket,259,0x0103,Stick,Unknown pocket
,,,,,,,,,,260,0x0104,Coin Case,Key items pocket,260,0x0104,unknown,Unknown pocket,260,0x0104,unknown,Unknown pocket,260,0x0104,Red Scarf,Items pocket,260,0x0104,Red Scarf,Items pocket,260,0x0104,Red Scarf,Items pocket,260,0x0104,Red Scarf,Items pocket,260,0x0104,Red Scarf,Unknown pocket
,,,,,,,,,,261,0x0105,Itemfinder,Key items pocket,261,0x0105,unknown,Unknown pocket,261,0x0105,unknown,Unknown pocket,261,0x0105,Blue Scarf,Items pocket,261,0x0105,Blue Scarf,Items pocket,261,0x0105,Blue Scarf,Items pocket,261,0x0105,Blue Scarf,Items pocket,261,0x0105,Blue Scarf,Unknown pocket
,,,,,,,,,,262,0x0106,Old Rod,Key items pocket,262,0x0106,unknown,Unknown pocket,262,0x0106,unknown,Unknown pocket,262,0x0106,Pink Scarf,Items pocket,262,0x0106,Pink Scarf,Items pocket,262,0x0106,Pink Scarf,Items pocket,262,0x0106,Pink Scarf,Items pocket,262,0x0106,Pink Scarf,Unknown pocket
,,,,,,,,,,263,0x0107,Good Rod,Key items pocket,263,0x0107,unknown,Unknown pocket,263,0x0107,unknown,Unknown pocket,263,0x0107,Green Scarf,Items pocket,263,0x0107,Green Scarf,Items pocket,263,0x0107,Green Scarf,Items pocket,263,0x0107,Green Scarf,Items pocket,263,0x0107,Green Scarf,Unknown pocket
,,,,,,,,,,264,0x0108,Super Rod,Key items pocket,264,0x0108,unknown,Unknown pocket,264,0x0108,unknown,Unknown pocket,264,0x0108,Yellow Scarf,Items pocket,264,0x0108,Yellow Scarf,Items pocket,264,0x0108,Yellow Scarf,Items pocket,264,0x0108,Yellow Scarf,Items pocket,264,0x0108,Yellow Scarf,Unknown pocket
,,,,,,,,,,265,0x0109,S.S. Ticket,Key items pocket,265,0x0109,unknown,Unknown pocket,265,0x0109,unknown,Unknown pocket,265,0x0109,Wide Lens,Items pocket,265,0x0109,Wide Lens,Items pocket,265,0x0109,Wide Lens,Items pocket,265,0x0109,Wide Lens,Items pocket,265,0x0109,Wide Lens,Unknown pocket
,,,,,,,,,,266,0x010A,Contest Pass,Key items pocket,266,0x010A,unknown,Unknown pocket,266,0x010A,unknown,Unknown pocket,266,0x010A,Muscle Band,Items pocket,266,0x010A,Muscle Band,Items pocket,266,0x010A,Muscle Band,Items pocket,266,0x010A,Muscle Band,Items pocket,266,0x010A,Muscle Band,Unknown pocket
,,,,,,,,,,267,0x010B,unknown,Unknown pocket,267,0x010B,unknown,Unknown pocket,267,0x010B,unknown,Unknown pocket,267,0x010B,Wise Glasses,Items pocket,267,0x010B,Wise Glasses,Items pocket,267,0x010B,Wise Glasses,Items pocket,267,0x010B,Wise Glasses,Items pocket,267,0x010B,Wise Glasses,Unknown pocket
,,,,,,,,,,268,0x010C,Wailmer Pail,Key items pocket,268,0x010C,unknown,Unknown pocket,268,0x010C,unknown,Unknown pocket,268,0x010C,Expert Belt,Items pocket,268,0x010C,Expert Belt,Items pocket,268,0x010C,Expert Belt,Items pocket,268,0x010C,Expert Belt,Items pocket,268,0x010C,Expert Belt,Unknown pocket
,,,,,,,,,,269,0x010D,Devon Goods,Key items pocket,269,0x010D,unknown,Unknown pocket,269,0x010D,unknown,Unknown pocket,269,0x010D,Light Clay,Items pocket,269,0x010D,Light Clay,Items pocket,269,0x010D,Light Clay,Items pocket,269,0x010D,Light Clay,Items pocket,269,0x010D,Light Clay,Unknown pocket
,,,,,,,,,,270,0x010E,Soot Sack,Key items pocket,270,0x010E,unknown,Unknown pocket,270,0x010E,unknown,Unknown pocket,270,0x010E,Life Orb,Items pocket,270,0x010E,Life Orb,Items pocket,270,0x010E,Life Orb,Items pocket,270,0x010E,Life Orb,Items pocket,270,0x010E,Life Orb,Unknown pocket
,,,,,,,,,,271,0x010F,Basement Key,Key items pocket,271,0x010F,unknown,Unknown pocket,271,0x010F,unknown,Unknown pocket,271,0x010F,Power Herb,Items pocket,271,0x010F,Power Herb,Items pocket,271,0x010F,Power Herb,Items pocket,271,0x010F,Power Herb,Items pocket,271,0x010F,Power Herb,Unknown pocket
,,,,,,,,,,272,0x0110,Acro Bike,Key items pocket,272,0x0110,unknown,Unknown pocket,272,0x0110,unknown,Unknown pocket,272,0x0110,Toxic Orb,Items pocket,272,0x0110,Toxic Orb,Items pocket,272,0x0110,Toxic Orb,Items pocket,272,0x0110,Toxic Orb,Items pocket,272,0x0110,Toxic Orb,Unknown pocket
,,,,,,,,,,273,0x0111,Pokéblock Case,Key items pocket,273,0x0111,unknown,Unknown pocket,273,0x0111,unknown,Unknown pocket,273,0x0111,Flame Orb,Items pocket,273,0x0111,Flame Orb,Items pocket,273,0x0111,Flame Orb,Items pocket,273,0x0111,Flame Orb,Items pocket,273,0x0111,Flame Orb,Unknown pocket
,,,,,,,,,,274,0x0112,Letter,Key items pocket,274,0x0112,unknown,Unknown pocket,274,0x0112,unknown,Unknown pocket,274,0x0112,Quick Powder,Items pocket,274,0x0112,Quick Powder,Items pocket,274,0x0112,Quick Powder,Items pocket,274,0x0112,Quick Powder,Items pocket,274,0x0112,Quick Powder,Unknown pocket
,,,,,,,,,,275,0x0113,Eon Ticket,Key items pocket,275,0x0113,unknown,Unknown pocket,275,0x0113,unknown,Unknown pocket,275,0x0113,Focus Sash,Items pocket,275,0x0113,Focus Sash,Items pocket,275,0x0113,Focus Sash,Items pocket,275,0x0113,Focus Sash,Items pocket,275,0x0113,Focus Sash,Unknown pocket
,,,,,,,,,,276,0x0114,Red Orb,Key items pocket,276,0x0114,unknown,Unknown pocket,276,0x0114,unknown,Unknown pocket,276,0x0114,Zoom Lens,Items pocket,276,0x0114,Zoom Lens,Items pocket,276,0x0114,Zoom Lens,Items pocket,276,0x0114,Zoom Lens,Items pocket,276,0x0114,Zoom Lens,Unknown pocket
,,,,,,,,,,277,0x0115,Blue Orb,Key items pocket,277,0x0115,unknown,Unknown pocket,277,0x0115,unknown,Unknown pocket,277,0x0115,Metronome,Items pocket,277,0x0115,Metronome,Items pocket,277,0x0115,Metronome,Items pocket,277,0x0115,Metronome,Items pocket,277,0x0115,Metronome,Unknown pocket
,,,,,,,,,,278,0x0116,Scanner,Key items pocket,278,0x0116,unknown,Unknown pocket,278,0x0116,unknown,Unknown pocket,278,0x0116,Iron Ball,Items pocket,278,0x0116,Iron Ball,Items pocket,278,0x0116,Iron Ball,Items pocket,278,0x0116,Iron Ball,Items pocket,278,0x0116,Iron Ball,Unknown pocket
,,,,,,,,,,279,0x0117,Go-Goggles,Key items pocket,279,0x0117,unknown,Unknown pocket,279,0x0117,unknown,Unknown pocket,279,0x0117,Lagging Tail,Items pocket,279,0x0117,Lagging Tail,Items pocket,279,0x0117,Lagging Tail,Items pocket,279,0x0117,Lagging Tail,Items pocket,279,0x0117,Lagging Tail,Unknown pocket
,,,,,,,,,,280,0x0118,Meteorite,Key items pocket,280,0x0118,unknown,Unknown pocket,280,0x0118,unknown,Unknown pocket,280,0x0118,Destiny Knot,Items pocket,280,0x0118,Destiny Knot,Items pocket,280,0x0118,Destiny Knot,Items pocket,280,0x0118,Destiny Knot,Items pocket,280,0x0118,Destiny Knot,Unknown pocket
,,,,,,,,,,281,0x0119,Rm. 1 Key,Key items pocket,281,0x0119,unknown,Unknown pocket,281,0x0119,unknown,Unknown pocket,281,0x0119,Black Sludge,Items pocket,281,0x0119,Black Sludge,Items pocket,281,0x0119,Black Sludge,Items pocket,281,0x0119,Black Sludge,Items pocket,281,0x0119,Black Sludge,Unknown pocket
,,,,,,,,,,282,0x011A,Rm. 2 Key,Key items pocket,282,0x011A,unknown,Unknown pocket,282,0x011A,unknown,Unknown pocket,282,0x011A,Icy Rock,Items pocket,282,0x011A,Icy Rock,Items pocket,282,0x011A,Icy Rock,Items pocket,282,0x011A,Icy Rock,Items pocket,282,0x011A,Icy Rock,Unknown pocket
,,,,,,,,,,283,0x011B,Rm. 4 Key,Key items pocket,283,0x011B,unknown,Unknown pocket,283,0x011B,unknown,Unknown pocket,283,0x011B,Smooth Rock,Items pocket,283,0x011B,Smooth Rock,Items pocket,283,0x011B,Smooth Rock,Items pocket,283,0x011B,Smooth Rock,Items pocket,283,0x011B,Smooth Rock,Unknown pocket
,,,,,,,,,,284,0x011C,Rm. 6 Key,Key items pocket,284,0x011C,unknown,Unknown pocket,284,0x011C,unknown,Unknown pocket,284,0x011C,Heat Rock,Items pocket,284,0x011C,Heat Rock,Items pocket,284,0x011C,Heat Rock,Items pocket,284,0x011C,Heat Rock,Items pocket,284,0x011C,Heat Rock,Unknown pocket
,,,,,,,,,,285,0x011D,Storage Key,Key items pocket,285,0x011D,unknown,Unknown pocket,285,0x011D,unknown,Unknown pocket,285,0x011D,Damp Rock,Items pocket,285,0x011D,Damp Rock,Items pocket,285,0x011D,Damp Rock,Items pocket,285,0x011D,Damp Rock,Items pocket,285,0x011D,Damp Rock,Unknown pocket
,,,,,,,,,,286,0x011E,Root Fossil,Key items pocket,286,0x011E,unknown,Unknown pocket,286,0x011E,unknown,Unknown pocket,286,0x011E,Grip Claw,Items pocket,286,0x011E,Grip Claw,Items pocket,286,0x011E,Grip Claw,Items pocket,286,0x011E,Grip Claw,Items pocket,286,0x011E,Grip Claw,Unknown pocket
,,,,,,,,,,287,0x011F,Claw Fossil,Key items pocket,287,0x011F,unknown,Unknown pocket,287,0x011F,unknown,Unknown pocket,287,0x011F,Choice Scarf,Items pocket,287,0x011F,Choice Scarf,Items pocket,287,0x011F,Choice Scarf,Items pocket,287,0x011F,Choice Scarf,Items pocket,287,0x011F,Choice Scarf,Unknown pocket
,,,,,,,,,,288,0x0120,Devon Scope,Key items pocket,288,0x0120,unknown,Unknown pocket,288,0x0120,unknown,Unknown pocket,288,0x0120,Sticky Barb,Items pocket,288,0x0120,Sticky Barb,Items pocket,288,0x0120,Sticky Barb,Items pocket,288,0x0120,Sticky Barb,Items pocket,288,0x0120,Sticky Barb,Unknown pocket
,,,,,,,,,,289,0x0121,TM01,TMs and HMs pocket,289,0x0121,TM01,TMs and HMs pocket,289,0x0121,TM01,TMs and HMs pocket,289,0x0121,Power Bracer,Items pocket,289,0x0121,Power Bracer,Items pocket,289,0x0121,Power Bracer,Items pocket,289,0x0121,Power Bracer,Items pocket,289,0x0121,Power Bracer,Unknown pocket
,,,,,,,,,,290,0x0122,TM02,TMs and HMs pocket,290,0x0122,TM02,TMs and HMs pocket,290,0x0122,TM02,TMs and HMs pocket,290,0x0122,Power Belt,Items pocket,290,0x0122,Power Belt,Items pocket,290,0x0122,Power Belt,Items pocket,290,0x0122,Power Belt,Items pocket,290,0x0122,Power Belt,Unknown pocket
,,,,,,,,,,291,0x0123,TM03,TMs and HMs pocket,291,0x0123,TM03,TMs and HMs pocket,291,0x0123,TM03,TMs and HMs pocket,291,0x0123,Power Lens,Items pocket,291,0x0123,Power Lens,Items pocket,291,0x0123,Power Lens,Items pocket,291,0x0123,Power Lens,Items pocket,291,0x0123,Power Lens,Unknown pocket
,,,,,,,,,,292,0x0124,TM04,TMs and HMs pocket,292,0x0124,TM04,TMs and HMs pocket,292,0x0124,TM04,TMs and HMs pocket,292,0x0124,Power Band,Items pocket,292,0x0124,Power Band,Items pocket,292,0x0124,Power Band,Items pocket,292,0x0124,Power Band,Items pocket,292,0x0124,Power Band,Unknown pocket
