ID,Name,English,Japanese,Romaji,French,German,Italian,Spanish,Korean,Chinese,ID,Name,Cat_EN,Cat_JP,CAT_JP_T
568,Trubbish,Trash Bag,ゴミぶくろ,Gomi Bukuro,Sac Poubelle,Mülltüte,Spazzatura,Bolsabasura,쓰레기봉투 Sseuregi Bongtu,垃圾袋 Lèsèdài / Lājīdài / Laahpkāpdoih,568,Trubbish,Trash Bag Pokémon,ゴミぶくろポケモン,Garbage Bag Pokémon
569,Garbodor,Trash Heap,ゴミすてば,Gomi Suteba,Dépotoir,Müllhalde,Discarica,Vertedero,쓰레기장 Sseuregi Jang,垃圾場 / 垃圾场 Lèsèchǎng / Lājīchǎng / Laahpkāpchèuhng,569,Garbodor,Trash Heap Pokémon,ゴミすてばポケモン,Garbage Dump Pokémon
570,Zorua,Tricky Fox,わるぎつね,Waru Gitsune,Sombrenard,Lausefuchs,Malavolpe,Zorropillo,나쁜여우 Nappeun Yeou,惡狐 / 恶狐 Èhú / Ngokwùh,570,Zorua,Tricky Fox Pokémon,わるぎつねポケモン,Evil Fox Pokémon
571,Zoroark,Illusion Fox,ばけぎつね,Bake Gitsune,Polymorfox,Polymorfuchs,Mutevolpe,Disfrazorro,요괴여우 Yogoe Yeou,妖狐 Yāohú / Yīuwùh,571,Zoroark,Illusion Fox Pokémon,ばけぎつねポケモン,Illusory Fox Pokémon
572,Minccino,Chinchilla,チンチラ,Chinchira,Chinchilla,Chinchilla,Cincillà,Chinchilla,친칠라 Chinchilla,栗鼠 Lìshǔ / Leuhtsyú,572,Minccino,Chinchilla Pokémon,チンチラポケモン,Chinchilla Pokémon
573,Cinccino,Scarf,スカーフ,Sukāfu,Écharpe,Schal,Sciarpa,Estola,스카프 Scarf,圍巾 / 围巾 Wéijīn / Wàihgān,573,Cinccino,Scarf Pokémon,スカーフポケモン,Scarf Pokémon
574,Gothita,Fixation,ぎょうし,Gyōshi,Dévisageur,Glotz,Fissosguardo,Inquisitivo,응시 Eungsi,凝視 / 凝视 Níngshì / Yìhngsih,574,Gothita,Fixation Pokémon,ぎょうしポケモン,Stare Pokémon
575,Gothorita,Manipulate,あやつり,Ayatsuri,Magouilleur,Manipulator,Raggiro,Manipulador,조작 Jojak,操縱 / 操纵 Cāozòng / Chōujūng,575,Gothorita,Manipulate Pokémon,あやつりポケモン,Manipulation Pokémon
576,Gothitelle,Astral Body,てんたい,Tentai,Cosmique,Gestirn,Corpoceleste,Astro,천체 Cheonche,天體 / 天体 Tiāntǐ / Tīntái,576,Gothitelle,Astral Body Pokémon,てんたいポケモン,Heavenly Body Pokémon
577,Solosis,Cell,さいぼう,Saibō,Cellule,Zelle,Cellula,Célula,세포 Sepo,細胞 / 细胞 Xìbāo / Saibāau,577,Solosis,Cell Pokémon,さいぼうポケモン,Cell Pokémon
578,Duosion,Mitosis,ぶんかつ,Bunkatsu,Divisé,Zellteilung,Scissione,Mitosis,분할 Bunhal,分割 Fēngē / Fāngot,578,Duosion,Mitosis Pokémon,ぶんかつポケモン,Mitosis Pokémon
579,Reuniclus,Multiplying,ぞうふく,Zōfuku,Multiplié,Vermehrung,Espansione,Ampliación,증폭 Jeungpok,增幅 Zēngfú / Jāngfūk,579,Reuniclus,Multiplying Pokémon,ぞうふくポケモン,Amplification Pokémon
580,Ducklett,Water Bird,みずどり,Mizutori,Oiseaudo,Wasservogel,Alacquatico,Ave Agua,물새 Mul Sae,水鳥 / 水鸟 Shuǐniǎo / Séuiníuh,580,Ducklett,Water Bird Pokémon,みずどりポケモン,Waterfowl Pokémon
581,Swanna,White Bird,しらとり,Shiratori,Cygne,Schwan,Biancuccello,Cisne,백조 Baek Jo,白鳥 / 白鸟 Báiniǎo / Baahkníuh,581,Swanna,White Bird Pokémon,しらとりポケモン,Swan Pokémon
582,Vanillite,Fresh Snow,しんせつ,Shinsetsu,Poudreuse,Neuschnee,Nevefresca,Nieve Fresca,신설 Sin Seol,新雪 Xīnxuě / Sānsyut,582,Vanillite,Fresh Snow Pokémon,しんせつポケモン,Fresh Snow Pokémon
583,Vanillish,Icy Snow,ひょうせつ,Hyōsetsu,Grêle,Firn,Geloneve,Nieve Helada,빙설 Bing Seol,冰雪 Bīngxuě / Bīngsyut,583,Vanillish,Icy Snow Pokémon,ひょうせつポケモン,Ice and Snow Pokémon
584,Vanilluxe,Snowstorm,ブリザード,Burizādo,Congère,Schneesturm,Bufera,Nieve Gélida,블리자드 Beullijadeu,暴風雪 / 暴风雪 Bàofēngxuě / Bouhfūngsyut,584,Vanilluxe,Snowstorm Pokémon,ブリザードポケモン,Blizzard Pokémon
585,Deerling,Season,きせつ,Kisetsu,Saison,Jahreszeit,Stagione,Estacional,계절 Gyejeol,季節 / 季节 Jìjié / Gwaijit,585,Deerling,Season Pokémon,きせつポケモン,Seasonal Pokémon
586,Sawsbuck,Season,きせつ,Kisetsu,Saison,Jahreszeit,Stagione,Estacional,계절 Gyejeol,季節 / 季节 Jìjié / Gwaijit,586,Sawsbuck,Season Pokémon,きせつポケモン,Seasonal Pokémon
587,Emolga,Sky Squirrel,モモンガ,Momonga,Pteromys,Flughörnchen,Petauro,Vuelardilla,하늘다람쥐 Haneul Daramjwi,飛鼠 / 飞鼠 Fēishǔ / Fēisyú,587,Emolga,Sky Squirrel Pokémon,モモンガポケモン,Flying Squirrel Pokémon
588,Karrablast,Clamping,かぶりつき,Kaburitsuki,Carabe,Schnappbiss,Addentatore,Bocado,덥석물기 Deopseongmulgi,啃咬 Kěnyǎo / Hángngáauh,588,Karrablast,Clamping Pokémon,かぶりつきポケモン,Bite Down Pokémon
589,Escavalier,Cavalry,きへい,Kihei,Chevalier,Kavallerie,Cavaliere,Soldado,기병 Gibyeong,騎兵 / 骑兵 Qíbīng / Geihbīng,589,Escavalier,Cavalry Pokémon,きへいポケモン,Cavalry Pokémon
590,Foongus,Mushroom,きのこ,Kinoko,Champignon,Pilz,Fungo,Hongo,버섯 Beoseot,蘑菇 Mógū / Mòhgū,590,Foongus,Mushroom Pokémon,きのこポケモン,Mushroom Pokémon
591,Amoonguss,Mushroom,きのこ,Kinoko,Champignon,Pilz,Fungo,Hongo,버섯 Beoseot,蘑菇 Mógū / Mòhgū,591,Amoonguss,Mushroom Pokémon,きのこポケモン,Mushroom Pokémon
592,Frillish,Floating,ふゆう,Fuyū,Flottaison,Gleit,Fluttuante,Ingrávido,부유 Buyu,漂浮 Piāofú / Pīufàuh,592,Frillish,Floating Pokémon,ふゆうポケモン,Floating Pokémon
593,Jellicent,Floating,ふゆう,Fuyū,Flottaison,Gleit,Fluttuante,Ingrávido,부유 Buyu,漂浮 Piāofú / Pīufàuh,593,Jellicent,Floating Pokémon,ふゆうポケモン,Floating Pokémon
594,Alomomola,Caring,かいほう,Kaihō,Soigneur,Fürsorge,Assistenza,Socorrista,돌보기 Dolbogi,看護 / 看护 Kānhù / Hōnwuh,594,Alomomola,Caring Pokémon,かいほうポケモン,Nursing Pokémon
595,Joltik,Attaching,くっつき,Kuttsuki,Crampon,Kleben,Appiccicante,Lapa,들러붙기 Deulleobutgi,吸附 Xīfù / Kāpfuh,595,Joltik,Attaching Pokémon,くっつきポケモン,Clinging Pokémon
596,Galvantula,EleSpider,でんきグモ,Denki Gumo,Araclectrik,Stromspinne,Elettroragno,Electroaraña,전기거미 Jeon-gi Geomi,電蜘蛛 / 电蜘蛛 Diànzhīzhū / Dihnjījyū,596,Galvantula,EleSpider Pokémon,でんきグモポケモン,Electric Spider Pokémon
597,Ferroseed,Thorn Seed,とげのみ,Toge no Mi,Graine Épine,Dornfrucht,Spinaseme,Fruto Espina,가시열매 Gasi Yeolmae,刺果 Cìguǒ / Chigú,597,Ferroseed,Thorn Seed Pokémon,とげのみポケモン,Spike Seed Pokémon
598,Ferrothorn,Thorn Pod,とげだま,Toge Dama,Boule Épine,Dornkugel,Spinasfere,Bola Espina,가시공 Gasi Gong,刺球 Cìqiú / Chikàuh,598,Ferrothorn,Thorn Pod Pokémon,とげだまポケモン,Spike Ball Pokémon
599,Klink,Gear,はぐるま,Haguruma,Engrenage,Getriebe,Ingranaggio,Engranaje,톱니바퀴 Tomnibakwi,齒輪 / 齿轮 Chǐlún / Chílèuhn,599,Klink,Gear Pokémon,はぐるまポケモン,Gear Pokémon
600,Klang,Gear,はぐるま,Haguruma,Engrenage,Getriebe,Ingranaggio,Engranaje,톱니바퀴 Tomnibakwi,齒輪 / 齿轮 Chǐlún / Chílèuhn,600,Klang,Gear Pokémon,はぐるまポケモン,Gear Pokémon
601,Klinklang,Gear,はぐるま,Haguruma,Engrenage,Getriebe,Ingranaggio,Engranaje,톱니바퀴 Tomnibakwi,齒輪 / 齿轮 Chǐlún / Chílèuhn,601,Klinklang,Gear Pokémon,はぐるまポケモン,Gear Pokémon
602,Tynamo,EleFish,でんきうお,Denki Uo,Électrophore,Stromfisch,Elettropesce,Electropez,전기물고기 Jeon-gi Mulgogi,電魚 / 电鱼 Diànyú / Dihnyùh,602,Tynamo,EleFish Pokémon,でんきうおポケモン,Electric Fish Pokémon
603,Eelektrik,EleFish,でんきうお,Denki Uo,Électrophore,Stromfisch,Elettropesce,Electropez,전기물고기 Jeon-gi Mulgogi,電魚 / 电鱼 Diànyú / Dihnyùh,603,Eelektrik,EleFish Pokémon,でんきうおポケモン,Electric Fish Pokémon
604,Eelektross,EleFish,でんきうお,Denki Uo,Électrophore,Stromfisch,Elettropesce,Electropez,전기물고기 Jeon-gi Mulgogi,電魚 / 电鱼 Diànyú / Dihnyùh,604,Eelektross,EleFish Pokémon,でんきうおポケモン,Electric Fish Pokémon
605,Elgyem,Cerebral,ブレイン,Burein,Cerveau,Grips,Cervello,Cerebro,브레인 Brain,腦 / 脑 Nǎo / Nóuh,605,Elgyem,Cerebral Pokémon,ブレインポケモン,Brain Pokémon
606,Beheeyem,Cerebral,ブレイン,Burein,Cerveau,Grips,Cervello,Cerebro,브레인 Brain,腦 / 脑 Nǎo / Nóuh,606,Beheeyem,Cerebral Pokémon,ブレインポケモン,Brain Pokémon
607,Litwick,Candle,ろうそく,Rōsoku,Chandelle,Kerze,Candela,Vela,양초 Yangcho,蠟燭 / 蜡烛 Làzhú / Laahpjūk,607,Litwick,Candle Pokémon,ろうそくポケモン,Candle Pokémon
608,Lampent,Lamp,ランプ,Ranpu,Lampe,Lampe,Lanterna,Farolillo,램프 Lamp,油燈 / 油灯 Yóudēng / Yàuhdāng,608,Lampent,Lamp Pokémon,ランプポケモン,Lamp Pokémon
609,Chandelure,Luring,いざない,Izanai,Invitation,Geleit,Attiranime,Señuelo,권유 Kwonyu,引誘 / 引诱 Yǐnyòu / Yáhnyáuh,609,Chandelure,Luring Pokémon,いざないポケモン,Temptation Pokémon
610,Axew,Tusk,キバ,Kiba,Crocs,Stoßzahn,Zanna,Colmillo,이빨 Ippal,牙 Yá / Ngàh,610,Axew,Tusk Pokémon,キバポケモン,Tusk Pokémon
611,Fraxure,Axe Jaw,あごオノ,Ago Ono,Hachomenton,Beilkiefer,Mascellascia,Boca Hacha,도끼턱 Dokki Teok,顎斧 / 颚斧 Èfǔ / Ngohkfú,611,Fraxure,Axe Jaw Pokémon,あごオノポケモン,Jaw Ax Pokémon
612,Haxorus,Axe Jaw,あごオノ,Ago Ono,Hachomenton,Beilkiefer,Mascellascia,Boca Hacha,도끼턱 Dokki Teok,顎斧 / 颚斧 Èfǔ / Ngohkfú,612,Haxorus,Axe Jaw Pokémon,あごオノポケモン,Jaw Ax Pokémon
613,Cubchoo,Chill,ひょうけつ,Hyōketsu,Gelé,Eisscholle,Freddo,Congelación,빙결 Binggyeol,結冰 / 结冰 Jiébīng / Gitbīng,613,Cubchoo,Chill Pokémon,ひょうけつポケモン,Freezing Pokémon
614,Beartic,Freezing,とうけつ,Tōketsu,Congelé,Packeis,Glaciale,Glaciación,동결 Donggyeol,凍結 / 冻结 Dòngjié / Dūnggit,614,Beartic,Freezing Pokémon,とうけつポケモン,Frozen Pokémon
615,Cryogonal,Crystallizing,けっしょう,Kesshō,Cristal,Kristall,Cristallo,Cristal,결정 Gyeoljeong,結晶 / 结晶 Jiéjīng / Gitjīng,615,Cryogonal,Crystallizing Pokémon,けっしょうポケモン,Crystal Pokémon
616,Shelmet,Snail,マイマイ,Maimai,Escargot,Schnecke,Lumachina,Caracol,달팽이 Dalpaeng-i,蝸牛 / 蜗牛 Guāniú / Wōniú / Wā'ngàuh,616,Shelmet,Snail Pokémon,マイマイポケモン,Snail Pokémon
617,Accelgor,Shell Out,からぬけ,Karanuke,Exuviateur,Entschalung,Sgusciato,Sincaparazón,탈껍질 Talkkeopjil,脫殼 / 脱壳 Tuōké / Tyuthok,617,Accelgor,Shell Out Pokémon,からぬけポケモン,Deshelled Pokémon
618,Stunfisk,Trap,トラップ,Torappu,Piège,Falle,Trappola,Trampa,트랩 Trap,陷阱 Xiànjǐng / Haahmjihng,618,Stunfisk,Trap Pokémon,トラップポケモン,Trap Pokémon
619,Mienfoo,Martial Arts,ぶじゅつ,Bujutsu,Art Martial,Kampfkünste,Marziale,Arte Marcial,무술 Musul,武術 / 武术 Wǔshù / Móuhseuht,619,Mienfoo,Martial Arts Pokémon,ぶじゅつポケモン,Martial Arts Pokémon
620,Mienshao,Martial Arts,ぶじゅつ,Bujutsu,Art Martial,Kampfkünste,Marziale,Arte Marcial,무술 Musul,武術 / 武术 Wǔshù / Móuhseuht,620,Mienshao,Martial Arts Pokémon,ぶじゅつポケモン,Martial Arts Pokémon
621,Druddigon,Cave,ほらあな,Horaana,Caverne,Höhle,Grotta,Cueva,동굴 Donggul,洞穴 Dòngxué / Duhngyuht,621,Druddigon,Cave Pokémon,ほらあなポケモン,Cave Pokémon
622,Golett,Automaton,ゴーレム,Gōremu,Golem Ancien,Urgolem,Statuanimata,Autómata,골렘 Golem,魔像 Móxiàng / Mōjeuhng,622,Golett,Automaton Pokémon,ゴーレムポケモン,Golem Pokémon
623,Golurk,Automaton,ゴーレム,Gōremu,Golem Ancien,Urgolem,Statuanimata,Autómata,골렘 Golem,魔像 Móxiàng / Mōjeuhng,623,Golurk,Automaton Pokémon,ゴーレムポケモン,Golem Pokémon
624,Pawniard,Sharp Blade,はもの,Wamono,Coupant,Stahlklinge,Lamaffilata,Tajo,날붙이 Nalbut-i,利器 Lìqì / Leihhei,624,Pawniard,Sharp Blade Pokémon,はものポケモン,Sharp Edge Pokémon
625,Bisharp,Sharp Sword,とうじん,Tōjin,Tranchant,Schwertklinge,Fildilama,Filo,도인 Do-in,刀刃 Dāorèn / Dōuyahn,625,Bisharp,Sword Blade Pokémon,とうじんポケモン,Sword Blade Pokémon
626,Bouffalant,Bash Buffalo,ずつきうし,Zutsuki Ushi,Coup d'Bœuf,Kopfstoßrind,Sfondatoro,Torocabezazo,박치기소 Bakchigi So,頭錘牛 / 头锤牛 Tóuchuíniú / Tàuhchèuih'ngàuh,626,Bouffalant,Bash Buffalo Pokémon,ずつきうしポケモン,Headbutt Bull Pokémon
627,Rufflet,Eaglet,ヒナわし,Hinawashi,Aiglon,Adlerküken,Aquilotto,Aguilucho,새끼독수리 Saekkidoksuri,雛鷹 / 雏鹰 Chúyīng / Chōyīng,627,Rufflet,Eaglet Pokémon,ヒナわしポケモン,Eaglet Pokémon
628,Braviary,Valiant,ゆうもう,Yūmō,Vaillant,Kühnheit,Baldanza,Aguerrido,용맹 Yongmaeng,勇猛 Yǒngměng / Yúhngmáahng,628,Braviary,Valiant Pokémon,ゆうもうポケモン,Daring Pokémon
629,Vullaby,Diapered,おむつ,Omutsu,Couche,Windel,Pannolino,Pañal,기저귀 Gijeogwi,尿布 Niàobù / Niuhbou,629,Vullaby,Diapered Pokémon,おむつポケモン,Diaper Pokémon
630,Mandibuzz,Bone Vulture,ほねわし,Hone Washi,Vostour,Knochenadler,Ossaquila,Aguilahueso,뼈독수리 Ppyeo Doksuri,骨鷹 / 骨鹰 Gǔyīng / Gwātyīng,630,Mandibuzz,Bone Vulture Pokémon,ほねわしポケモン,Bone Eagle Pokémon
631,Heatmor,Anteater,アリクイ,Arikui,Tamanoir,Ameisenbär,Formichiere,Hormiguero,개미핥기 Gaemihalggi,食蟻獸 / 食蚁兽 Shíyǐshòu / Yih'ngáihsau,631,Heatmor,Anteater Pokémon,アリクイポケモン,Anteater Pokémon
632,Durant,Iron Ant,てつアリ,Tetsu Ari,Fourmi Dure,Eisenameise,Ferformica,Hormigacero,철개미 Cheol Gaemi,鐵蟻 / 铁蚁 Tiěyǐ / Titngáih,632,Durant,Iron Ant Pokémon,てつアリポケモン,Iron Ant Pokémon
633,Deino,Irate,そぼう,Sobō,Rude,Haudrauf,Impeto,Tosco,폭거 Pokgeo,粗魯 / 粗鲁 Cūlǔ / Chōulóuh,633,Deino,Irate Pokémon,そぼうポケモン,Wild Pokémon
634,Zweilous,Hostile,らんぼう,Ranbō,Violent,Grobheit,Irruenza,Violento,흉포 Hyungpo,粗暴 Cūbào / Chōubouh,634,Zweilous,Hostile Pokémon,らんぼうポケモン,Violent Pokémon
635,Hydreigon,Brutal,きょうぼう,Kyōbō,Brutal,Brutal,Brutale,Voraz,난폭 Nanpok,凶暴 Xiōngbào / Hūngbouh,635,Hydreigon,Brutal Pokémon,きょうぼうポケモン,Brutal Pokémon
636,Larvesta,Torch,たいまつ,Taimatsu,Torche,Fackel,Torcia,Antorcha,횃불 Hwaetbul,火炬 Huǒjù / Fógeuih,636,Larvesta,Torch Pokémon,たいまつポケモン,Torch Pokémon
637,Volcarona,Sun,たいよう,Taiyō,Soleil,Sonne,Sole,Sol,태양 Taeyang,太陽 / 太阳 Tàiyáng / Taaiyèuhng,637,Volcarona,Sun Pokémon,たいようポケモン,Sun Pokémon
638,Cobalion,Iron Will,てっしん,Tesshin,Cœur de Fer,Eisenkern,Metalcuore,Tesón Acero,철심 Cheol Sim,鐵心 / 铁心 Tiěxīn / Titsām,638,Cobalion,Iron Will Pokémon,てっしんポケモン,Iron Will Pokémon
639,Terrakion,Cavern,がんくつ,Gankutsu,Grotte,Felsenhöhle,Caverna,Gruta,암굴 Amgul,岩窟 Yánkū / Ngàahmfāt,639,Terrakion,Cavern Pokémon,がんくつポケモン,Cavern Pokémon
640,Virizion,Grassland,そうげん,Sōgen,Plaine Verte,Wiese,Prateria,Prado,초원 Chowon,草原 Cǎoyuán / Chóuyùhn,640,Virizion,Grassland Pokémon,そうげんポケモン,Grassland Pokémon
641,Tornadus,Cyclone,せんぷう,Senpū,Tornade,Wirbelsturm,Turbinio,Torbellino,선풍 Seonpung,旋風 / 旋风 Xuànfēng / Syùhnfūng,641,Tornadus,Cyclone Pokémon,せんぷうポケモン,Whirlwind Pokémon
642,Thundurus,Bolt Strike,らいげき,Raigeki,Foudroyeur,Torpedo,Fulminante,Centella,뇌격 Noegyeok,雷擊 / 雷击 Léijí / Léijī / Lèuihgīk,642,Thundurus,Bolt Strike Pokémon,らいげきポケモン,Lightning Strike Pokémon
643,Reshiram,Vast White,はくよう,Haku Yō,Blanc Réel,Wahres Weiß,Bianco Verità,Blanco Veraz,백양 Baek Yang,白陽 / 白阳 Báiyáng / Baahkyèuhng,643,Reshiram,Vast White Pokémon,はくようポケモン,White Yang Pokémon
644,Zekrom,Deep Black,こくいん,Koku In,Noir Idéal,Reines Schwarz,Nero Ideale,Negro Puro,흑음 Heug-eum,黑陰 / 黑阴 Hēiyīn / Hāakyām,644,Zekrom,Deep Black Pokémon,こくいんポケモン,Black Yin Pokémon
645,Landorus,Abundant,ほうじょう,Hōjō,Fertilité,Reichtum,Fertilità,Fertilidad,풍요 Pungyo,豐饒 / 丰饶 Fēngráo / Fūngyìuh,645,Landorus,Abundance Pokémon,ほうじょうポケモン,Fertility Pokémon
646,Kyurem,Boundary,きょうかい,Kyōkai,Frontière,Schwelle,Confine,Frontera,경계 Gyeonggye,境界 Jìngjiè / Gínggaai,646,Kyurem,Boundary Pokémon,きょうかいポケモン,Boundary Pokémon
647,Keldeo,Colt,わかごま,Wakagoma,Poulain,Fohlen,Puledro,Potro,망아지 Mang-aji,幼馬 / 幼马 Yòumǎ / Yaumáh,647,Keldeo,Colt Pokémon,わかごまポケモン,Young Colt Pokémon
648,Meloetta,Melody,せんりつ,Senritsu,Mélodie,Melodie,Melodia,Melodía,선율 Seonyul,旋律 Xuánlǜ / Syùhnleuht,648,Meloetta,Melody Pokémon,せんりつポケモン,Melody Pokémon
649,Genesect,Paleozoic,こせいだい,Koseidai,Paléozoïque,Paläozoikum,Paleozoico,Paleozoico,고생대 Gosaengdae,古生代 Gǔshēngdài / Gúsāangdoih,649,Genesect,Paleozoic Pokémon,こせいだいポケモン,Paleozoic Pokémon
650,Chespin,Spiny Nut,いがぐり,Igaguri,Bogue,Stachelkopf,Castanriccio,Erizo,밤송이 Bamsong-i,刺栗 Cìlì / Chileuht,650,Chespin,Spiny Nut Pokémon,いがぐりポケモン,Shelled Chestnut Pokémon
651,Quilladin,Spiny Armor,とげよろい,Toge Yoroi,Épinarmure,Spitzpanzer,Spincorazza,Corazaespín,가시갑옷 Gasi Gabot,刺鎧 / 刺铠 Cìkǎi / Chihói,651,Quilladin,Spiny Armor Pokémon,とげよろいポケモン,Spiky Armor Pokémon
652,Chesnaught,Spiny Armor,とげよろい,Toge Yoroi,Épinarmure,Spitzpanzer,Spincorazza,Corazaespín,가시갑옷 Gasi Gabot,刺鎧 / 刺铠 Cìkǎi / Chihói,652,Chesnaught,Spiny Armor Pokémon,とげよろいポケモン,Spiky Armor Pokémon
653,Fennekin,Fox,キツネ,Kitsune,Renard,Fuchs,Volpe,Zorro,여우 Yeou,狐狸 Húli / Wùhléi,653,Fennekin,Fox Pokémon,キツネポケモン,Fox Pokémon
654,Braixen,Fox,キツネ,Kitsune,Renard,Fuchs,Volpe,Zorro,여우 Yeou,狐狸 Húli / Wùhléi,654,Braixen,Fox Pokémon,キツネポケモン,Fox Pokémon
655,Delphox,Fox,キツネ,Kitsune,Renard,Fuchs,Volpe,Zorro,여우 Yeou,狐狸 Húli / Wùhléi,655,Delphox,Fox Pokémon,キツネポケモン,Fox Pokémon
656,Froakie,Bubble Frog,あわがえる,Awa Gaeru,Crapobulle,Blubbfrosch,Schiumorana,Burburrana,거품개구리 Geopum Gaegori,泡蛙 Pàowā / Pāauwā,656,Froakie,Bubble Frog Pokémon,あわがえるポケモン,Foam Frog Pokémon
657,Frogadier,Bubble Frog,あわがえる,Awa Gaeru,Crapobulle,Blubbfrosch,Schiumorana,Burburrana,거품개구리 Geopum Gaegori,泡蛙 Pàowā / Pāauwā,657,Frogadier,Bubble Frog Pokémon,あわがえるポケモン,Foam Frog Pokémon
658,Greninja,Ninja,しのび,Shinobi,Ninja,Ninja,Ninja,Ninja,시노비 Sinobi,忍者 Rěnzhě / Yánjé,658,Greninja,Ninja Pokémon,しのびポケモン,Ninja Pokémon
659,Bunnelby,Digging,あなほり,Anahori,Fouisseur,Baugräber,Scavabuche,Excavador,땅구멍파기 Ttang Gumeong Pagi,挖洞 Wādòng / Wāduhng,659,Bunnelby,Digging Pokémon,あなほりポケモン,Burrowing Pokémon
660,Diggersby,Digging,あなほり,Anahori,Fouisseur,Baugräber,Scavabuche,Excavador,땅구멍파기 Ttang Gumeong Pagi,挖洞 Wādòng / Wāduhng,660,Diggersby,Digging Pokémon,あなほりポケモン,Burrowing Pokémon
661,Fletchling,Tiny Robin,コマドリ,Komadori,Rougegorge,Rotkehlchen,Pettirosso,Petirrojo,울새 Ulsae,知更鳥 / 知更鸟 Zhīgēngniǎo / Jī'āngníuh,661,Fletchling,Tiny Robin Pokémon,コマドリポケモン,Japanese Robin Pokémon
662,Fletchinder,Ember,ひのこ,Hi no Ko,Braise,Funkenregen,Sfavillante,Lumbre,불티 Bulti,火花 Huǒhuā / Fófā,662,Fletchinder,Ember Pokémon,ひのこポケモン,Sparks Pokémon
663,Talonflame,Scorching,れっか,Rekka,Fournaise,Stichflamme,Ardifiamma,Flamígero,열화 Yeolhwa,烈火 Lièhuǒ / Lihtfó,663,Talonflame,Scorching Pokémon,れっかポケモン,Raging Fire Pokémon
664,Scatterbug,Scatterdust,こなふき,Konafuki,Exhalécaille,Puderinsekt,Tirascaglie,Tiraescamas,가루뿜기 Garu Ppumgi,噴粉 / 喷粉 Pēnfěn / Fáhnfán,664,Scatterbug,Scatterdust Pokémon,こなふきポケモン,Powder Blowing Pokémon
665,Spewpa,Scatterdust,こなふき,Konafuki,Exhalécaille,Puderinsekt,Tirascaglie,Tiraescamas,가루뿜기 Garu Ppumgi,噴粉 / 喷粉 Pēnfěn / Fáhnfán,665,Spewpa,Scatterdust Pokémon,こなふきポケモン,Powder Blowing Pokémon
666,Vivillon,Scale,りんぷん,Rinpun,Lépidécaille,Flügelstaub,Farfascaglia,Escamaposa,인분 Inbun,鱗粉 / 鳞粉 Línfěn / Lèuhnfán,666,Vivillon,Scale Pokémon,りんぷんポケモン,Scale Pokémon
667,Litleo,Lion Cub,わかしし,Waka Shishi,Lionceau,Junglöwe,Leoncino,Escamaposa,어린사자 Eorin Saja,幼獅 / 幼狮 Yòushī / Yausī,667,Litleo,Lion Cub Pokémon,わかししポケモン,Young Lion Pokémon
668,Pyroar,Royal,おうじゃ,Ōja,Royal,Monarch,Reale,Regio,임금 Imgeum,王者 Wángzhě / Wòhngjé,668,Pyroar,Royal Pokémon,おうじゃポケモン,Monarch Pokémon
669,Flabébé,Single Bloom,いちりん,Ichirin,Uniflore,Einblütler,Monofiore,Monoflor,한송이 Hansong-i,單朵 / 单朵 Dānduǒ / Dāandó,669,Flabébé,Single Bloom Pokémon,いちりんポケモン,Single Flower Pokémon
670,Floette,Single Bloom,いちりん,Ichirin,Uniflore,Einblütler,Monofiore,Monoflor,한송이 Hansong-i,單朵 / 单朵 Dānduǒ / Dāandó,670,Floette,Single Bloom Pokémon,いちりんポケモン,Single Flower Pokémon
671,Florges,Garden,ガーデン,Gāden,Jardin,Garten,Giardino,Monoflor,가든 Garden,花園 / 花园 Huāyuán / Fāyùhn,671,Florges,Garden Pokémon,ガーデンポケモン,Garden Pokémon
672,Skiddo,Mount,ライド,Raido,Monture,Ritt,Cavalcatura,Montura,라이드 Ride,坐騎 / 坐骑 Zuòqí / Chóhgeih,672,Skiddo,Mount Pokémon,ライドポケモン,Ride Pokémon
673,Gogoat,Mount,ライド,Raido,Monture,Ritt,Cavalcatura,Montura,라이드 Ride,坐騎 / 坐骑 Zuòqí / Chóhgeih,673,Gogoat,Mount Pokémon,ライドポケモン,Ride Pokémon
674,Pancham,Playful,やんちゃ,Yancha,Garnement,Verspielt,Briccone,Juguetón,개구쟁이 Gaegujaeng-i,頑皮 / 顽皮 Wánpí / Wàahnpèih,674,Pancham,Playful Pokémon,やんちゃポケモン,Naughty Pokémon
675,Pangoro,Daunting,こわもて,Kowamote,Patibulaire,Gaunerblick,Occhiotruce,Rostro Fiero,무서운얼굴 Museoun Eolgul,惡顏 / 恶颜 Èyán / Ngokngàahn,675,Pangoro,Daunting Pokémon,こわもてポケモン,Aggressive Pokémon
676,Furfrou,Poodle,プードル,Pūdoru,Caniche,Pudel,Barboncino,Caniche,푸들 Poodle,貴賓犬 / 贵宾犬 Guìbīnquǎn / Gwaibānhyún,676,Furfrou,Poodle Pokémon,プードルポケモン,Poodle Pokémon
677,Espurr,Restraint,じせい,Jisei,Retenue,Zügelung,Moderazione,Moderación,자제 Jaje,自制 Zìzhì / Jihjai,677,Espurr,Restraint Pokémon,じせいポケモン,Self-control Pokémon
678,Meowstic,Constraint,よくせい,Yokusei,SelfContrôle,Fassung,Temperanza,Autocontrol,억제 Eokje,抑制 Yìzhì / Yīkjai,678,Meowstic,Constraint Pokémon,よくせいポケモン,Restraint Pokémon
