ID,ID_EXT,NAME,Base_HP_7,Base_Attack_7,Base_Defense_7,Base_Sp_Attack_7,Base_Sp_Defense_7,Base_Speed_7,Base_Total_7,Base_Average_7,ID,Pokémon,Base_HP_1,Base_Attack_1,Base_Defense_1,Base_Speed_1,Base_Special_1,Base_Total_1,Base_Average_1,ID,Pokémon,Base_HP_2_5,Base_Attack_2_5,Base_Defense_2_5,Base_Sp_Attack_2_5,Base_Sp_Defense_2_5,Base_Speed_2_5,Base_Total_2_5,Base_Average_2_5,ID,ID_EX,Name,Base_HP_6,Base_Attack_6,Base_Defense_6,Base_Sp_Attack_6,Base_Sp_Defense_6,Base_Speed_6,Base_Total_6,Base_Average_6
646,646B,Kyurem (Black Kyurem),125,170,100,120,90,95,700,116.67,,,,,,,,,,,,,,,,,,,,664,664,Scatterbug,38,35,40,27,25,35,200,33.33
646,646W,Kyurem (White Kyurem),125,120,90,170,100,95,700,116.67,,,,,,,,,,,,,,,,,,,,665,665,Spewpa,45,22,60,27,30,29,213,35.5
647,647,Keldeo,91,72,90,129,90,108,580,96.67,,,,,,,,,,,,,,,,,,,,666,666,Vivillon,80,52,50,90,50,89,411,68.5
648,648,Meloetta (Aria Forme),100,77,77,128,128,90,600,100,,,,,,,,,,,,,,,,,,,,667,667,Litleo,62,50,58,73,54,72,369,61.5
648,648P,Meloetta (Pirouette Forme),100,128,90,77,77,128,600,100,,,,,,,,,,,,,,,,,,,,668,668,Pyroar,86,68,72,109,66,106,507,84.5
649,649,Genesect,71,120,95,120,95,99,600,100,,,,,,,,,,,,,,,,,,,,669,669,Flabébé,44,38,39,61,79,42,303,50.5
650,650,Chespin,56,61,65,48,45,38,313,52.17,,,,,,,,,,,,,,,,,,,,670,670,Floette,54,45,47,75,98,52,371,61.83
651,651,Quilladin,61,78,95,56,58,57,405,67.5,,,,,,,,,,,,,,,,,,,,671,671,Florges,78,65,68,112,154,75,552,92
652,652,Chesnaught,88,107,122,74,75,64,530,88.33,,,,,,,,,,,,,,,,,,,,672,672,Skiddo,66,65,48,62,57,52,350,58.33
653,653,Fennekin,40,45,40,62,60,60,307,51.17,,,,,,,,,,,,,,,,,,,,673,673,Gogoat,123,100,62,97,81,68,531,88.5
654,654,Braixen,59,59,58,90,70,73,409,68.17,,,,,,,,,,,,,,,,,,,,674,674,Pancham,67,82,62,46,48,43,348,58
655,655,Delphox,75,69,72,114,100,104,534,89,,,,,,,,,,,,,,,,,,,,675,675,Pangoro,95,124,78,69,71,58,495,82.5
656,656,Froakie,41,56,40,62,44,71,314,52.33,,,,,,,,,,,,,,,,,,,,676,676,Furfrou,75,80,60,65,90,102,472,78.67
657,657,Frogadier,54,63,52,83,56,97,405,67.5,,,,,,,,,,,,,,,,,,,,677,677,Espurr,62,48,54,63,60,68,355,59.17
658,658,Greninja,72,95,67,103,71,122,530,88.33,,,,,,,,,,,,,,,,,,,,678,678,Meowstic,74,48,76,83,81,104,466,77.67
658,658A,Greninja (Ash-Greninja),72,145,67,153,71,132,640,106.67,,,,,,,,,,,,,,,,,,,,679,679,Honedge,45,80,100,35,37,28,325,54.17
659,659,Bunnelby,38,36,38,32,36,57,237,39.5,,,,,,,,,,,,,,,,,,,,680,680,Doublade,59,110,150,45,49,35,448,74.67
660,660,Diggersby,85,56,77,50,77,78,423,70.5,,,,,,,,,,,,,,,,,,,,681,681,Aegislash (Shield Forme),60,50,150,50,150,60,520,86.67
661,661,Fletchling,45,50,43,40,38,62,278,46.33,,,,,,,,,,,,,,,,,,,,681,681B,Aegislash (Blade Forme),60,150,50,150,50,60,520,86.67
662,662,Fletchinder,62,73,55,56,52,84,382,63.67,,,,,,,,,,,,,,,,,,,,682,682,Spritzee,78,52,60,63,65,23,341,56.83
663,663,Talonflame,78,81,71,74,69,126,499,83.17,,,,,,,,,,,,,,,,,,,,683,683,Aromatisse,101,72,72,99,89,29,462,77
664,664,Scatterbug,38,35,40,27,25,35,200,33.33,,,,,,,,,,,,,,,,,,,,684,684,Swirlix,62,48,66,59,57,49,341,56.83
665,665,Spewpa,45,22,60,27,30,29,213,35.5,,,,,,,,,,,,,,,,,,,,685,685,Slurpuff,82,80,86,85,75,72,480,80
666,666,Vivillon,80,52,50,90,50,89,411,68.5,,,,,,,,,,,,,,,,,,,,686,686,Inkay,53,54,53,37,46,45,288,48
667,667,Litleo,62,50,58,73,54,72,369,61.5,,,,,,,,,,,,,,,,,,,,687,687,Malamar,86,92,88,68,75,73,482,80.33
668,668,Pyroar,86,68,72,109,66,106,507,84.5,,,,,,,,,,,,,,,,,,,,688,688,Binacle,42,52,67,39,56,50,306,51
669,669,Flabébé,44,38,39,61,79,42,303,50.5,,,,,,,,,,,,,,,,,,,,689,689,Barbaracle,72,105,115,54,86,68,500,83.33
670,670,Floette,54,45,47,75,98,52,371,61.83,,,,,,,,,,,,,,,,,,,,690,690,Skrelp,50,60,60,60,60,30,320,53.33
671,671,Florges,78,65,68,112,154,75,552,92,,,,,,,,,,,,,,,,,,,,691,691,Dragalge,65,75,90,97,123,44,494,82.33
672,672,Skiddo,66,65,48,62,57,52,350,58.33,,,,,,,,,,,,,,,,,,,,692,692,Clauncher,50,53,62,58,63,44,330,55
673,673,Gogoat,123,100,62,97,81,68,531,88.5,,,,,,,,,,,,,,,,,,,,693,693,Clawitzer,71,73,88,120,89,59,500,83.33
674,674,Pancham,67,82,62,46,48,43,348,58,,,,,,,,,,,,,,,,,,,,694,694,Helioptile,44,38,33,61,43,70,289,48.17
675,675,Pangoro,95,124,78,69,71,58,495,82.5,,,,,,,,,,,,,,,,,,,,695,695,Heliolisk,62,55,52,109,94,109,481,80.17
676,676,Furfrou,75,80,60,65,90,102,472,78.67,,,,,,,,,,,,,,,,,,,,696,696,Tyrunt,58,89,77,45,45,48,362,60.33
677,677,Espurr,62,48,54,63,60,68,355,59.17,,,,,,,,,,,,,,,,,,,,697,697,Tyrantrum,82,121,119,69,59,71,521,86.83
678,678,Meowstic,74,48,76,83,81,104,466,77.67,,,,,,,,,,,,,,,,,,,,698,698,Amaura,77,59,50,67,63,46,362,60.33
679,679,Honedge,45,80,100,35,37,28,325,54.17,,,,,,,,,,,,,,,,,,,,699,699,Aurorus,123,77,72,99,92,58,521,86.83
680,680,Doublade,59,110,150,45,49,35,448,74.67,,,,,,,,,,,,,,,,,,,,700,700,Sylveon,95,65,65,110,130,60,525,87.5
681,681,Aegislash (Shield Forme),60,50,150,50,150,60,520,86.67,,,,,,,,,,,,,,,,,,,,701,701,Hawlucha,78,92,75,74,63,118,500,83.33
681,681B,Aegislash (Blade Forme),60,150,50,150,50,60,520,86.67,,,,,,,,,,,,,,,,,,,,702,702,Dedenne,67,58,57,81,67,101,431,71.83
682,682,Spritzee,78,52,60,63,65,23,341,56.83,,,,,,,,,,,,,,,,,,,,703,703,Carbink,50,50,150,50,150,50,500,83.33
683,683,Aromatisse,101,72,72,99,89,29,462,77,,,,,,,,,,,,,,,,,,,,704,704,Goomy,45,50,35,55,75,40,300,50
684,684,Swirlix,62,48,66,59,57,49,341,56.83,,,,,,,,,,,,,,,,,,,,705,705,Sliggoo,68,75,53,83,113,60,452,75.33
685,685,Slurpuff,82,80,86,85,75,72,480,80,,,,,,,,,,,,,,,,,,,,706,706,Goodra,90,100,70,110,150,80,600,100
686,686,Inkay,53,54,53,37,46,45,288,48,,,,,,,,,,,,,,,,,,,,707,707,Klefki,57,80,91,80,87,75,470,78.33
687,687,Malamar,86,92,88,68,75,73,482,80.33,,,,,,,,,,,,,,,,,,,,708,708,Phantump,43,70,48,50,60,38,309,51.5
688,688,Binacle,42,52,67,39,56,50,306,51,,,,,,,,,,,,,,,,,,,,709,709,Trevenant,85,110,76,65,82,56,474,79
689,689,Barbaracle,72,105,115,54,86,68,500,83.33,,,,,,,,,,,,,,,,,,,,710,710,Pumpkaboo (Small Size),44,66,70,44,55,56,335,55.83
690,690,Skrelp,50,60,60,60,60,30,320,53.33,,,,,,,,,,,,,,,,,,,,710,710,Pumpkaboo (Average Size),49,66,70,44,55,51,335,55.83
691,691,Dragalge,65,75,90,97,123,44,494,82.33,,,,,,,,,,,,,,,,,,,,710,710,Pumpkaboo (Large Size),54,66,70,44,55,46,335,55.83
692,692,Clauncher,50,53,62,58,63,44,330,55,,,,,,,,,,,,,,,,,,,,710,710,Pumpkaboo (Super Size),59,66,70,44,55,41,335,55.83
693,693,Clawitzer,71,73,88,120,89,59,500,83.33,,,,,,,,,,,,,,,,,,,,711,711,Gourgeist (Small Size),55,85,122,58,75,99,494,82.33
694,694,Helioptile,44,38,33,61,43,70,289,48.17,,,,,,,,,,,,,,,,,,,,711,711,Gourgeist (Average Size),65,90,122,58,75,84,494,82.33
695,695,Heliolisk,62,55,52,109,94,109,481,80.17,,,,,,,,,,,,,,,,,,,,711,711,Gourgeist (Large Size),75,95,122,58,75,69,494,82.33
696,696,Tyrunt,58,89,77,45,45,48,362,60.33,,,,,,,,,,,,,,,,,,,,711,711,Gourgeist (Super Size),85,100,122,58,75,54,494,82.33
697,697,Tyrantrum,82,121,119,69,59,71,521,86.83,,,,,,,,,,,,,,,,,,,,712,712,Bergmite,55,69,85,32,35,28,304,50.67
698,698,Amaura,77,59,50,67,63,46,362,60.33,,,,,,,,,,,,,,,,,,,,713,713,Avalugg,95,117,184,44,46,28,514,85.67
699,699,Aurorus,123,77,72,99,92,58,521,86.83,,,,,,,,,,,,,,,,,,,,714,714,Noibat,40,30,35,45,40,55,245,40.83
700,700,Sylveon,95,65,65,110,130,60,525,87.5,,,,,,,,,,,,,,,,,,,,715,715,Noivern,85,70,80,97,80,123,535,89.17
701,701,Hawlucha,78,92,75,74,63,118,500,83.33,,,,,,,,,,,,,,,,,,,,716,716,Xerneas,126,131,95,131,98,99,680,113.33
702,702,Dedenne,67,58,57,81,67,101,431,71.83,,,,,,,,,,,,,,,,,,,,717,717,Yveltal,126,131,95,131,98,99,680,113.33
703,703,Carbink,50,50,150,50,150,50,500,83.33,,,,,,,,,,,,,,,,,,,,718,718,Zygarde,108,100,121,81,95,95,600,100
704,704,Goomy,45,50,35,55,75,40,300,50,,,,,,,,,,,,,,,,,,,,719,719,Diancie,50,100,150,100,150,50,600,100
705,705,Sliggoo,68,75,53,83,113,60,452,75.33,,,,,,,,,,,,,,,,,,,,719,719M,Diancie (Mega Diancie),50,160,110,160,110,110,700,116.67
706,706,Goodra,90,100,70,110,150,80,600,100,,,,,,,,,,,,,,,,,,,,720,720,Hoopa (Hoopa Confined),80,110,60,150,130,70,600,100
707,707,Klefki,57,80,91,80,87,75,470,78.33,,,,,,,,,,,,,,,,,,,,720,720U,Hoopa (Hoopa Unbound),80,160,60,170,130,80,680,113.33
708,708,Phantump,43,70,48,50,60,38,309,51.5,,,,,,,,,,,,,,,,,,,,721,721,Volcanion,80,110,120,130,90,70,600,100
709,709,Trevenant,85,110,76,65,82,56,474,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,710,Pumpkaboo (Small Size),44,66,70,44,55,56,335,55.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,710,Pumpkaboo (Average Size),49,66,70,44,55,51,335,55.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,710,Pumpkaboo (Large Size),54,66,70,44,55,46,335,55.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
710,710,Pumpkaboo (Super Size),59,66,70,44,55,41,335,55.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,711,Gourgeist (Small Size),55,85,122,58,75,99,494,82.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,711,Gourgeist (Average Size),65,90,122,58,75,84,494,82.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,711,Gourgeist (Large Size),75,95,122,58,75,69,494,82.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
711,711,Gourgeist (Super Size),85,100,122,58,75,54,494,82.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
712,712,Bergmite,55,69,85,32,35,28,304,50.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713,713,Avalugg,95,117,184,44,46,28,514,85.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
714,714,Noibat,40,30,35,45,40,55,245,40.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
715,715,Noivern,85,70,80,97,80,123,535,89.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
716,716,Xerneas,126,131,95,131,98,99,680,113.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,717,Yveltal,126,131,95,131,98,99,680,113.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,718,Zygarde (50% Forme),108,100,121,81,95,95,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,718T,Zygarde (10% Forme),54,100,71,61,85,115,486,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
718,718C,Zygarde (Complete Forme),216,100,121,91,95,85,708,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,719,Diancie,50,100,150,100,150,50,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
719,719M,Diancie (Mega Diancie),50,160,110,160,110,110,700,116.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,720,Hoopa (Hoopa Confined),80,110,60,150,130,70,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
720,720U,Hoopa (Hoopa Unbound),80,160,60,170,130,80,680,113.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
721,721,Volcanion,80,110,120,130,90,70,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
722,722,Rowlet,68,55,55,50,50,42,320,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
723,723,Dartrix,78,75,75,70,70,52,420,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,724,Decidueye,78,107,75,100,100,70,530,88.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,725,Litten,45,65,40,60,40,70,320,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,726,Torracat,65,85,50,80,50,90,420,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
727,727,Incineroar,95,115,90,80,90,60,530,88.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,728,Popplio,50,54,54,66,56,40,320,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,729,Brionne,60,69,69,91,81,50,420,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,730,Primarina,80,74,74,126,116,60,530,88.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,731,Pikipek,35,75,30,30,30,65,265,44.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,732,Trumbeak,55,85,50,40,50,75,355,59.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,733,Toucannon,80,120,75,75,75,60,485,80.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,734,Yungoos,48,70,30,30,30,45,253,42.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,735,Gumshoos,88,110,60,55,60,45,418,69.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,736,Grubbin,47,62,45,55,45,46,300,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,737,Charjabug,57,82,95,55,75,36,400,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,738,Vikavolt,77,70,90,145,75,43,500,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,739,Crabrawler,47,82,57,42,47,63,338,56.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,740,Crabominable,97,132,77,62,67,43,478,79.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
741,741,Oricorio,75,70,70,98,70,93,476,79.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,742,Cutiefly,40,45,40,55,40,84,304,50.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,743,Ribombee,60,55,60,95,70,124,464,77.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,744,Rockruff,45,65,40,30,40,60,280,46.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,745,Lycanroc (Midday Form),75,115,65,55,65,112,487,81.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,745Mn,Lycanroc (Midnight Form),85,115,75,55,75,82,487,81.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,745D,Lycanroc (Dusk Form),75,117,65,55,65,110,487,81.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,746,Wishiwashi (Solo Form),45,20,20,25,25,40,175,29.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,746Sc,Wishiwashi (School Form),45,140,130,140,135,30,620,103.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,747,Mareanie,50,53,62,43,52,45,305,50.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,748,Toxapex,50,63,152,53,142,35,495,82.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,749,Mudbray,70,100,70,45,55,45,385,64.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,750,Mudsdale,100,125,100,55,85,35,500,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,751,Dewpider,38,40,52,40,72,27,269,44.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,752,Araquanid,68,70,92,50,132,42,454,75.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,753,Fomantis,40,55,35,50,35,35,250,41.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,754,Lurantis,70,105,90,80,90,45,480,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,755,Morelull,40,35,55,65,75,15,285,47.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,756,Shiinotic,60,45,80,90,100,30,405,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,757,Salandit,48,44,40,71,40,77,320,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,758,Salazzle,68,64,60,111,60,117,480,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,759,Stufful,70,75,50,45,50,50,340,56.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,760,Bewear,120,125,80,55,60,60,500,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,761,Bounsweet,42,30,38,30,38,32,210,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,762,Steenee,52,40,48,40,48,62,290,48.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,763,Tsareena,72,120,98,50,98,72,510,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,764,Comfey,51,52,90,82,110,100,485,80.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,765,Oranguru,90,60,80,90,110,60,490,81.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,766,Passimian,100,120,90,40,60,80,490,81.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,767,Wimpod,25,35,40,20,30,80,230,38.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,768,Golisopod,75,125,140,60,90,40,530,88.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,769,Sandygast,55,55,80,70,45,15,320,53.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,770,Palossand,85,75,110,100,75,35,480,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,771,Pyukumuku,55,60,130,30,130,5,410,68.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,772,Type: Null,95,95,95,95,95,59,534,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,773,Silvally,95,95,95,95,95,95,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,774,Minior (Meteor Form),60,60,100,60,100,60,440,73.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,774R,Minior (Core Form),60,100,60,100,60,120,500,83.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,775,Komala,65,115,65,75,95,65,480,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,776,Turtonator,60,78,135,91,85,36,485,80.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,777,Togedemaru,65,98,63,40,73,96,435,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,778,Mimikyu,55,90,80,50,105,96,476,79.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,779,Bruxish,68,105,70,70,70,92,475,79.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,780,Drampa,78,60,85,135,91,36,485,80.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,781,Dhelmise,70,131,100,86,90,40,517,86.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,782,Jangmo-o,45,55,65,45,45,45,300,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,783,Hakamo-o,55,75,90,65,70,65,420,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,784,Kommo-o,75,110,125,100,105,85,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,785,Tapu Koko,70,115,85,95,75,130,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,786,Tapu Lele,70,85,75,130,115,95,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,787,Tapu Bulu,70,130,115,85,95,75,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,788,Tapu Fini,70,75,115,95,130,85,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,789,Cosmog,43,29,31,29,31,37,200,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,790,Cosmoem,43,29,131,29,131,37,400,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,791,Solgaleo,137,137,107,113,89,97,680,113.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,792,Lunala,137,113,89,137,107,97,680,113.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,793,Nihilego,109,53,47,127,131,103,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,794,Buzzwole,107,139,139,53,53,79,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,795,Pheromosa,71,137,37,137,37,151,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,796,Xurkitree,83,89,71,173,71,83,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,797,Celesteela,97,101,103,107,101,61,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,798,Kartana,59,181,131,59,31,109,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,799,Guzzlord,223,101,53,97,53,43,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,800,Necrozma,97,107,101,127,89,79,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,800DM,Necrozma (Dusk Mane),97,157,127,113,109,77,680,113.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,800DW,Necrozma (Dawn Wings),97,113,109,157,127,77,680,113.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,800U,Necrozma (Ultra Necrozma),97,167,97,167,97,129,754,125.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,801,Magearna,80,95,115,130,115,65,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,802,Marshadow,90,125,80,90,90,125,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,803,Poipole,67,73,67,73,67,73,420,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,804,Naganadel,73,73,73,127,73,121,540,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,805,Stakataka,61,131,211,53,101,13,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,806,Blacephalon,53,127,53,151,79,107,570,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,807,Zeraora,88,112,75,102,80,143,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,808,Meltan,46,65,65,55,35,34,300,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,809,Melmetal,135,143,143,80,65,34,600,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
