Name,Dex,Item,Egg Group 1,Egg Group 2,Type,Type2,Body,Color,Call_Rate_SM,Call_Rate_USUM,Star,Gender_Ratio,Cycles,Ability 1,Ability 2,Hidden,WeightKg,WeightLbs,HeightM,Ft,In
Magmortar,467,,Human-Like,,Fire,,"Bipedal, tailed form",Red,,,0,1:3,25,Flame Body,,Vital Spirit,68,149.9,1.6,5,3
Shellder,90,,Water 3,,Water,,Head,Purple,,,2,1:1,20,Shell Armor,Skill Link,Overcoat,4,8.8,0.3,1,0
Camerupt,323,Cameruptite,Field,,Fire,Ground,Quadruped body,Red,,,2,1:1,20,Magma Armor,Solid Rock,Anger Point,220,485,2.5,8,2
Helioptile,694,,Monster,Dragon,Electric,Normal,"Bipedal, tailed form",Yellow,,,0,1:1,20,Dry Skin,Sand Veil,Solar Power,6,13.2,0.5,1,8
Klang,600,,Mineral,,Steel,,Multiple bodies,Gray,,,0,G,20,Plus,Minus,Clear Body,51,112.4,0.6,2,0
Crabrawler,739,,Water 3,,Fighting,,Insectoid body,Purple,,,0,1:1,20,Hyper Cutter,Iron Fist,Anger Point,7,15.4,0.6,2,0
Oshawott,501,,Field,,Water,,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Shell Armor,5.9,13,0.5,1,8
Druddigon,621,,Dragon,Monster,Dragon,,"Bipedal, tailed form",Red,,,0,1:1,30,Rough Skin,Sheer Force,Mold Breaker,139,306.4,1.6,5,3
Skiddo,672,,Field,,Grass,,Quadruped body,Brown,,,0,1:1,20,Sap Sipper,,Grass Pelt,31,68.3,0.9,2,11
Lumineon,457,,Water 2,,Water,,Fins,Blue,,,0,1:1,20,Swift Swim,Storm Drain,Water Veil,24,52.9,1.2,3,11
Mesprit,481,,Undiscovered,,Psychic,,"Bipedal, tailed form",Pink,,,0,GU,80,Levitate,,,0.3,0.7,0.3,1,0
Metagross,376,,Mineral,,Steel,Psychic,Multiple bodies,Blue,,,0,G,40,Clear Body,,Light Metal,550,1212.5,1.6,5,3
Lombre,271,,Water 1,Grass,Water,Grass,"Bipedal, tailless form",Green,,,0,1:1,15,Swift Swim,Rain Dish,Own Tempo,32.5,71.6,1.2,3,11
Eevee,133,,Field,,Normal,,Quadruped body,Brown,,,2,1:7,35,Run Away,Adaptability,Anticipation,6.5,14.3,0.3,1,0
Gumshoos,735,,Field,,Normal,,Quadruped body,Brown,,,0,1:1,15,Stakeout,Strong Jaw,Adaptability,14.2,31.3,0.7,2,4
Conkeldurr,534,,Human-Like,,Fighting,,"Bipedal, tailless form",Brown,,,0,1:3U,20,Guts,Sheer Force,Iron Fist,87,191.8,1.5,4,11
Heracross,214,Heracronite,Bug,,Bug,Fighting,"Bipedal, tailless form",Blue,,,0,1:1,25,Swarm,Guts,Moxie,54,119,1.7,5,7
Tapu Koko,785,,Undiscovered,,Electric,Fairy,Head and arms,Yellow,,,0,GU,15,Electric Surge,,Telepathy,20.5,45.2,1.8,5,11
Regigigas,486,,Undiscovered,,Normal,,"Bipedal, tailless form",White,,,0,GU,120,Slow Start,,,420,925.9,3.7,12,2
Hawlucha,701,,Human-Like,,Fighting,Flying,"Bipedal, tailless form",Green,,,0,1:1,20,Limber,Unburden,Mold Breaker,21.5,47.4,0.8,2,7
Sigilyph,561,,Flying,,Psychic,Flying,Single pair of wings,Black,,,0,1:1,20,Wonder Skin,Magic Guard,Tinted Lens,14,30.9,1.4,4,7
Fennekin,653,,Field,,Fire,,Quadruped body,Red,,,0,1:7,20,Blaze,,Magician,9.4,20.7,0.4,1,4
Seadra,117,,Water 1,Dragon,Water,,Head and a base,Blue,,,2,1:1,20,Poison Point,Sniper,Damp,25,55.1,1.2,3,11
Metapod,11,,Bug,,Bug,,Serpentine bodies,Green,,,0,1:1,15,Shed Skin,,,9.9,21.8,0.7,2,4
Hippowdon,450,,Field,,Ground,,Quadruped body,Brown,,,0,1:1,30,Sand Stream,,Sand Force,300,661.4,2,6,7
Barboach,339,,Water 2,,Water,Ground,Fins,Gray,,,2,1:1,20,Oblivious,Anticipation,Hydration,1.9,4.2,0.4,1,4
Meditite,307,,Human-Like,,Fighting,Psychic,"Bipedal, tailless form",Blue,,,0,1:1,20,Pure Power,,Telepathy,11.2,24.7,0.6,2,0
Purugly,432,,Field,,Normal,,Quadruped body,Gray,,,0,3:1,20,Thick Fat,Own Tempo,Defiant,43.8,96.6,1,3,3
Kricketot,401,,Bug,,Bug,,"Bipedal, tailless form",Red,,,0,1:1,15,Shed Skin,,Run Away,2.2,4.9,0.3,1,0
Salamence,373,,Dragon,,Dragon,Flying,Quadruped body,Blue,,,0,1:1,40,Intimidate,,Moxie,102.6,226.2,1.5,4,11
Mew,151,,Undiscovered,,Psychic,,"Bipedal, tailed form",Pink,,,0,GU,120,Synchronize,,,4,8.8,0.4,1,4
Prinplup,394,,Water 1,Field,Water,,"Bipedal, tailed form",Blue,,,0,1:7,20,Torrent,,Defiant,23,50.7,0.8,2,7
Abomasnow,460,,Monster,Grass,Grass,Ice,"Bipedal, tailed form",White,,,0,1:1,20,Snow Warning,,Soundproof,135.5,298.7,2.2,7,3
Turtonator,776,,Monster,Dragon,Fire,Dragon,"Bipedal, tailed form",Red,,,0,1:1,20,Shell Armor,,,212,467.4,2,6,7
Huntail,367,,Water 1,,Water,,Serpentine bodies,Blue,,,0,1:1,20,Swift Swim,,Water Veil,27,59.5,1.7,5,7
Spiritomb,442,,Amorphous,,Ghost,Dark,Head and a base,Purple,,,0,1:1,30,Pressure,,Infiltrator,108,238.1,1,3,3
Rhydon,112,,Monster,Field,Ground,Rock,"Bipedal, tailed form",Gray,,,0,1:1,20,Lightning Rod,Rock Head,Reckless,120,264.6,1.9,6,3
Banette,354,,Amorphous,,Ghost,,"Bipedal, tailed form",Black,,,2,1:1,25,Insomnia,Frisk,Cursed Body,12.5,27.6,1.1,3,7
Zygarde,718,,Undiscovered,,Dragon,Ground,"Bipedal, tailed form",Black,,,0,GU,120,Aura Break,Power Construct,,610,1344.8,4.5,14,9
Porygon2,233,,Mineral,,Normal,,Head and legs,Red,,,2,G,20,Trace,Download,Analytic,32.5,71.6,0.6,2,0
Roselia,315,,Fairy,Grass,Grass,Poison,"Bipedal, tailless form",Green,,,0,1:1,20,Natural Cure,Poison Point,Leaf Guard,2,4.4,0.3,1,0
Blaziken,257,,Field,,Fire,Fighting,"Bipedal, tailed form",Red,,,0,1:7,20,Blaze,,Speed Boost,52,114.6,1.9,6,3
Vanillite,582,,Mineral,,Ice,,Head and a base,White,,,2,1:1,20,Ice Body,Snow Cloak,Weak Armor,5.7,12.6,0.4,1,4
Oranguru,765,,Field,,Normal,Psychic,"Bipedal, tailless form",White,,,0,1:1,20,Inner Focus,Telepathy,Symbiosis,76,167.6,1.5,4,11
Diggersby,660,,Field,,Normal,Ground,"Bipedal, tailed form",Brown,,,0,1:1,15,Pickup,Cheek Pouch,Huge Power,42.4,93.5,1,3,3
Pumpkaboo,710,,Amorphous,,Ghost,Grass,Head,Brown,,,0,1:1,20,Pickup,Frisk,Insomnia,3.5,7.7,0.3,1,0
Torracat,726,,Field,,Fire,,Quadruped body,Red,,,0,1:7,15,Blaze,,Intimidate,25,55.1,0.7,2,4
Granbull,210,,Field,Fairy,Fairy,,"Bipedal, tailed form",Purple,,,2,3:1,20,Intimidate,Quick Feet,Rattled,48.7,107.4,1.4,4,7
Kommo-o,784,,Dragon,,Dragon,Fighting,"Bipedal, tailed form",Gray,,,0,1:1,40,Bulletproof,Soundproof,Overcoat,78.2,172.4,1.6,5,3
Skorupi,451,,Bug,Water 3,Poison,Bug,Insectoid body,Purple,,,0,1:1,20,Battle Armor,Sniper,Keen Eye,12,26.5,0.8,2,7
Azurill,298,,Undiscovered,,Normal,Fairy,Head and legs,Blue,,,0,3:1U,10,Thick Fat,Huge Power,Sap Sipper,2,4.4,0.2,0,8
Landorus,645,,Undiscovered,,Ground,Flying,Quadruped body,Brown,,,0,0:1U,120,Intimidate,,,68,149.9,1.3,4,3
Dwebble,557,,Bug,Mineral,Bug,Rock,Insectoid body,Red,,,0,1:1,20,Sturdy,Shell Armor,Weak Armor,14.5,32,0.3,1,0
Houndour,228,,Field,,Dark,Fire,Quadruped body,Black,,,0,1:1,20,Early Bird,Flash Fire,Unnerve,10.8,23.8,0.6,2,0
Meowstic,678,,Field,,Psychic,,"Bipedal, tailed form",White,,,0,1:1,20,Keen Eye,Infiltrator,Prankster,8.5,18.7,0.6,2,0
Deoxys,386,,Undiscovered,,Psychic,,"Bipedal, tailless form",Red,,,0,GU,120,Pressure,,,60.8,134,1.7,5,7
Nidorino,33,,Monster,Field,Poison,,Quadruped body,Purple,,,2,0:1,20,Poison Point,Rivalry,Hustle,19.5,43,0.9,2,11
Beedrill,15,Beedrillite,Bug,,Bug,Poison,Two or more pairs of wings,Yellow,,,0,1:1,15,Swarm,,Sniper,29.5,65,1.4,4,7
Weepinbell,70,,Grass,,Grass,Poison,Head and a base,Green,,,0,1:1,20,Chlorophyll,,Gluttony,6.4,14.1,1,3,3
Doublade,680,,Mineral,,Steel,Ghost,Multiple bodies,Brown,,,0,1:1,20,No Guard,,,4.5,9.9,0.8,2,7
Zebstrika,523,,Field,,Electric,,Quadruped body,Black,,,0,1:1,20,Lightning Rod,Motor Drive,Sap Sipper,79.5,175.3,1.6,5,3
Togepi,175,,Undiscovered,,Fairy,,"Bipedal, tailless form",White,,,0,1:7U,10,Hustle,Serene Grace,Super Luck,1.5,3.3,0.3,1,0
Drapion,452,,Bug,Water 3,Poison,Dark,Insectoid body,Purple,,,0,1:1,20,Battle Armor,Sniper,Keen Eye,61.5,135.6,1.3,4,3
Duosion,578,,Amorphous,,Psychic,,Head,Green,,,0,1:1,20,Overcoat,Magic Guard,Regenerator,8,17.6,0.6,2,0
Hoothoot,163,,Flying,,Normal,Flying,Single pair of wings,Brown,,,0,1:1,15,Insomnia,Keen Eye,Tinted Lens,21.2,46.7,0.7,2,4
Ribombee,743,,Bug,Fairy,Bug,Fairy,Two or more pairs of wings,Yellow,,,0,1:1,20,Honey Gather,Shield Dust,Sweet Veil,0.5,1.1,0.2,0,8
Lopunny,428,,Field,Human-Like,Normal,,"Bipedal, tailed form",Brown,,,0,1:1,20,Cute Charm,Klutz,Limber,33.3,73.4,1.2,3,11
Furfrou,676,,Field,,Normal,,Quadruped body,White,,,0,1:1,20,Fur Coat,,,28,61.7,1.2,3,11
Bellossom,182,,Grass,,Grass,,"Bipedal, tailless form",Green,,,0,1:1,20,Chlorophyll,,Healer,5.8,12.8,0.4,1,4
Silvally,773,,Undiscovered,,Normal,,Quadruped body,Gray,,,0,GU,120,RKS System,,,100.5,221.6,2.3,7,7
Manectric,310,,Field,,Electric,,Quadruped body,Yellow,,,0,1:1,20,Static,Lightning Rod,Minus,40.2,88.6,1.5,4,11
Toxicroak,454,,Human-Like,,Poison,Fighting,"Bipedal, tailless form",Blue,,,0,1:1,20,Anticipation,Dry Skin,Poison Touch,44.4,97.9,1.3,4,3
Steelix,208,Steelixite,Mineral,,Steel,Ground,Serpentine bodies,Gray,,,0,1:1,25,Rock Head,Sturdy,Sheer Force,400,881.8,10.5,34,5
Gliscor,472,,Bug,,Ground,Flying,Single pair of wings,Purple,,,0,1:1,20,Hyper Cutter,Sand Veil,Poison Heal,42.5,93.7,2,6,7
Oricorio,741,,Flying,,Fire,Flying,Single pair of wings,Red,,,0,3:1,20,Dancer,,,3.4,7.5,0.6,2,0
Metagross,376,Metagrossite,Mineral,,Steel,Psychic,Multiple bodies,Blue,,,0,G,40,Clear Body,,Light Metal,550,1212.5,2.5,8,2
Zubat,41,,Flying,,Poison,Flying,Single pair of wings,Purple,,,0,1:1,15,Inner Focus,,Infiltrator,7.5,16.5,0.8,2,7
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Oricorio,741,,Flying,,Fire,Flying,Single pair of wings,Purple,,,0,3:1,20,Dancer,,,3.4,7.5,0.6,2,0
Crobat,169,,Flying,,Poison,Flying,Two or more pairs of wings,Purple,,,0,1:1,15,Inner Focus,,Infiltrator,75,165.3,1.8,5,11
Dragonair,148,,Water 1,Dragon,Dragon,,Serpentine bodies,Blue,,,0,1:1,40,Shed Skin,,Marvel Scale,16.5,36.4,4,13,1
Xerneas,716,,Undiscovered,,Fairy,,Quadruped body,Blue,,,0,GU,120,Fairy Aura,,,215,474,3,9,10
Vivillon,666,,Bug,,Bug,Flying,Two or more pairs of wings,White,,,0,1:1,15,Shield Dust,Compound Eyes,Friend Guard,17,37.5,1.2,3,11
Nidoking,34,,Monster,Field,Poison,Ground,"Bipedal, tailed form",Purple,,,2,0:1,20,Poison Point,Rivalry,Sheer Force,62,136.7,1.4,4,7
Tranquill,520,,Flying,,Normal,Flying,Single pair of wings,Gray,,,0,1:1,15,Big Pecks,Super Luck,Rivalry,15,33.1,0.6,2,0
Skitty,300,,Field,Fairy,Normal,,Quadruped body,Pink,,,2,3:1,15,Cute Charm,Normalize,Wonder Skin,11,24.3,0.6,2,0
Cosmoem,790,,Undiscovered,,Psychic,,Head,Blue,,,0,GU,120,Sturdy,,,999.9,2204.4,0.1,0,4
Pikachu,25,,Field,Fairy,Electric,,Quadruped body,Yellow,,,0,1:1,10,Static,,Lightning Rod,6,13.2,0.4,1,4
Rockruff,744,,Field,,Rock,,Quadruped body,Brown,,,0,1:1,15,Keen Eye,Vital Spirit,Steadfast,9.2,20.3,0.5,1,8
Mienshao,620,,Field,Human-Like,Fighting,,"Bipedal, tailed form",Purple,,,0,1:1,25,Inner Focus,Regenerator,Reckless,35.5,78.3,1.4,4,7
Mienfoo,619,,Field,Human-Like,Fighting,,"Bipedal, tailed form",Yellow,,,0,1:1,25,Inner Focus,Regenerator,Reckless,20,44.1,0.9,2,11
Shaymin,492,,Undiscovered,,Grass,Flying,Quadruped body,Green,,,0,GU,120,Serene Grace,,,5.2,11.5,0.4,1,4
Sharpedo,319,Sharpedonite,Water 2,,Water,Dark,Fins,Blue,,,0,1:1,20,Rough Skin,,Speed Boost,88.8,195.8,2.5,8,2
Primarina,730,,Water 1,Field,Water,Fairy,Fins,Blue,,,0,1:7,15,Torrent,,Liquid Voice,44,97,1.8,5,11
Vileplume,45,,Grass,,Grass,Poison,"Bipedal, tailless form",Red,,,0,1:1,20,Chlorophyll,,Effect Spore,18.6,41,1.2,3,11
Patrat,504,,Field,,Normal,,Quadruped body,Brown,,,0,1:1,15,Run Away,Keen Eye,Analytic,11.6,25.6,0.5,1,8
Silvally,773,,Undiscovered,,Normal,,Quadruped body,Gray,,,0,GU,120,RKS System,,,100.5,221.6,2.3,7,7
Wooper,194,,Water 1,Field,Water,Ground,Head and legs,Blue,,,0,1:1,20,Damp,Water Absorb,Unaware,8.5,18.7,0.4,1,4
