Name,Dex,Dex_Suffix,Alt,Item,Class,LDex,LDex_Suffix,Type,Type2,Gender_Ratio,Egg Group 1,Egg Group 2,Cycles,Steps_Gen2,Steps_Gen3,Steps_Gen4,Steps_Gen5,Steps_Gen6,WeightLbs,WeightKg,Experience type,Body,Type1,Gen,Color,Group,Base friendship,EvolutionLevel,Call_Rate_SM,Call_Rate_USUM,Ability 1,Ability 2,Hidden,Star,Habitat,Page,Ft,In,HeightM
Beautifly,267,,,,,16,,Bug,Flying,1:1,Bug,—,15,,4096,4080,3855,3840,62.6,28.4,Medium Fast,Pokémon with two or more pairs of wings,Bug,3,Yellow,A,70,,,,Swarm,,Rivalry,0,Forest,3,3,3,1
Slowbro,80,M,,Slowbronite,Mega,80,,Water,Psychic,1:1,Monster,Water 1,20,5120,5376,5355,5140,5120,173.1,78.5,Medium Fast,"Pokémon with a bipedal, tailed form",Water,1,Pink,,70,,,,Oblivious,Own Tempo,Regenerator,0,Water's-edge,9,6,7,2
Rotom,479,,,,Mow,152,,Electric,Ghost,G,Amorphous,—,20,,,5355,5140,5120,0.7,0.3,Medium Fast,Pokémon consisting of only a head,Electric,4,Red,G,70,,,,Levitate,,,0,,,1,0,0.3
Latios,381,,,,,197,,Dragon,Psychic,0:1U,Undiscovered,—,120,,30976,30855,30840,30720,132.3,60,Slow,Pokémon with a single pair of wings,Dragon,3,Blue,D,90,,,,Levitate,,,0,Water's-edge,16,6,7,2
Arceus,493,,,,Type: Psychic,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Shinx,403,,,,,17,,Electric,,1:1,Field,—,20,,,5355,5140,5120,20.9,9.5,Medium Slow,Pokémon with a quadruped body,Electric,4,Blue,C,70,15,,,Rivalry,Intimidate,Guts,0,,,1,8,0.5
Electrode,101,,,,,101,,Electric,,G,Mineral,—,20,5120,5376,5355,5140,5120,146.8,66.6,Medium Fast,Pokémon consisting of only a head,Electric,1,Red,C,70,,,,Soundproof,Static,Aftermath,0,Urban,9,3,11,1.2
Kyurem,646,,,,Normal,152,,Dragon,Ice,GU,Undiscovered,—,120,,,,30840,30720,716.5,325,Slow,"Pokémon with a bipedal, tailed form",Dragon,5,Gray,,0,,,,Pressure,,,0,,,9,10,3
Ducklett,580,,,,,86,,Water,Flying,1:1,Water 1,Flying,20,,,,5140,5120,12.1,5.5,Medium Fast,Pokémon with a single pair of wings,Water,5,Blue,,70,35,,,Keen Eye,Big Pecks,Hydration,0,,,1,8,0.5
Ribombee,743,,,,,84,,Bug,Fairy,1:1,Bug,Fairy,20,,,,,5120,1.1,0.5,Medium Fast,Pokémon with two or more pairs of wings,Bug,7,Yellow,,70,,,,Honey Gather,Shield Dust,Sweet Veil,0,,,0,8,0.2
Seviper,336,,,,,124,,Poison,,1:1,Field,Dragon,20,,5376,5355,5140,5120,115.7,52.5,Fluctuating,Pokémon with serpentine bodies,Poison,3,Black,C,70,,,,Shed Skin,,Infiltrator,0,Grassland,19,8,10,2.7
Spheal,363,,,,,173,,Ice,Water,1:1,Water 1,Field,20,,5376,5355,5140,5120,87.1,39.5,Medium Slow,Pokémon with fins,Ice,3,Blue,E,70,32,,,Thick Fat,Ice Body,Oblivious,1,Sea,9,2,7,0.8
Kartana,798,,,,,298,,Grass,Steel,GU,Undiscovered,—,120,,,,,30720,0.2,0.1,Slow,"Pokémon with a bipedal, tailless form",Grass,7,White,,0,,,,Beast Boost,,,0,,,1,0,0.3
Bidoof,399,,,,,13,,Normal,,1:1,Water 1,Field,15,,,4080,3855,3840,44.1,20,Medium Fast,Pokémon with a quadruped body,Normal,4,Brown,F,70,15,,,Simple,Unaware,Moody,0,,,1,8,0.5
Typhlosion,157,,,,,6,,Fire,,1:7,Field,—,20,5120,5376,5355,5140,5120,175.3,79.5,Medium Slow,Pokémon with a quadruped body,Fire,2,Yellow,C,70,,,,Blaze,,Flash Fire,0,Grassland,25,5,7,1.7
Klinklang,601,,,,,107,,Steel,,G,Mineral,—,20,,,,5140,5120,178.6,81,Medium Slow,Pokémon consisting of multiple bodies,Steel,5,Gray,,70,,,,Plus,Minus,Clear Body,0,,,2,0,0.6
Cherrim,421,,,,Sunshine Form,59,,Grass,,1:1,Fairy,Grass,20,,,5355,5140,5120,20.5,9.3,Medium Fast,Pokémon consisting of a head and legs,Grass,4,Pink,B,70,,,,Flower Gift,,,0,,,1,8,0.5
Mantine,226,,,,,202,,Water,Flying,1:1,Water 1,—,25,6400,6656,6630,6425,6400,485,220,Slow,Pokémon with a single pair of wings,Water,2,Purple,H,70,,,,Swift Swim,Water Absorb,Water Veil,0,Sea,7,6,11,2.1
Silvally,773,,,,Type: Poison,204,,Normal,,GU,Undiscovered,—,120,,,,,30720,221.6,100.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,RKS System,,,0,,,7,7,2.3
Cradily,346,,,,,134,,Rock,Grass,1:7,Water 3,—,30,,7936,7905,7710,7680,133.2,60.4,Erratic,Pokémon consisting of a head and a base,Rock,3,Green,F,70,,,,Suction Cups,,Storm Drain,0,Sea,15,4,11,1.5
Chimchar,390,,,,,4,,Fire,,1:7,Field,Human-Like,20,,,5355,5140,5120,13.7,6.2,Medium Slow,"Pokémon with a bipedal, tailed form",Fire,4,Brown,C,70,14,,,Blaze,,Iron Fist,0,,,1,8,0.5
Arceus,493,,,,Type: Dark,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Tympole,535,,,,,41,,Water,,1:1,Water 1,—,20,,,,5140,5120,9.9,4.5,Medium Slow,Pokémon with fins,Water,5,Blue,,70,25,,,Swift Swim,Hydration,Water Absorb,0,,,1,8,0.5
Kingler,99,,,,,99,,Water,,1:1,Water 3,—,20,5120,5376,5355,5140,5120,132.3,60,Medium Fast,Pokémon with an insectoid body,Water,1,Red,B,70,,,,Hyper Cutter,Shell Armor,Sheer Force,0,Water's-edge,2,4,3,1.3
Minccino,572,,,,,78,,Normal,,3:1,Field,—,15,,,,3855,3840,12.8,5.8,Fast,Pokémon with a quadruped body,Normal,5,Gray,,70,,,,Cute Charm,Technician,Skill Link,0,,,1,4,0.4
Manectric,310,M,,Manectite,Mega,79,,Electric,,1:1,Field,—,20,,5376,5355,5140,5120,88.6,40.2,Slow,Pokémon with a quadruped body,Electric,3,Yellow,,70,,,,Static,Lightning Rod,Minus,0,Grassland,18,5,11,1.8
Luvdisc,370,,,,,183,,Water,,3:1,Water 2,—,20,,5376,5355,5140,5120,19.2,8.7,Fast,Pokémon with fins,Water,3,Pink,D,70,,,,Swift Swim,,Hydration,0,Sea,7,2,0,0.6
Pancham,674,,,,,91,Ce,Fighting,,1:1,Field,Human-Like,25,,,,6425,6400,17.6,8,Medium Fast,"Pokémon with a bipedal, tailed form",Fighting,6,White,,70,32,,,Iron Fist,Mold Breaker,Scrappy,0,,,2,0,0.6
Arceus,493,,,,Type: Fighting,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Cryogonal,615,,,,,121,,Ice,,G,Mineral,—,25,,,,6425,6400,326.3,148,Medium Fast,Pokémon consisting of only a head,Ice,5,Blue,,70,,,,Levitate,,,0,,,3,7,1.1
Furfrou,676,,,,Dandy Trim,93,Ce,Normal,,1:1,Field,—,20,,,,5140,5120,61.7,28,Medium Fast,Pokémon with a quadruped body,Normal,6,White,,70,,,,Fur Coat,,,0,,,3,11,1.2
Decidueye,724,,,,,3,,Grass,Ghost,1:7,Flying,—,15,,,,,3840,80.7,36.6,Medium Slow,Pokémon with a single pair of wings,Grass,7,Brown,,70,,,,Overgrow,,Long Reach,0,,,5,3,1.6
Fennekin,653,,,,,4,Ce,Fire,,1:7,Field,—,20,,,,5140,5120,20.7,9.4,Medium Slow,Pokémon with a quadruped body,Fire,6,Red,,70,16,,,Blaze,,Magician,0,,,1,4,0.4
Furfrou,676,,,,Kabuki Trim,93,Ce,Normal,,1:1,Field,—,20,,,,5140,5120,61.7,28,Medium Fast,Pokémon with a quadruped body,Normal,6,White,,70,,,,Fur Coat,,,0,,,3,11,1.2
Arceus,493,,,,Type: Steel,,,Normal,,GU,Undiscovered,—,120,,,30855,30840,30720,705.5,320,Slow,Pokémon with a quadruped body,Normal,4,White,,0,,,,Multitype,,,0,,,10,6,3.2
Manectric,310,,,,,79,,Electric,,1:1,Field,—,20,,5376,5355,5140,5120,88.6,40.2,Slow,Pokémon with a quadruped body,Electric,3,Yellow,F,70,,,,Static,Lightning Rod,Minus,0,Grassland,18,4,11,1.5
Pidgeot,18,,,,,18,,Normal,Flying,1:1,Flying,—,15,3840,4096,4080,3855,3840,87.1,39.5,Medium Slow,Pokémon with a single pair of wings,Normal,1,Brown,D,70,,,,Keen Eye,Tangled Feet,Big Pecks,1,Forest,5,4,11,1.5
Vivillon,666,,,,Sun Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Silvally,773,,,,Type: Rock,204,,Normal,,GU,Undiscovered,—,120,,,,,30720,221.6,100.5,Slow,Pokémon with a quadruped body,Normal,7,Gray,,0,,,,RKS System,,,0,,,7,7,2.3
Shedinja,292,,,,,44,,Bug,Ghost,G,Mineral,—,15,,4096,4080,3855,3840,2.6,1.2,Erratic,Pokémon consisting of a head and a base,Bug,3,Brown,D,70,,,,Wonder Guard,,,0,Forest,13,2,7,0.8
Venomoth,49,,,,,49,,Bug,Poison,1:1,Bug,—,20,5120,5376,5355,5140,5120,27.6,12.5,Medium Fast,Pokémon with two or more pairs of wings,Bug,1,Purple,A,70,,,,Shield Dust,Tinted Lens,Wonder Skin,1,Forest,11,4,11,1.5
Lickitung,108,,,,,108,,Normal,,1:1,Monster,—,20,5120,5376,5355,5140,5120,144.4,65.5,Medium Fast,"Pokémon with a bipedal, tailed form",Normal,1,Pink,G,70,,,,Own Tempo,Oblivious,Cloud Nine,0,Grassland,12,3,11,1.2
Nidoran♂,32,,,,,32,,Poison,,0:1,Monster,Field,20,5120,5376,5355,5140,5120,19.8,9,Medium Slow,Pokémon with a quadruped body,Poison,1,Purple,C,70,16,,,Poison Point,Rivalry,Hustle,1,Grassland,4,1,8,0.5
Timburr,532,,,,,38,,Fighting,,1:3,Human-Like,—,20,,,,5140,5120,27.6,12.5,Medium Slow,"Pokémon with a bipedal, tailless form",Fighting,5,Gray,,70,25,,,Guts,Sheer Force,Iron Fist,0,,,2,0,0.6
Vivillon,666,,,,Marine Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Audino,531,,,,,37,,Normal,,1:1,Fairy,—,20,,,,5140,5120,68.3,31,Fast,"Pokémon with a bipedal, tailed form",Normal,5,Pink,,70,,,,Healer,Regenerator,Klutz,0,,,3,7,1.1
Mewtwo,150,MY,Y,,Mega  Y,150,,Psychic,,GU,Undiscovered,—,120,30720,30976,30855,30840,30720,269,122,Slow,"Pokémon with a bipedal, tailed form",Psychic,1,Purple,,0,,,,Pressure,,Unnerve,0,Rare,7,4,11,1.5
Sigilyph,561,,,,,67,,Psychic,Flying,1:1,Flying,—,20,,,,5140,5120,30.9,14,Medium Fast,Pokémon with a single pair of wings,Psychic,5,Black,,70,,,,Wonder Skin,Magic Guard,Tinted Lens,0,,,4,7,1.4
Cottonee,546,,,,,52,,Grass,Fairy,1:1,Grass,Fairy,20,,,,5140,5120,1.3,0.6,Medium Fast,Pokémon consisting of only a head,Grass,5,Green,,70,,,,Prankster,Infiltrator,Chlorophyll,0,,,1,0,0.3
Weepinbell,70,,,,,70,,Grass,Poison,1:1,Grass,—,20,5120,5376,5355,5140,5120,14.1,6.4,Medium Slow,Pokémon consisting of a head and a base,Grass,1,Green,G,70,,,,Chlorophyll,,Gluttony,0,Forest,8,3,3,1
Tyrogue,236,,,,,145,,Fighting,,0:1U,Undiscovered,—,25,6400,6656,6630,6425,6400,46.3,21,Medium Fast,"Pokémon with a bipedal, tailless form",Fighting,2,Purple,C,70,20,,,Guts,Steadfast,Vital Spirit,1,Urban,7,2,4,0.7
Vivillon,666,,,,Sandstorm Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Pumpkaboo,710,,,,Super Size,63,Mo,Ghost,Grass,1:1,Amorphous,—,20,,,,5140,5120,33.1,15,Medium Fast,Pokémon consisting of only a head,Ghost,6,Brown,,70,,,,Pickup,Frisk,Insomnia,0,,,2,7,0.8
Kyogre,382,P,,Blue Orb,Primal,198,,Water,,GU,Undiscovered,—,120,,30976,30855,30840,30720,776,352,Slow,Pokémon with fins,Water,3,Blue,,0,,,,Drizzle,,,0,Sea,16,32,2,9.8
Axew,610,,,,,116,,Dragon,,1:1,Monster,Dragon,40,,,,10280,10240,39.7,18,Slow,"Pokémon with a bipedal, tailed form",Dragon,5,Green,,35,38,,,Rivalry,Mold Breaker,Unnerve,0,,,2,0,0.6
Vivillon,666,,,,Fancy Pattern,22,Ce,Bug,Flying,1:1,Bug,—,15,,,,3855,3840,37.5,17,Medium Fast,Pokémon with two or more pairs of wings,Bug,6,White,,70,,,,Shield Dust,Compound Eyes,Friend Guard,0,,,3,11,1.2
Geodude,74,A,,,Alolan,,,Rock,Electric,1:1,Mineral,—,15,3840,4096,4080,3855,3840,44.1,20,Medium Slow,Pokémon consisting of a head and arms,Rock,1,Gray,,70,25,,,Rock Head,Sturdy,Sand Veil,0,Mountain,1,1,4,0.4
Excadrill,530,,,,,36,,Ground,Steel,1:1,Field,—,20,,,,5140,5120,89.1,40.4,Medium Fast,"Pokémon with a bipedal, tailless form",Ground,5,Gray,,70,,,,Sand Rush,Sand Force,Mold Breaker,0,,,2,4,0.7
Burmy,412,G,,,Sandy Cloak,45,,Bug,,1:1,Bug,—,15,,,4080,3855,3840,7.5,3.4,Medium Fast,Pokémon consisting of a head and a base,Bug,4,Green,,70,20,,,Shed Skin,,Overcoat,0,,,0,8,0.2
Weezing,110,,,,,110,,Poison,,1:1,Amorphous,—,20,5120,5376,5355,5140,5120,20.9,9.5,Medium Fast,Pokémon consisting of multiple bodies,Poison,1,Purple,E,70,,,,Levitate,,,0,Urban,2,3,11,1.2
Poliwag,60,,,,,60,,Water,,1:1,Water 1,—,20,5120,5376,5355,5140,5120,27.3,12.4,Medium Slow,Pokémon consisting of a head and legs,Water,1,Blue,F,70,25,,,Water Absorb,Damp,Swift Swim,0,Water's-edge,7,2,0,0.6
Exploud,295,,,,,47,,Normal,,1:1,Monster,Field,20,,5376,5355,5140,5120,185.2,84,Medium Slow,"Pokémon with a bipedal, tailed form",Normal,3,Blue,B,70,,,,Soundproof,,Scrappy,0,Cave,4,4,11,1.5
Blastoise,9,,,,,9,,Water,,1:7,Monster,Water 1,20,5120,5376,5355,5140,5120,188.5,85.5,Medium Slow,"Pokémon with a bipedal, tailed form",Water,1,Blue,E,70,,,,Torrent,,Rain Dish,0,Water's-edge,13,5,3,1.6
Sharpedo,319,M,,Sharpedonite,Mega,98,,Water,Dark,1:1,Water 2,—,20,,5376,5355,5140,5120,195.8,88.8,Slow,Pokémon with fins,Water,3,Blue,,35,,,,Rough Skin,,Speed Boost,0,Sea,10,8,2,2.5
Zoroark,571,,,,,77,,Dark,,1:7,Field,—,20,,,,5140,5120,178.8,81.1,Medium Slow,"Pokémon with a bipedal, tailed form",Dark,5,Gray,,70,,,,Illusion,,,0,,,5,3,1.6
Bouffalant,626,,,,,132,,Normal,,1:1,Field,—,20,,,,5140,5120,208.3,94.5,Medium Fast,Pokémon with a quadruped body,Normal,5,Brown,,70,,,,Reckless,Sap Sipper,Soundproof,0,,,5,3,1.6
Skorupi,451,,,,,127,,Poison,Bug,1:1,Bug,Water 3,20,,,5355,5140,5120,26.5,12,Slow,Pokémon with an insectoid body,Poison,4,Purple,C,70,40,,,Battle Armor,Sniper,Keen Eye,0,,,2,7,0.8
Whimsicott,547,,,,,53,,Grass,Fairy,1:1,Grass,Fairy,20,,,,5140,5120,14.6,6.6,Medium Fast,"Pokémon with a bipedal, tailless form",Grass,5,Green,,70,,,,Prankster,Infiltrator,Chlorophyll,0,,,2,4,0.7
Porygon,137,,,,,137,,Normal,,G,Mineral,—,20,5120,5376,5355,5140,5120,80.5,36.5,Medium Fast,Pokémon consisting of a head and legs,Normal,1,Pink,E,70,,,,Trace,Download,Analytic,1,Urban,9,2,7,0.8
Machamp,68,,,,,68,,Fighting,,1:3,Human-Like,—,20,5120,5376,5355,5140,5120,286.6,130,Medium Slow,"Pokémon with a bipedal, tailless form",Fighting,1,Gray,D,70,,,,Guts,No Guard,Steadfast,1,Mountain,3,5,3,1.6
Spiritomb,442,,,,,108,,Ghost,Dark,1:1,Amorphous,—,30,,,7905,7710,7680,238.1,108,Medium Fast,Pokémon consisting of a head and a base,Ghost,4,Purple,G,70,,,,Pressure,,Infiltrator,0,,,3,3,1
Heliolisk,695,,,,,47,Co,Electric,Normal,1:1,Monster,Dragon,20,,,,5140,5120,46.3,21,Medium Fast,"Pokémon with a bipedal, tailed form",Electric,6,Yellow,,70,,,,Dry Skin,Sand Veil,Solar Power,0,,,3,3,1
Aromatisse,683,,,,,130,Ce,Fairy,,1:1,Fairy,—,20,,,,5140,5120,34.2,15.5,Medium Fast,"Pokémon with a bipedal, tailless form",Fairy,6,Pink,,70,,,,Healer,,Aroma Veil,0,,,2,7,0.8
Taillow,276,,,,,25,,Normal,Flying,1:1,Flying,—,15,,4096,4080,3855,3840,5.1,2.3,Medium Slow,Pokémon with a single pair of wings,Normal,3,Blue,D,70,22,,,Guts,,Scrappy,0,Grassland,5,1,0,0.3
Ninjask,291,,,,,43,,Bug,Flying,1:1,Bug,—,15,,4096,4080,3855,3840,26.5,12,Erratic,Pokémon with two or more pairs of wings,Bug,3,Yellow,D,70,,,,Speed Boost,,Infiltrator,0,Forest,13,2,7,0.8
Ferrothorn,598,,,,,104,,Grass,Steel,1:1,Grass,Mineral,20,,,,5140,5120,242.5,110,Medium Fast,Pokémon with tentacles or a multiped body,Grass,5,Gray,,70,,,,Iron Barbs,,Anticipation*,0,,,3,3,1
Zebstrika,523,,,,,29,,Electric,,1:1,Field,—,20,,,,5140,5120,175.3,79.5,Medium Fast,Pokémon with a quadruped body,Electric,5,Black,,70,,,,Lightning Rod,Motor Drive,Sap Sipper,0,,,5,3,1.6
Drowzee,96,,,,,96,,Psychic,,1:1,Human-Like,—,20,5120,5376,5355,5140,5120,71.4,32.4,Medium Fast,"Pokémon with a bipedal, tailless form",Psychic,1,Yellow,F,70,26,,,Insomnia,Forewarn,Inner Focus,1,Grassland,14,3,3,1
Thundurus,642,,,,Incarnate Forme,148,,Electric,Flying,0:1U,Undiscovered,—,120,,,,30840,30720,134.5,61,Slow,Pokémon consisting of a head and arms,Electric,5,Blue,,90,,,,Prankster,,Defiant,0,,,4,11,1.5
Litwick,607,,,,,113,,Ghost,Fire,1:1,Amorphous,—,20,,,,5140,5120,6.8,3.1,Medium Slow,Pokémon consisting of a head and a base,Ghost,5,White,,70,41,,,Flash Fire,Flame Body,Infiltrator*,4,,,1,0,0.3
Vulpix,37,,,,,37,,Fire,,3:1,Field,—,20,5120,5376,5355,5140,5120,21.8,9.9,Medium Fast,Pokémon with a quadruped body,Fire,1,Brown,G,70,,,,Flash Fire,,Drought,0,Grassland,17,2,0,0.6
Machop,66,,,,,66,,Fighting,,1:3,Human-Like,—,20,5120,5376,5355,5140,5120,43,19.5,Medium Slow,"Pokémon with a bipedal, tailed form",Fighting,1,Gray,D,70,28,,,Guts,No Guard,Steadfast,1,Mountain,3,2,7,0.8
Kricketot,401,,,,,15,,Bug,,1:1,Bug,—,15,,,4080,3855,3840,4.9,2.2,Medium Slow,"Pokémon with a bipedal, tailless form",Bug,4,Red,G,70,10,,,Shed Skin,,Run Away,0,,,1,0,0.3
Empoleon,395,,,,,9,,Water,Steel,1:7,Water 1,Field,20,,,5355,5140,5120,186.3,84.5,Medium Slow,"Pokémon with a bipedal, tailed form",Water,4,Blue,F,70,,,,Torrent,,Defiant,0,,,5,7,1.7
Tangela,114,,,,,114,,Grass,,1:1,Grass,—,20,5120,5376,5355,5140,5120,77.2,35,Medium Fast,Pokémon consisting of a head and legs,Grass,1,Blue,G,70,,,,Chlorophyll,Leaf Guard,Regenerator,1,Grassland,6,3,3,1
Tranquill,520,,,,,26,,Normal,Flying,1:1,Flying,—,15,,,,3855,3840,33.1,15,Medium Slow,Pokémon with a single pair of wings,Normal,5,Gray,,70,32,,,Big Pecks,Super Luck,Rivalry,0,,,2,0,0.6
Fomantis,753,,,,,143,,Grass,,1:1,Grass,—,20,,,,,5120,3.3,1.5,Medium Fast,"Pokémon with a bipedal, tailed form",Grass,7,Pink,,70,34,,,Leaf Guard,,Contrary,0,,,1,0,0.3
Grotle,388,,,,,2,,Grass,,1:7,Monster,Grass,20,,,5355,5140,5120,213.8,97,Medium Slow,Pokémon with a quadruped body,Grass,4,Green,E,70,32,,,Overgrow,,Shell Armor,0,,,3,7,1.1
Lilligant,549,,,,,55,,Grass,,1:0,Grass,—,20,,,,5140,5120,35.9,16.3,Medium Fast,Pokémon consisting of a head and a base,Grass,5,Green,,70,,,,Chlorophyll,Own Tempo,Leaf Guard,0,,,3,7,1.1
Gumshoos,735,,,,,14,,Normal,,1:1,Field,—,15,,,,,3840,31.3,14.2,Medium Fast,Pokémon with a quadruped body,Normal,7,Brown,,70,,,,Stakeout,Strong Jaw,Adaptability,0,,,2,4,0.7
Oddish,43,,,,,43,,Grass,Poison,1:1,Grass,—,20,5120,5376,5355,5140,5120,11.9,5.4,Medium Slow,Pokémon consisting of a head and legs,Grass,1,Blue,B,70,21,,,Chlorophyll,,Run Away,0,Grassland,8,1,8,0.5
Larvitar,246,,,,,249,,Rock,Ground,1:1,Monster,—,40,10240,10496,10455,10280,10240,158.7,72,Slow,"Pokémon with a bipedal, tailed form",Rock,2,Green,C,35,30,,,Guts,,Sand Veil,0,Mountain,12,2,0,0.6
Wishiwashi,746,,,,Solo Form,110,,Water,,1:1,Water 2,—,15,,,,,3840,0.7,0.3,Fast,Pokémon with fins,Water,7,Blue,,70,,,,Schooling,,,0,,,0,8,0.2
Celebi,251,,,,,256,,Psychic,Grass,GU,Undiscovered,—,120,30720,30976,30855,30840,30720,11,5,Medium Slow,"Pokémon with a bipedal, tailless form",Psychic,2,Green,B,100,,,,Natural Cure,,,0,Forest,26,2,0,0.6
Medicham,308,M,,Medichamite,Mega,77,,Fighting,Psychic,1:1,Human-Like,—,20,,5376,5355,5140,5120,69.4,31.5,Medium Fast,"Pokémon with a bipedal, tailless form",Fighting,3,Red,,70,,,,Pure Power,,Telepathy,0,Mountain,7,4,3,1.3
Seadra,117,,,,,117,,Water,,1:1,Water 1,Dragon,20,5120,5376,5355,5140,5120,55.1,25,Medium Fast,Pokémon consisting of a head and a base,Water,1,Blue,C,70,,,,Poison Point,Sniper,Damp,1,Sea,11,3,11,1.2
Magnezone,462,,,,,180,,Electric,Steel,G,Mineral,—,20,,,5355,5140,5120,396.8,180,Medium Fast,Pokémon consisting of a head and arms,Electric,4,Gray,A,70,,,,Magnet Pull,Sturdy,Analytic,0,,,3,11,1.2
Castform,351,,,,Normal,142,,Normal,,1:1,Fairy,Amorphous,25,,6656,6630,6425,6400,1.8,0.8,Medium Fast,Pokémon consisting of only a head,Normal,3,Gray,G,70,,,,Forecast,,,0,Grassland,22,1,0,0.3
Entei,244,,,,,244,,Fire,,GU,Undiscovered,—,80,20480,20736,20655,20560,20480,436.5,198,Slow,Pokémon with a quadruped body,Fire,2,Brown,D,35,,,,Pressure,,Inner Focus,4,Grassland,27,6,11,2.1
Escavalier,589,,,,,95,,Bug,Steel,1:1,Bug,—,15,,,,3855,3840,72.8,33,Medium Fast,Pokémon consisting of a head and arms,Bug,5,Gray,,70,,,,Swarm,Shell Armor,Overcoat,0,,,3,3,1
Karrablast,588,,,,,94,,Bug,,1:1,Bug,—,15,,,,3855,3840,13,5.9,Medium Fast,"Pokémon with a bipedal, tailless form",Bug,5,Blue,,70,,,,Swarm,Shed Skin,No Guard,0,,,1,8,0.5
Furfrou,676,,,,La Reine Trim,93,Ce,Normal,,1:1,Field,—,20,,,,5140,5120,61.7,28,Medium Fast,Pokémon with a quadruped body,Normal,6,White,,70,,,,Fur Coat,,,0,,,3,11,1.2
Musharna,518,,,,,24,,Psychic,,1:1,Field,—,10,,,,2570,2560,133.4,60.5,Fast,"Pokémon with a bipedal, tailless form",Psychic,5,Pink,,70,,,,Forewarn,Synchronize,Telepathy,0,,,3,7,1.1
Oricorio,741,,,,Pa'u Style,82,,Fire,Flying,3:1,Flying,—,20,,,,,5120,7.5,3.4,Medium Fast,Pokémon with a single pair of wings,Fire,7,Pink,,70,,,,Dancer,,,0,,,2,0,0.6
Hitmonlee,106,,,,,106,,Fighting,,0:1,Human-Like,—,25,6400,6656,6630,6425,6400,109.8,49.8,Medium Fast,"Pokémon with a bipedal, tailless form",Fighting,1,Brown,C,70,,,,Limber,Reckless,Unburden,1,Urban,7,4,11,1.5
Registeel,379,,,,,195,,Steel,,GU,Undiscovered,—,80,,20736,20655,20560,20480,451.9,205,Slow,"Pokémon with a bipedal, tailless form",Steel,3,Gray,E,35,,,,Clear Body,,Light Metal,0,Cave,10,6,3,1.9
Scrafty,560,,,,,66,,Dark,Fighting,1:1,Field,Dragon,15,,,,3855,3840,66.1,30,Medium Fast,"Pokémon with a bipedal, tailed form",Dark,5,Red,,70,,,,Shed Skin,Moxie,Intimidate,0,,,3,7,1.1
Gligar,207,,,,,193,,Ground,Flying,1:1,Bug,—,20,5120,5376,5355,5140,5120,142.9,64.8,Medium Slow,Pokémon with a single pair of wings,Ground,2,Purple,C,70,,,,Hyper Cutter,Sand Veil,Immunity,0,Mountain,9,3,7,1.1
Mudsdale,750,,,,,133,,Ground,,1:1,Field,—,20,,,,,5120,2028.3,920,Medium Fast,Pokémon with a quadruped body,Ground,7,Brown,,70,,,,Own Tempo,Stamina,Inner Focus,0,,,8,2,2.5
Blastoise,9,M,,Blastoisinite,Mega,9,,Water,,1:7,Monster,Water 1,20,5120,5376,5355,5140,5120,188.5,85.5,Medium Slow,"Pokémon with a bipedal, tailed form",Water,1,Blue,,70,,,,Torrent,,Rain Dish,0,Water's-edge,13,5,3,1.6
Tentacruel,73,,,,,73,,Water,Poison,1:1,Water 3,—,20,5120,5376,5355,5140,5120,121.3,55,Slow,Pokémon with tentacles or a multiped body,Water,1,Blue,C,70,,,,Clear Body,Liquid Ooze,Rain Dish,0,Sea,1,5,3,1.6
Honchkrow,430,,,,,75,,Dark,Flying,1:1,Flying,—,20,,,5355,5140,5120,60.2,27.3,Medium Slow,Pokémon with a single pair of wings,Dark,4,Black,D,35,,,,Insomnia,Super Luck,Moxie,0,,,2,11,0.9
Oricorio,741,,,,Baile Style,82,,Fire,Flying,3:1,Flying,—,20,,,,,5120,7.5,3.4,Medium Fast,Pokémon with a single pair of wings,Fire,7,Red,,70,,,,Dancer,,,0,,,2,0,0.6
