ID,English,Japanese_Kana,Japanese_Hepburn,Japanese_Trademarked,ID,English,German,ID,English,French,ID,English,Korean_Hangul,Korean_Revised,Korean_McCune_Reischauer,Korean_Official,ID,English,Chinese_Traditional,Chinese_Simplified,Chinese_Pinyin,Chinese_Yale,Chinese_Former_Names
482,Azelf,アグノム,Agunomu,Agnome,482,Azelf,Tobutz,482,Azelf,Créfadet,482,Azelf,아그놈,Ageunom,Agŭnom,Agnome,482,Azelf,亞克諾姆,亚克诺姆,"Yǎkènuòmǔ
Yàkènuòmǔ",Ahāknohkmóuh,-
483,Dialga,ディアルガ,Diaruga,Dialga,483,Dialga,Dialga,483,Dialga,Dialga,483,Dialga,디아루가,Diaruga,Tiaruga,Dialga,483,Dialga,帝牙盧卡,帝牙卢卡,Dìyálúkǎ,Daingàhlòuhkā,-
484,Palkia,パルキア,Parukia,Palkia,484,Palkia,Palkia,484,Palkia,Palkia,484,Palkia,펄기아,Peolgia,P'ŏlgia,Palkia,484,Palkia,帕路奇亞,帕路奇亚,"Pàlùqíyǎ
Pàlùqíyà",Paaklouhkèi'a,"帕路奇犽 Pàlùqíyá (TW/CN)
帕路奇犽 Paaklouhkèingàh (HK)"
485,Heatran,ヒードラン,Hīdoran,Heatran,485,Heatran,Heatran,485,Heatran,Heatran,485,Heatran,히드런,Hideureon,Hidŭrŏn,Heatran,485,Heatran,席多藍恩,席多蓝恩,Xíduōlán'ēn,Jihkdōlàahm'yān,-
486,Regigigas,レジギガス,Rejigigasu,Regigigas,486,Regigigas,Regigigas,486,Regigigas,Regigigas,486,Regigigas,레지기가스,Rejigigaseu,Rejigigasŭ,Regigigas,486,Regigigas,雷吉奇卡斯,雷吉奇卡斯,Léijíqíkǎsī,Lèuihgātkèikāsī,-
487,Giratina,ギラティナ,Giratina,Giratina,487,Giratina,Giratina,487,Giratina,Giratina,487,Giratina,기라티나,Giratina,Kirat'ina,Giratina,487,Giratina,騎拉帝納,骑拉帝纳,Qílādìnà,Kèihlāaidainaahp,-
488,Cresselia,クレセリア,Kureseria,Cresselia,488,Cresselia,Cresselia,488,Cresselia,Cresselia,488,Cresselia,크레세리아,Keureseria,K'ŭreseria,Cresselia,488,Cresselia,克雷色利亞,克雷色利亚,"Kèléisèlìyǎ
Kèléisèlìyà",Hāklèuihsīkleih'a,-
489,Phione,フィオネ,Fione,Phione,489,Phione,Phione,489,Phione,Phione,489,Phione,피오네,Pione,P'ione,Phione,489,Phione,霏歐納,霏欧纳,Fēi'ōunà,Fēi'āunaahp,-
490,Manaphy,マナフィ,Manafi,Manaphy,490,Manaphy,Manaphy,490,Manaphy,Manaphy,490,Manaphy,마나피,Manapi,Manap'i,Manaphy,490,Manaphy,瑪納霏,玛纳霏,Mǎnàfēi,Máhnaahpfēi,-
491,Darkrai,ダークライ,Dākurai,Darkrai,491,Darkrai,Darkrai,491,Darkrai,Darkrai,491,Darkrai,다크라이,Dakeurai,Tak'ŭrai,Darkrai,491,Darkrai,達克萊伊,达克莱伊,Dákèláiyī,Daahthāklòihyī,-
492,Shaymin,シェイミ,Sheimi,Shaymin,492,Shaymin,Shaymin,492,Shaymin,Shaymin,492,Shaymin,쉐이미,Sweimi,Sweimi,Shaymin,492,Shaymin,謝米,谢米,Xièmǐ,Jehmáih,"潔咪 / 洁咪 Jiémī (TW/CN)
潔咪 Gitmī (HK)"
493,Arceus,アルセウス,Aruseusu,Arceus,493,Arceus,Arceus,493,Arceus,Arceus,493,Arceus,아르세우스,Areuseuseu,Arŭseusŭ,Arceus,493,Arceus,阿爾宙斯,阿尔宙斯,Ā'ěrzhòusī,Ayíhjauhsī,-
494,Victini,ビクティニ,Bikutini,Victini,494,Victini,Victini,494,Victini,Victini,494,Victini,비크티니,Bikeutini,Pik'ŭt'ini,Victini,494,Victini,比克提尼,比克提尼,Bǐkètíní,Béihāktàihnèi,-
495,Snivy,ツタージャ,Tsutāja,Tsutarja,495,Snivy,Serpifeu,495,Snivy,Vipélierre,495,Snivy,주리비얀,Juribiyan,Churibiyan,Juribiyan,495,Snivy,藤藤蛇,藤藤蛇,Téngténgshé,Tàhngtàhngsèh,-
496,Servine,ジャノビー,Janobī,Janovy,496,Servine,Efoserp,496,Servine,Lianaja,496,Servine,샤비,Syabi,Syabi,Syabi,496,Servine,青藤蛇,青藤蛇,Qīngténgshé,Chīngtàhngsèh,-
497,Serperior,ジャローダ,Jarōda,Jalorda,497,Serperior,Serpiroyal,497,Serperior,Majaspic,497,Serperior,샤로다,Syaroda,Syaroda,Syaroda,497,Serperior,君主蛇,君主蛇,Jūnzhǔshé,Gwānjyúhsèh,-
498,Tepig,ポカブ,Pokabu,Pokabu,498,Tepig,Floink,498,Tepig,Gruikui,498,Tepig,뚜꾸리,Ttukkuri,Ttukkuri,Ttukkuri,498,Tepig,暖暖豬,暖暖猪,Nuǎnnuǎnzhū,Nyúhnnyúhnjyū,-
499,Pignite,チャオブー,Chaobū,Chaoboo,499,Pignite,Ferkokel,499,Pignite,Grotichon,499,Pignite,챠오꿀,Chyaokkul,Ch'yaokkul,Chaokkul,499,Pignite,炒炒豬,炒炒猪,Chǎochǎozhū,Cháaucháaujyū,-
500,Emboar,エンブオー,Enbuō,Enbuoh,500,Emboar,Flambirex,500,Emboar,Roitiflam,500,Emboar,염무왕,Yeommuwang,Yŏmmuwang,Yeommuwang,500,Emboar,炎武王,炎武王,Yánwǔwáng,Yìhmmóuhwòhng,-
501,Oshawott,ミジュマル,Mijumaru,Mijumaru,501,Oshawott,Ottaro,501,Oshawott,Moustillon,501,Oshawott,수댕이,Sudaengi,Sudaengi,Sudaengi,501,Oshawott,水水獺,水水獭,Shuǐshuǐtà,Séuiséuichaat,-
502,Dewott,フタチマル,Futachimaru,Futachimaru,502,Dewott,Zwottronin,502,Dewott,Mateloutre,502,Dewott,쌍검자비,Ssanggeomjabi,Ssanggŏmjabi,Ssangeomzabi,502,Dewott,雙刃丸,双刃丸,Shuāngrènwán,Sēungyahnyún,-
503,Samurott,ダイケンキ,Daikenki,Daikenki,503,Samurott,Admurai,503,Samurott,Clamiral,503,Samurott,대검귀,Daegeomgwi,Taegŏmgwi,Daegeomgwi,503,Samurott,大劍鬼,大剑鬼,Dàjiànguǐ,Daaihgimgwái,-
504,Patrat,ミネズミ,Minezumi,Minezumi,504,Patrat,Nagelotz,504,Patrat,Ratentif,504,Patrat,보르쥐,Boreujwi,Porŭjwi,Borujwi,504,Patrat,探探鼠,探探鼠,Tàntànshǔ,Tāamtāamsyú,-
505,Watchog,ミルホッグ,Miruhoggu,Miruhog,505,Watchog,Kukmarda,505,Watchog,Miradar,505,Watchog,보르그,Boreugeu,Porŭgŭ,Borugu,505,Watchog,步哨鼠,步哨鼠,Bùshàoshǔ,Bouhsaausyú,-
506,Lillipup,ヨーテリー,Yōterī,Yorterrie,506,Lillipup,Yorkleff,506,Lillipup,Ponchiot,506,Lillipup,요테리,Yoteri,Yot'eri,Yorterrie,506,Lillipup,小約克,小约克,Xiǎoyuēkè,Síuyeukhāk,-
507,Herdier,ハーデリア,Hāderia,Herderrie,507,Herdier,Terribark,507,Herdier,Ponchien,507,Herdier,하데리어,Haderieo,Haderiŏ,Herderrie,507,Herdier,哈約克,哈约克,Hāyuēkè,Hāyeukhāk,-
508,Stoutland,ムーランド,Mūrando,Mooland,508,Stoutland,Bissbark,508,Stoutland,Mastouffe,508,Stoutland,바랜드,Baraendeu,Paraendŭ,Baland,508,Stoutland,長毛狗,长毛狗,Chángmáogǒu,Chèuhngmòugáu,-
509,Purrloin,チョロネコ,Choroneko,Choroneko,509,Purrloin,Felilou,509,Purrloin,Chacripan,509,Purrloin,쌔비냥,Ssaebinyang,Ssaebinyang,Ssaebinyang,509,Purrloin,扒手貓,扒手猫,Páshǒumāo,Pàhsáumāau,-
510,Liepard,レパルダス,Reparudasu,Lepardas,510,Liepard,Kleoparda,510,Liepard,Léopardus,510,Liepard,레파르다스,Repareudaseu,Rep'arŭdasŭ,Lepardas,510,Liepard,酷豹,酷豹,Kùbào,Huhkpaau,-
511,Pansage,ヤナップ,Yanappu,Yanappu,511,Pansage,Vegimak,511,Pansage,Feuillajou,511,Pansage,야나프,Yanapeu,Yanap'ŭ,Yanappu,511,Pansage,花椰猴,花椰猴,Huāyéhóu,Fāyèhhàuh,-
512,Simisage,ヤナッキー,Yanakkī,Yanakkie,512,Simisage,Vegichita,512,Simisage,Feuiloutan,512,Simisage,야나키,Yanaki,Yanak'i,Yanakkie,512,Simisage,花椰猿,花椰猿,Huāyéyuán,Fāyèhyùhn,-
513,Pansear,バオップ,Baoppu,Baoppu,513,Pansear,Grillmak,513,Pansear,Flamajou,513,Pansear,바오프,Baopeu,Paop'ŭ,Baoppu,513,Pansear,爆香猴,爆香猴,Bàoxiānghóu,Baauhēunghàuh,-
514,Simisear,バオッキー,Baokkī,Baokkie,514,Simisear,Grillchita,514,Simisear,Flamoutan,514,Simisear,바오키,Baoki,Paok'i,Baokkie,514,Simisear,爆香猿,爆香猿,Bàoxiāngyuán,Baauhēungyùhn,-
515,Panpour,ヒヤップ,Hiyappu,Hiyappu,515,Panpour,Sodamak,515,Panpour,Flotajou,515,Panpour,앗차프,Atchapeu,Atch'ap'ŭ,Atchappu,515,Panpour,冷水猴,冷水猴,Lěngshuǐhóu,Láahngséuihàuh,-
516,Simipour,ヒヤッキー,Hiyakkī,Hiyakkie,516,Simipour,Sodachita,516,Simipour,Flotoutan,516,Simipour,앗차키,Atchaki,Atch'ak'i,Atchakkie,516,Simipour,冷水猿,冷水猿,Lěngshuǐyuán,Láahngséuiyùhn,-
517,Munna,ムンナ,Munna,Munna,517,Munna,Somniam,517,Munna,Munna,517,Munna,몽나,Mongna,Mongna,Mongna,517,Munna,食夢夢,食梦梦,Shímèngmèng,Sihkmuhngmuhng,-
518,Musharna,ムシャーナ,Mushāna,Musharna,518,Musharna,Somnivora,518,Musharna,Mushana,518,Musharna,몽얌나,Mongyamna,Mongyamna,Mongyamna,518,Musharna,夢夢蝕,梦梦蚀,Mèngmèngshí,Muhngmuhngsihk,-
519,Pidove,マメパト,Mamepato,Mamepato,519,Pidove,Dusselgurr,519,Pidove,Poichigeon,519,Pidove,콩둘기,Kongdulgi,K'ongdulgi,Kongdulgi,519,Pidove,豆豆鴿,豆豆鸽,Dòudòugē,Dauhdauhgap,-
520,Tranquill,ハトーボー,Hatōbō,Hatoboh,520,Tranquill,Navitaub,520,Tranquill,Colombeau,520,Tranquill,유토브,Yutobeu,Yut'obŭ,Yutobu,520,Tranquill,咕咕鴿,咕咕鸽,Gūgūgē,Gūgūgap,"波波鴿 / 波波鸽 Bōbōgē (TW/CN)
波波鴿 Bōbōgap (HK)"
521,Unfezant,ケンホロウ,Kenhorō,Kenhallow,521,Unfezant,Fasasnob,521,Unfezant,Déflaisan,521,Unfezant,켄호로우,Kenhorou,K'enhorou,Kenhorrow,521,Unfezant,高傲雉雞,高傲雉鸡,Gāo'àozhìjī,Gōungouhjihgāi,"轟隆雉雞 / 轰隆雉鸡 Hōnglóngzhìjī (TW/CN)
轟隆雉雞 Gwàhnglùhngjihgāi (HK)"
522,Blitzle,シママ,Shimama,Shimama,522,Blitzle,Elezeba,522,Blitzle,Zébribon,522,Blitzle,줄뮤마,Julmyuma,Chulmyuma,Julmyuma,522,Blitzle,斑斑馬,斑斑马,Bānbānmǎ,Bāanbāanmáh,-
523,Zebstrika,ゼブライカ,Zeburaika,Zebraika,523,Zebstrika,Zebritz,523,Zebstrika,Zéblitz,523,Zebstrika,제브라이카,Jebeuraika,Chebŭraik'a,Zebraika,523,Zebstrika,雷電斑馬,雷电斑马,Léidiànbānmǎ,Lèuihdihnbāanmáh,-
524,Roggenrola,ダンゴロ,Dangoro,Dangoro,524,Roggenrola,Kiesling,524,Roggenrola,Nodulithe,524,Roggenrola,단굴,Dangul,Tan'gul,Dangul,524,Roggenrola,石丸子,石丸子,Shíwánzi,Sehkyúnjí,-
525,Boldore,ガントル,Gantoru,Gantle,525,Boldore,Sedimantur,525,Boldore,Géolithe,525,Boldore,암트르,Amteureu,Amt'ŭrŭ,Amtru,525,Boldore,地幔岩,地幔岩,Dìmànyán,Deihmaahnngàahm,-
526,Gigalith,ギガイアス,Gigaiasu,Gigaiath,526,Gigalith,Brockoloss,526,Gigalith,Gigalithe,526,Gigalith,기가이어스,Gigaieoseu,Kigaiŏsŭ,Gigaiath,526,Gigalith,龐岩怪,庞岩怪,Pángyánguài,Pòhngngàahmgwaai,-
527,Woobat,コロモリ,Koromori,Koromori,527,Woobat,Fleknoil,527,Woobat,Chovsourir,527,Woobat,또르박쥐,Ttoreubakjwi,Ttorŭbakchwi,Ttorbakjwi,527,Woobat,滾滾蝙蝠,滚滚蝙蝠,Gǔngǔnbiānfú,Gwángwánpīnfūk,-
528,Swoobat,ココロモリ,Kokoromori,Kokoromori,528,Swoobat,Fletiamo,528,Swoobat,Rhinolove,528,Swoobat,맘박쥐,Mambakjwi,Mambakchwi,Mambakjwi,528,Swoobat,心蝙蝠,心蝙蝠,Xīnbiānfú,Sāmpīnfūk,-
529,Drilbur,モグリュー,Moguryū,Mogurew,529,Drilbur,Rotomurf,529,Drilbur,Rototaupe,529,Drilbur,두더류,Dudeoryu,Tudŏryu,Dudeoryu,529,Drilbur,螺釘地鼠,螺钉地鼠,Luódīngdìshǔ,Lòhdēngdeihsyú,-
530,Excadrill,ドリュウズ,Doryūzu,Doryuzu,530,Excadrill,Stalobor,530,Excadrill,Minotaupe,530,Excadrill,몰드류,Moldeuryu,Moldŭryu,Moldryu,530,Excadrill,龍頭地鼠,龙头地鼠,Lóngtóudìshǔ,Lùhngtàudeihsyú,-
531,Audino,タブンネ,Tabunne,Tabunne,531,Audino,Ohrdoch,531,Audino,Nanméouïe,531,Audino,다부니,Dabuni,Tabuni,Dabunie,531,Audino,差不多娃娃,差不多娃娃,Chàbùduōwáwá,Chābātdōwāwā,-
532,Timburr,ドッコラー,Dokkorā,Dokkorer,532,Timburr,Praktibalk,532,Timburr,Charpenti,532,Timburr,으랏차,Euratcha,Ŭratch'a,Uratcha,532,Timburr,搬運小匠,搬运小匠,Bānyùnxiǎojiàng,Būnwahnsíujeuhng,-
533,Gurdurr,ドテッコツ,Dotekkotsu,Dotekkotsu,533,Gurdurr,Strepoli,533,Gurdurr,Ouvrifier,533,Gurdurr,토쇠골,Tosoegol,T'osoegol,Tosoegol,533,Gurdurr,鐵骨土人,铁骨土人,Tiěgǔtǔrén,Titgwāttóuyàhn,-
534,Conkeldurr,ローブシン,Rōbushin,Roubushin,534,Conkeldurr,Meistagrif,534,Conkeldurr,Bétochef,534,Conkeldurr,노보청,Nobocheong,Noboch'ŏng,Nobocheong,534,Conkeldurr,修建老匠,修建老匠,Xiūjiànlǎojiàng,Sāuginlóuhjeuhng,"修繕老頭 / 修缮老头 Xiūshànlǎotóu (TW/CN)
修繕老頭 Sāusihnlóuhtàuh (HK)"
535,Tympole,オタマロ,Otamaro,Otamaro,535,Tympole,Schallquap,535,Tympole,Tritonde,535,Tympole,동챙이,Dongchaengi,Tongch'aengi,Dongchaengi,535,Tympole,圓蝌蚪,圆蝌蚪,Yuánkēdǒu,Yùhnfōdáu,-
536,Palpitoad,ガマガル,Gamagaru,Gamagaru,536,Palpitoad,Mebrana,536,Palpitoad,Batracné,536,Palpitoad,두까비,Dukkabi,Tukkabi,Dukkabi,536,Palpitoad,藍蟾蜍,蓝蟾蜍,Lánchánchú,Làahmsìhmsyùh,-
537,Seismitoad,ガマゲロゲ,Gamageroge,Gamageroge,537,Seismitoad,Branawarz,537,Seismitoad,Crapustule,537,Seismitoad,두빅굴,Dubikgul,Tubikkul,Dubiggul,537,Seismitoad,蟾蜍王,蟾蜍王,Chánchúwáng,Sìhmsyùhwòhng,-
538,Throh,ナゲキ,Nageki,Nageki,538,Throh,Jiutesto,538,Throh,Judokrak,538,Throh,던지미,Deonjimi,Tŏnjimi,Deonjimi,538,Throh,投摔鬼,投摔鬼,Tóushuāiguǐ,Tàuhsēutgwái,"投射鬼 Tóushèguǐ (TW/CN)
投射鬼 Tàuhsehgwái' (HK)"
539,Sawk,ダゲキ,Dageki,Dageki,539,Sawk,Karadonis,539,Sawk,Karaclée,539,Sawk,타격귀,Tagyeokgwi,T'akkyŏkkwi,Tagyeokgwi,539,Sawk,打擊鬼,打击鬼,"Dǎjíguǐ
Dǎjīguǐ",Dágīkgwái,-
540,Sewaddle,クルミル,Kurumiru,Kurumiru,540,Sewaddle,Strawickl,540,Sewaddle,Larveyette,540,Sewaddle,두르보,Dureubo,Turŭbo,Durbo,540,Sewaddle,蟲寶包,虫宝包,Chóngbǎobāo,Chùhngbóubāau,-
541,Swadloon,クルマユ,Kurumayu,Kurumayu,541,Swadloon,Folikon,541,Swadloon,Couverdure,541,Swadloon,두르쿤,Dureukun,Turŭk'un,Durcoon,541,Swadloon,寶包繭,宝包茧,Bǎobāojiǎn,Bóubāaugáan,-
542,Leavanny,ハハコモリ,Hahakomori,Hahakomori,542,Leavanny,Matrifol,542,Leavanny,Manternel,542,Leavanny,모아머,Moameo,Moamŏ,Moameo,542,Leavanny,保母蟲,保姆虫,Bǎomǔchóng,Bóumóuhchùhng,-
543,Venipede,フシデ,Fushide,Fushide,543,Venipede,Toxiped,543,Venipede,Venipatte,543,Venipede,마디네,Madine,Madine,Madine,543,Venipede,百足蜈蚣,百足蜈蚣,Bǎizúwúgōng,Baakjūknghgūng,-
544,Whirlipede,ホイーガ,Hoīga,Wheega,544,Whirlipede,Rollum,544,Whirlipede,Scobolide,544,Whirlipede,휠구,Hwilgu,Hwilgu,Hwilgu,544,Whirlipede,車輪毬,车轮球,Chēlúnqiú,Chēlèuhnkàuh,-
545,Scolipede,ペンドラー,Pendorā,Pendror,545,Scolipede,Cerapendra,545,Scolipede,Brutapode,545,Scolipede,펜드라,Pendeura,P'endŭra,Pendror,545,Scolipede,蜈蚣王,蜈蚣王,Wúgōngwáng,Nghgūngwòhng,-
546,Cottonee,モンメン,Monmen,Monmen,546,Cottonee,Waumboll,546,Cottonee,Doudouvet,546,Cottonee,소미안,Somian,Somian,Somian,546,Cottonee,木棉球,木棉球,Mùmiánqiú,Muhkmìhnkàuh,-
547,Whimsicott,エルフーン,Erufūn,Elfuun,547,Whimsicott,Elfun,547,Whimsicott,Farfaduvet,547,Whimsicott,엘풍,Elpung,Elp'ung,Elfuun,547,Whimsicott,風妖精,风妖精,Fēngyāojing,Fūngyíujīng,-
548,Petilil,チュリネ,Churine,Churine,548,Petilil,Lilminip,548,Petilil,Chlorobule,548,Petilil,치릴리,Chirilli,Ch'irilli,Chirilri,548,Petilil,百合根娃娃,百合根娃娃,Bǎihégēnwáwá,Baakhahpgānwāwā,-
549,Lilligant,ドレディア,Doredia,Dredear,549,Lilligant,Dressella,549,Lilligant,Fragilady,549,Lilligant,드레디어,Deuredieo,Tŭrediŏ,Dredear,549,Lilligant,裙兒小姐,裙儿小姐,Qún'érxiǎojiě,Kwàhnyìhsíujé,-
550,Basculin,バスラオ,Basurao,Bassrao,550,Basculin,Barschuft,550,Basculin,Bargantua,550,Basculin,배쓰나이,Baesseunai,Paessŭnai,Bessnai,550,Basculin,野蠻鱸魚,野蛮鲈鱼,Yěmánlúyú,Yéhmàahnlòuhyú,"勇士鱸魚 / 勇士鲈鱼 Yǒngshìlúyú (TW/CN)
勇士鱸魚 Yúhngsihlòuhyú (HK)"
551,Sandile,メグロコ,Meguroko,Meguroco,551,Sandile,Ganovil,551,Sandile,Mascaïman,551,Sandile,깜눈크,Kkamnunkeu,Kkamnunk'ŭ,Kkamnunku,551,Sandile,黑眼鱷,黑眼鳄,Hēiyǎn'è,Hākngáahnngohk,-
552,Krokorok,ワルビル,Warubiru,Waruvile,552,Krokorok,Rokkaiman,552,Krokorok,Escroco,552,Krokorok,악비르,Akbireu,Akpirŭ,Akbir,552,Krokorok,混混鱷,混混鳄,Hùnhun'è,Wahnwahnngohk,-
553,Krookodile,ワルビアル,Warubiaru,Waruvial,553,Krookodile,Rabigator,553,Krookodile,Crocorible,553,Krookodile,악비아르,Akbiareu,Akpiarŭ,Akbiar,553,Krookodile,流氓鱷,流氓鳄,Liúmáng'è,Làuhmàhnngohk,-
554,Darumaka,ダルマッカ,Darumakka,Darumakka,554,Darumaka,Flampion,554,Darumaka,Darumarond,554,Darumaka,달막화,Dalmakhwa,Talmakhwa,Dalmakhwa,554,Darumaka,火紅不倒翁,火红不倒翁,Huǒhóngbùdǎowēng,Fóhùhngbātdóuyūng,-
555,Darmanitan,ヒヒダルマ,Hihidaruma,Hihidaruma,555,Darmanitan,Flampivian,555,Darmanitan,Darumacho,555,Darmanitan,불비달마,Bulbidalma,Pulbidalma,Bulbidalma,555,Darmanitan,達摩狒狒,达摩狒狒,Dámófèifèi,Daahtmōfātfāt,-
556,Maractus,マラカッチ,Marakatchi,Maracacchi,556,Maractus,Maracamba,556,Maractus,Maracachi,556,Maractus,마라카치,Marakachi,Marak'ach'i,Maracacchi,556,Maractus,沙鈴仙人掌,沙铃仙人掌,Shālíngxiānrénzhǎng,Sālìhngsīnyàhnjéung,"街頭沙鈴 / 街头沙铃 Jiētóushālíng (TW/CN)
街頭沙鈴 Gāaitàuhsālìhng (HK)"
557,Dwebble,イシズマイ,Ishizumai,Ishizumai,557,Dwebble,Lithomith,557,Dwebble,Crabicoque,557,Dwebble,돌살이,Dolsari,Tolsari,Dolsari,557,Dwebble,石居蟹,石居蟹,Shíjūxiè,Sehkgēuiháaih,-
558,Crustle,イワパレス,Iwaparesu,Iwapalace,558,Crustle,Castellith,558,Crustle,Crabaraque,558,Crustle,암팰리스,Ampaelliseu,Amp'aellisŭ,Ampalace,558,Crustle,岩殿居蟹,岩殿居蟹,Yándiànjūxiè,Ngàahmdihngēuiháaih,-
559,Scraggy,ズルッグ,Zuruggu,Zuruggu,559,Scraggy,Zurrokex,559,Scraggy,Baggiguane,559,Scraggy,곤율랭,Gonyullaeng,Konyullaeng,Gonyulraeng,559,Scraggy,滑滑小子,滑滑小子,Huáhuáxiǎozi,Waahtwaahtsíují,"滑頭小子/ 滑头小子 Huátóuxiǎozi (TW/CN)
滑頭小子 Waahttáusíují (HK)"
560,Scrafty,ズルズキン,Zuruzukin,Zuruzukin,560,Scrafty,Irokex,560,Scrafty,Baggaïd,560,Scrafty,곤율거니,Gonyulgeoni,Konyulgŏni,Gonyulgeoni,560,Scrafty,頭巾混混,头巾混混,Tóujīnhùnhun,Tàuhgānwahnwahn,-
561,Sigilyph,シンボラー,Shinborā,Symboler,561,Sigilyph,Symvolara,561,Sigilyph,Cryptéro,561,Sigilyph,심보러,Simboreo,Simborŏ,Symboler,561,Sigilyph,象徵鳥,象征鸟,Xiàngzhēngniǎo,Jeuhngjīngníuh,-
562,Yamask,デスマス,Desumasu,Desumasu,562,Yamask,Makabaja,562,Yamask,Tutafeh,562,Yamask,데스마스,Deseumaseu,Tesŭmasŭ,Desumasu,562,Yamask,哭哭面具,哭哭面具,Kūkūmiànjù,Hūkhūkmihngeuih,-
563,Cofagrigus,デスカーン,Desukān,Desukarn,563,Cofagrigus,Echnatoll,563,Cofagrigus,Tutankafer,563,Cofagrigus,데스니칸,Deseunikan,Tesŭnik'an,Desunikan,563,Cofagrigus,死神棺,死神棺,Sǐshénguān,Séisàhngūn,-
564,Tirtouga,プロトーガ,Purotōga,Protoga,564,Tirtouga,Galapaflos,564,Tirtouga,Carapagos,564,Tirtouga,프로토가,Peurotoga,P'ŭrot'oga,Protoga,564,Tirtouga,原蓋海龜,原盖海龟,Yuángàihǎiguī,Yùhngoihóigwāi,-
565,Carracosta,アバゴーラ,Abagōra,Abagoura,565,Carracosta,Karippas,565,Carracosta,Mégapagos,565,Carracosta,늑골라,Neukgolla,Nŭkkolla,Neukgolra,565,Carracosta,肋骨海龜,肋骨海龟,Lèigǔhǎiguī,Lahkgwāthóigwāi,-
566,Archen,アーケン,Āken,Archen,566,Archen,Flapteryx,566,Archen,Arkéapti,566,Archen,아켄,Aken,Ak'en,Aken,566,Archen,始祖小鳥,始祖小鸟,Shǐzǔxiǎoniǎo,Chíjóusíuníuh,-
567,Archeops,アーケオス,Ākeosu,Archeos,567,Archeops,Aeropteryx,567,Archeops,Aéroptéryx,567,Archeops,아케오스,Akeoseu,Ak'eosŭ,Akeos,567,Archeops,始祖大鳥,始祖大鸟,Shǐzǔdàniǎo,Chíjóudaaihníuh,-
568,Trubbish,ヤブクロン,Yabukuron,Yabukuron,568,Trubbish,Unratütox,568,Trubbish,Miamiasme,568,Trubbish,깨봉이,Kkaebongi,Kkaebongi,Kkaebongi,568,Trubbish,破破袋,破破袋,Pòpòdài,Popodoih,-
569,Garbodor,ダストダス,Dasutodasu,Dustdas,569,Garbodor,Deponitox,569,Garbodor,Miasmax,569,Garbodor,더스트나,Deoseuteuna,Tŏsŭtŭna,Dustna,569,Garbodor,灰塵山,灰尘山,Huīchénshān,Fūichàhnsāan,-
570,Zorua,ゾロア,Zoroa,Zorua,570,Zorua,Zorua,570,Zorua,Zorua,570,Zorua,조로아,Joroa,Choroa,Zorua,570,Zorua,索羅亞,索罗亚,"Suǒluóyǎ
Suǒluóyà",Soklòh'a,-
571,Zoroark,ゾロアーク,Zoroāku,Zoroark,571,Zoroark,Zoroark,571,Zoroark,Zoroark,571,Zoroark,조로아크,Joroakeu,Choroak'ŭ,Zoroark,571,Zoroark,索羅亞克,索罗亚克,"Suǒluóyǎkè
Suǒluóyàkè",Soklòh'ahāk,-
572,Minccino,チラーミィ,Chirāmī,Chillarmy,572,Minccino,Picochilla,572,Minccino,Chinchidou,572,Minccino,치라미,Chirami,Ch'irami,Chillarmy,572,Minccino,泡沫栗鼠,泡沫栗鼠,Pàomòlìshǔ,Póuhmutleuhtsyú,-
573,Cinccino,チラチーノ,Chirachīno,Chillaccino,573,Cinccino,Chillabell,573,Cinccino,Pashmilla,573,Cinccino,치라치노,Chirachino,Ch'irach'ino,Chillaccino,573,Cinccino,奇諾栗鼠,奇诺栗鼠,Qí​nuò​lìshǔ,Kèinohkleuhtsyú,-
574,Gothita,ゴチム,Gochimu,Gothimu,574,Gothita,Mollimorba,574,Gothita,Scrutella,574,Gothita,고디탱,Goditaeng,Kodit'aeng,Goditeng,574,Gothita,哥德寶寶,哥德宝宝,Gēdébǎobǎo,Gōdākbóubóu,-
575,Gothorita,ゴチミル,Gochimiru,Gothimiru,575,Gothorita,Hypnomorba,575,Gothorita,Mesmérella,575,Gothorita,고디보미,Godibomi,Kodibomi,Godibomi,575,Gothorita,哥德小童,哥德小童,Gēdéxiǎotóng,Gōdāksíutùhng,-
576,Gothitelle,ゴチルゼル,Gochiruzeru,Gothiruselle,576,Gothitelle,Morbitesse,576,Gothitelle,Sidérella,576,Gothitelle,고디모아젤,Godimoajel,Kodimoajel,Godimoiselle,576,Gothitelle,哥德小姐,哥德小姐,Gēdéxiǎojiě,Gōdāksíujé,-
577,Solosis,ユニラン,Yuniran,Uniran,577,Solosis,Monozyto,577,Solosis,Nucléos,577,Solosis,유니란,Yuniran,Yuniran,Uniran,577,Solosis,單卵細胞球,单卵细胞球,Dānluǎnxìbāoqiú,Dāanléuhnsaibāaukàuh,-
578,Duosion,ダブラン,Daburan,Doublan,578,Duosion,Mitodos,578,Duosion,Méios,578,Duosion,듀란,Dyuran,Tyuran,Dyuran,578,Duosion,雙卵細胞球,双卵细胞球,Shuāngluǎnxìbāoqiú,Sēungléuhnsaibāaukàuh,-
